Time,Turbidity ,Mu,Phase
0.0,0.0016666666666666668,,0.0
0.044444444444444446,0.002,,0.0
0.08888888888888889,0.002,,0.0
0.13333333333333333,0.002,,0.0
0.17777777777777778,0.002,,0.0
0.2222222222222222,0.002,,0.0
0.26666666666666666,0.0030000000000000005,,0.0
0.3111111111111111,0.002,,0.0
0.35555555555555557,0.002,,0.0
0.4,0.002,,0.0
0.4444444444444444,0.002,,0.0
0.4888888888888889,0.002,,0.0
0.5333333333333333,0.002,,0.0
0.5777777777777777,0.002,,0.0
0.6222222222222222,0.002,,0.0
0.6666666666666666,1e-10,,0.0
0.7111111111111111,0.00035714285714285714,,0.0
0.7555555555555555,1e-10,,0.0
0.8,1e-10,,0.0
0.8444444444444444,1e-10,,0.0
0.8888888888888888,1e-10,,0.0
0.9333333333333333,1e-10,,0.0
0.9777777777777777,1e-10,,0.0
1.0222222222222221,1e-10,,0.0
1.0666666666666667,0.00014285714285714287,,0.0
1.1111111111111112,0.0005333333333333334,,0.0
1.1555555555555554,0.0005,,0.0
1.2,0.0004736842105263158,,0.0
1.2444444444444445,0.0005,,0.0
1.288888888888889,0.00047058823529411766,,0.0
1.3333333333333333,0.0003333333333333333,,0.0
1.3777777777777778,0.0005200000000000001,,0.0
1.4222222222222223,0.0005,,0.0
1.4666666666666666,0.0005,,0.0
1.511111111111111,0.0005,,0.0
1.5555555555555556,0.0005,,0.0
1.6,0.0005,,0.0
1.6444444444444444,0.0005,,0.0
1.6888888888888889,0.020473684210526318,,0.0
1.7333333333333334,0.03586666666666667,,0.0
1.7777777777777777,0.0032500000000000003,,1.0
1.8222222222222222,1e-10,,1.0
1.8666666666666667,1e-10,,1.0
1.9111111111111112,1e-10,,1.0
1.9555555555555555,1e-10,,1.0
2.0,1e-10,,1.0
2.0444444444444443,1e-10,,1.0
2.088888888888889,1e-10,,1.0
2.1333333333333333,1e-10,,1.0
2.1777777777777776,1e-10,,1.0
2.2222222222222223,1e-10,,1.0
2.2666666666666666,1e-10,,1.0
2.311111111111111,1e-10,,1.0
2.3555555555555556,1e-10,,1.0
2.4,1e-10,,1.0
2.4444444444444446,1e-10,,1.0
2.488888888888889,1e-10,,1.0
2.533333333333333,1e-10,,1.0
2.577777777777778,1e-10,,1.0
2.6222222222222222,1e-10,,1.0
2.6666666666666665,1e-10,,1.0
2.7111111111111112,1e-10,,1.0
2.7555555555555555,1e-10,,1.0
2.8,1e-10,,1.0
2.8444444444444446,1e-10,,1.0
2.888888888888889,1e-10,,1.0
2.933333333333333,1e-10,,1.0
2.977777777777778,1e-10,,1.0
3.022222222222222,1e-10,,1.0
3.066666666666667,1e-10,,1.0
3.111111111111111,1e-10,,1.0
3.1555555555555554,1e-10,,1.0
3.2,1e-10,,1.0
3.2444444444444445,1e-10,,1.0
3.2888888888888888,1e-10,,1.0
3.3333333333333335,1e-10,,1.0
3.3777777777777778,1e-10,,1.0
3.422222222222222,1e-10,,1.0
3.466666666666667,1e-10,,1.0
3.511111111111111,1e-10,,1.0
3.5555555555555554,1e-10,,1.0
3.6,1e-10,,1.0
3.6444444444444444,1e-10,,1.0
3.688888888888889,1e-10,,1.0
3.7333333333333334,1e-10,,1.0
3.7777777777777777,1e-10,,1.0
3.8222222222222224,1e-10,,1.0
3.8666666666666667,1e-10,,1.0
3.911111111111111,1e-10,,1.0
3.9555555555555557,1e-10,,1.0
4.0,1e-10,,1.0
4.044444444444444,1e-10,,1.0
4.088888888888889,1e-10,,1.0
4.133333333333334,1e-10,,1.0
4.177777777777778,1e-10,,1.0
4.222222222222222,1e-10,,1.0
4.266666666666667,1e-10,,1.0
4.311111111111111,1e-10,,1.0
4.355555555555555,1e-10,,1.0
4.4,1e-10,,1.0
4.444444444444445,1e-10,,1.0
4.488888888888889,1e-10,,1.0
4.533333333333333,1e-10,,1.0
4.5777777777777775,1e-10,,1.0
4.622222222222222,1e-10,,1.0
4.666666666666667,1e-10,,1.0
4.711111111111111,1e-10,,1.0
4.7555555555555555,1e-10,,1.0
4.8,1e-10,,1.0
4.844444444444444,1e-10,,1.0
4.888888888888889,1e-10,,1.0
4.933333333333334,1e-10,,1.0
4.977777777777778,1e-10,,1.0
5.022222222222222,1e-10,,1.0
5.066666666666666,1e-10,,1.0
5.111111111111111,1e-10,,1.0
5.155555555555556,1e-10,,1.0
5.2,1e-10,,1.0
5.2444444444444445,1e-10,,1.0
5.288888888888889,1e-10,,1.0
5.333333333333333,1e-10,,1.0
5.377777777777778,1e-10,,1.0
5.4222222222222225,1e-10,,1.0
5.466666666666667,1e-10,,1.0
5.511111111111111,1e-10,,1.0
5.555555555555555,1e-10,,1.0
5.6,1e-10,,1.0
5.644444444444445,1e-10,,1.0
5.688888888888889,1e-10,,1.0
5.733333333333333,1e-10,,1.0
5.777777777777778,1e-10,,1.0
5.822222222222222,1e-10,,1.0
5.866666666666666,1e-10,,1.0
5.911111111111111,1e-10,,1.0
5.955555555555556,1e-10,,1.0
6.0,0.0004285714285714286,,1.0
6.044444444444444,0.0005,,1.0
6.088888888888889,0.0005,,1.0
6.133333333333334,0.0005,,1.0
6.177777777777778,0.0005769230769230769,,1.0
6.222222222222222,0.0005,,1.0
6.266666666666667,0.0005,,1.0
6.311111111111111,0.0005,,1.0
6.355555555555555,0.0005185185185185185,,1.0
6.4,0.00048,,1.0
6.444444444444445,0.0005,,1.0
6.488888888888889,0.0005161290322580645,,1.0
6.533333333333333,0.00048148148148148155,,1.0
6.5777777777777775,0.0005,,1.0
6.622222222222222,0.0005,,1.0
6.666666666666667,0.0005,,1.0
6.711111111111111,0.0005161290322580645,,1.0
6.7555555555555555,0.0005833333333333334,,1.0
6.8,0.0012307692307692308,,1.0
6.844444444444444,0.001484848484848485,,1.0
6.888888888888889,0.0015238095238095239,,1.0
6.933333333333334,0.001565217391304348,,1.0
6.977777777777778,0.0015238095238095239,,1.0
7.022222222222222,0.0014736842105263158,,1.0
7.066666666666666,0.0015,,1.0
7.111111111111111,0.0015199999999999999,,1.0
7.155555555555556,0.0014545454545454547,,1.0
7.2,0.0015263157894736842,,1.0
7.2444444444444445,0.0015454545454545456,,1.0
7.288888888888889,0.0015,,1.0
7.333333333333333,0.0015,,1.0
7.377777777777778,0.0015000000000000002,,1.0
7.4222222222222225,0.0015714285714285713,,1.0
7.466666666666667,0.002,,1.0
7.511111111111111,0.002,,1.0
7.555555555555555,0.002,,1.0
7.6,0.002,,1.0
7.644444444444445,0.002,,1.0
7.688888888888889,0.002,,1.0
7.733333333333333,0.002,,1.0
7.777777777777778,0.002,,1.0
7.822222222222222,0.002,,1.0
7.866666666666666,0.002,,1.0
7.911111111111111,0.002,,1.0
7.955555555555556,0.002,,1.0
8.0,0.002,,1.0
8.044444444444444,0.002,,1.0
8.088888888888889,0.002,,1.0
8.133333333333333,0.002,,1.0
8.177777777777777,0.002,,1.0
8.222222222222221,0.002,,1.0
8.266666666666667,0.002,,1.0
8.311111111111112,0.0023333333333333335,,1.0
8.355555555555556,0.0022500000000000003,,1.0
8.4,0.002,,1.0
8.444444444444445,0.002,,1.0
8.488888888888889,0.002,,1.0
8.533333333333333,0.002,,1.0
8.577777777777778,0.002,,1.0
8.622222222222222,0.002,,1.0
8.666666666666666,0.002,,1.0
8.71111111111111,0.002,,1.0
8.755555555555556,0.002,,1.0
8.8,0.002,,1.0
8.844444444444445,0.002,,1.0
8.88888888888889,0.002,,1.0
8.933333333333334,0.002,,1.0
8.977777777777778,0.002,,1.0
9.022222222222222,0.002,,1.0
9.066666666666666,0.002,,1.0
9.11111111111111,0.002,,1.0
9.155555555555555,0.002,,1.0
9.2,0.002,,1.0
9.244444444444444,0.002,,1.0
9.28888888888889,0.002,,1.0
9.333333333333334,0.002,,1.0
9.377777777777778,0.002,,1.0
9.422222222222222,0.002,,1.0
9.466666666666667,0.002,,1.0
9.511111111111111,0.002,,1.0
9.555555555555555,0.002,,1.0
9.6,0.0022500000000000003,,1.0
9.644444444444444,0.002,,1.0
9.688888888888888,0.002,,1.0
9.733333333333333,0.002,,1.0
9.777777777777779,0.002,,1.0
9.822222222222223,0.002,,1.0
9.866666666666667,0.0030000000000000005,,1.0
9.911111111111111,0.002,,1.0
9.955555555555556,0.002,,1.0
10.0,0.002,,1.0
10.044444444444444,0.002,,1.0
10.088888888888889,0.002,,1.0
10.133333333333333,0.002,,1.0
10.177777777777777,0.002,,1.0
10.222222222222221,0.002,,1.0
10.266666666666667,0.002,,1.0
10.311111111111112,0.002,,1.0
10.355555555555556,0.002,,1.0
10.4,0.00275,,1.0
10.444444444444445,0.002,,1.0
10.488888888888889,0.002,,1.0
10.533333333333333,0.002,,1.0
10.577777777777778,0.002,,1.0
10.622222222222222,0.002,,1.0
10.666666666666666,0.002,,1.0
10.71111111111111,0.002,,1.0
10.755555555555556,0.002,,1.0
10.8,0.002,,1.0
10.844444444444445,0.002,,1.0
10.88888888888889,0.002,,1.0
10.933333333333334,0.0023333333333333335,,1.0
10.977777777777778,0.002608695652173913,,1.0
11.022222222222222,0.0035,,1.0
11.066666666666666,0.0035,,1.0
11.11111111111111,0.0035161290322580645,,1.0
