Time,Turbidity ,Mu,Phase
0.0,-0.0004,,0.0
0.044444444444444446,1e-10,,0.0
0.08888888888888889,1e-10,,0.0
0.13333333333333333,1e-10,,0.0
0.17777777777777778,1e-10,,0.0
0.2222222222222222,1e-10,,0.0
0.26666666666666666,1e-10,,0.0
0.3111111111111111,1e-10,,0.0
0.35555555555555557,1e-10,,0.0
0.4,1e-10,,0.0
0.4444444444444444,1e-10,,0.0
0.4888888888888889,1e-10,,0.0
0.5333333333333333,1e-10,,0.0
0.5777777777777777,1e-10,,0.0
0.6222222222222222,1e-10,,0.0
0.6666666666666666,1e-10,,0.0
0.7111111111111111,1e-10,,0.0
0.7555555555555555,1e-10,,0.0
0.8,1e-10,,0.0
0.8444444444444444,1e-10,,0.0
0.8888888888888888,1e-10,,0.0
0.9333333333333333,1e-10,,0.0
0.9777777777777777,1e-10,,0.0
1.0222222222222221,1e-10,,0.0
1.0666666666666667,1e-10,,0.0
1.1111111111111112,1e-10,,0.0
1.1555555555555554,1e-10,,0.0
1.2,1e-10,,0.0
1.2444444444444445,1e-10,,0.0
1.288888888888889,1e-10,,0.0
1.3333333333333333,1e-10,,0.0
1.3777777777777778,1e-10,,0.0
1.4222222222222223,1e-10,,0.0
1.4666666666666666,1e-10,,0.0
1.511111111111111,1e-10,,0.0
1.5555555555555556,1e-10,,0.0
1.6,1e-10,,0.0
1.6444444444444444,1e-10,,0.0
1.6888888888888889,0.0005454545454545455,,0.0
1.7333333333333334,0.0005,,1.0
1.7777777777777777,0.0005,,1.0
1.8222222222222222,0.0005,,1.0
1.8666666666666667,0.0005,,1.0
1.9111111111111112,0.0005,,1.0
1.9555555555555555,0.0005,,1.0
2.0,0.0005,,1.0
2.0444444444444443,0.0005,,1.0
2.088888888888889,0.00046153846153846153,,1.0
2.1333333333333333,0.0005333333333333334,,1.0
2.1777777777777776,0.0005,,1.0
2.2222222222222223,0.0005555555555555556,,1.0
2.2666666666666666,0.0005,,1.0
2.311111111111111,0.0005,,1.0
2.3555555555555556,0.0004761904761904762,,1.0
2.4,0.0005384615384615384,,1.0
2.4444444444444446,0.0005,,1.0
2.488888888888889,0.00047058823529411766,,1.0
2.533333333333333,0.0005217391304347827,,1.0
2.577777777777778,0.0005,,1.0
2.6222222222222222,0.0005,,1.0
2.6666666666666665,0.00046666666666666666,,1.0
2.7111111111111112,0.0005294117647058824,,1.0
2.7555555555555555,0.0005,,1.0
2.8,0.0005,,1.0
2.8444444444444446,0.0005,,1.0
2.888888888888889,0.0005,,1.0
2.933333333333333,0.0005,,1.0
2.977777777777778,0.0005,,1.0
3.022222222222222,0.0005,,1.0
3.066666666666667,0.00047058823529411766,,1.0
3.111111111111111,0.0005,,1.0
3.1555555555555554,0.0005555555555555556,,1.0
3.2,0.0005555555555555556,,1.0
3.2444444444444445,0.0006000000000000001,,1.0
3.2888888888888888,0.0006666666666666666,,1.0
3.3333333333333335,0.001,,1.0
3.3777777777777778,0.00075,,1.0
3.422222222222222,0.001,,1.0
3.466666666666667,0.00075,,1.0
3.511111111111111,0.00075,,1.0
3.5555555555555554,0.0005,,1.0
3.6,0.001,,1.0
3.6444444444444444,0.001,,1.0
3.688888888888889,0.0006666666666666666,,1.0
3.7333333333333334,0.0006666666666666666,,1.0
3.7777777777777777,0.001,,1.0
3.8222222222222224,0.00075,,1.0
3.8666666666666667,0.001,,1.0
3.911111111111111,0.0006000000000000001,,1.0
3.9555555555555557,0.0006000000000000001,,1.0
4.0,0.001,,1.0
4.044444444444444,0.001,,1.0
4.088888888888889,0.0006666666666666666,,1.0
4.133333333333334,0.0006000000000000001,,1.0
4.177777777777778,0.001,,1.0
4.222222222222222,0.0006666666666666666,,1.0
4.266666666666667,0.001,,1.0
4.311111111111111,0.00075,,1.0
4.355555555555555,0.001,,1.0
4.4,0.00075,,1.0
4.444444444444445,0.0006666666666666666,,1.0
4.488888888888889,0.001,,1.0
4.533333333333333,0.0006000000000000001,,1.0
4.5777777777777775,0.0005,,1.0
4.622222222222222,0.001,,1.0
4.666666666666667,0.0005,,1.0
4.711111111111111,0.001,,1.0
4.7555555555555555,0.001,,1.0
4.8,0.00075,,1.0
4.844444444444444,0.0006666666666666666,,1.0
4.888888888888889,0.001,,1.0
4.933333333333334,0.001,,1.0
4.977777777777778,0.001,,1.0
5.022222222222222,0.001,,1.0
5.066666666666666,0.001,,1.0
5.111111111111111,0.001,,1.0
5.155555555555556,0.001,,1.0
5.2,0.001,,1.0
5.2444444444444445,0.001,,1.0
5.288888888888889,0.001,,1.0
5.333333333333333,0.001,,1.0
5.377777777777778,0.001,,1.0
5.4222222222222225,0.001,,1.0
5.466666666666667,0.001,,1.0
5.511111111111111,0.001,,1.0
5.555555555555555,0.001,,1.0
5.6,0.001,,1.0
5.644444444444445,0.001,,1.0
5.688888888888889,0.001,,1.0
5.733333333333333,0.001,,1.0
5.777777777777778,0.0006666666666666666,,1.0
5.822222222222222,0.001,,1.0
5.866666666666666,0.001,,1.0
5.911111111111111,0.001,,1.0
5.955555555555556,0.001,,1.0
6.0,0.001,,1.0
6.044444444444444,0.001,,1.0
6.088888888888889,0.001,,1.0
6.133333333333334,0.001,,1.0
6.177777777777778,0.001,,1.0
6.222222222222222,0.001,,1.0
6.266666666666667,0.001,,1.0
6.311111111111111,0.001,,1.0
6.355555555555555,0.001,,1.0
6.4,0.001,,1.0
6.444444444444445,0.001,,1.0
6.488888888888889,0.001,,1.0
6.533333333333333,0.001,,1.0
6.5777777777777775,0.001,,1.0
6.622222222222222,0.001,,1.0
6.666666666666667,0.001,,1.0
6.711111111111111,0.001,,1.0
6.7555555555555555,0.001,,1.0
6.8,0.001,,1.0
6.844444444444444,0.001,,1.0
6.888888888888889,0.001,,1.0
6.933333333333334,0.001,,1.0
6.977777777777778,0.001,,1.0
7.022222222222222,0.001,,1.0
7.066666666666666,0.001,,1.0
7.111111111111111,0.001,,1.0
7.155555555555556,0.001,,1.0
7.2,0.001,,1.0
7.2444444444444445,0.001,,1.0
7.288888888888889,0.001,,1.0
7.333333333333333,0.001,,1.0
7.377777777777778,0.0015454545454545456,,1.0
7.4222222222222225,0.0015,,1.0
7.466666666666667,0.0016,,1.0
7.511111111111111,0.0016666666666666668,,1.0
7.555555555555555,0.00175,,1.0
7.6,0.0018333333333333333,,1.0
7.644444444444445,0.0018333333333333333,,1.0
7.688888888888889,0.002,,1.0
7.733333333333333,0.002,,1.0
7.777777777777778,0.002,,1.0
7.822222222222222,0.0016666666666666668,,1.0
7.866666666666666,0.0022500000000000003,,1.0
7.911111111111111,0.0023333333333333335,,1.0
7.955555555555556,0.0025,,1.0
8.0,0.002875,,1.0
8.044444444444444,0.003,,1.0
8.088888888888889,0.0026000000000000003,,1.0
8.133333333333333,0.0033333333333333335,,1.0
8.177777777777777,0.003,,1.0
8.222222222222221,0.0033333333333333335,,1.0
8.266666666666667,0.0033333333333333335,,1.0
8.311111111111112,0.0032500000000000003,,1.0
8.355555555555556,0.003,,1.0
8.4,0.003,,1.0
8.444444444444445,0.0033333333333333335,,1.0
8.488888888888889,0.003,,1.0
8.533333333333333,0.003461538461538461,,1.0
8.577777777777778,0.004272727272727273,,1.0
8.622222222222222,0.0045,,1.0
8.666666666666666,0.004357142857142857,,1.0
8.71111111111111,0.0045,,1.0
8.755555555555556,0.0045000000000000005,,1.0
8.8,0.0044444444444444444,,1.0
8.844444444444445,0.0045000000000000005,,1.0
8.88888888888889,0.004523809523809524,,1.0
8.933333333333334,0.0044800000000000005,,1.0
8.977777777777778,0.00452,,1.0
9.022222222222222,0.004846153846153846,,1.0
9.066666666666666,0.0055,,1.0
9.11111111111111,0.005409090909090909,,1.0
9.155555555555555,0.005333333333333333,,1.0
9.2,0.005470588235294118,,1.0
9.244444444444444,0.005518518518518518,,1.0
9.28888888888889,0.0055,,1.0
9.333333333333334,0.0055,,1.0
9.377777777777778,0.0054761904761904765,,1.0
9.422222222222222,0.0055294117647058825,,1.0
9.466666666666667,0.00575,,1.0
9.511111111111111,0.0065,,1.0
9.555555555555555,0.006500000000000001,,1.0
9.6,0.006500000000000001,,1.0
9.644444444444444,0.006500000000000001,,1.0
9.688888888888888,0.006538461538461539,,1.0
9.733333333333333,0.006478260869565217,,1.0
9.777777777777779,0.006571428571428571,,1.0
9.822222222222223,0.006481481481481482,,1.0
9.866666666666667,0.006521739130434782,,1.0
9.911111111111111,0.0066,,1.0
9.955555555555556,0.007333333333333333,,1.0
10.0,0.006666666666666667,,1.0
10.044444444444444,0.006727272727272727,,1.0
