Time,Turbidity ,Mu,Phase
0.0,0.04865217391304348,,0.0
0.044444444444444446,0.005111111111111111,,0.0
0.08888888888888889,0.00075,,0.0
0.13333333333333333,0.001,,0.0
0.17777777777777778,0.00046666666666666666,,0.0
0.2222222222222222,0.0005185185185185185,,0.0
0.26666666666666666,0.0015263157894736842,,0.0
0.3111111111111111,0.0015000000000000002,,0.0
0.35555555555555557,0.0015,,0.0
0.4,0.0014761904761904762,,0.0
0.4444444444444444,0.002,,0.0
0.4888888888888889,0.002,,0.0
0.5333333333333333,0.002,,0.0
0.5777777777777777,0.002,,0.0
0.6222222222222222,0.002,,0.0
0.6666666666666666,0.0028,,0.0
0.7111111111111111,0.002,,0.0
0.7555555555555555,0.002,,0.0
0.8,0.002,,0.0
0.8444444444444444,0.002,,0.0
0.8888888888888888,0.002,,0.0
0.9333333333333333,0.002,,0.0
0.9777777777777777,0.002,,0.0
1.0222222222222221,0.002,,0.0
1.0666666666666667,0.002,,0.0
1.1111111111111112,0.002,,0.0
1.1555555555555554,0.002,,0.0
1.2,0.002,,0.0
1.2444444444444445,0.002,,0.0
1.288888888888889,0.002,,0.0
1.3333333333333333,0.002,,0.0
1.3777777777777778,0.0022500000000000003,,0.0
1.4222222222222223,0.002,,0.0
1.4666666666666666,0.0023333333333333335,,0.0
1.511111111111111,0.002,,0.0
1.5555555555555556,0.002,,0.0
1.6,0.002,,0.0
1.6444444444444444,0.0023333333333333335,,0.0
1.6888888888888889,0.002,,0.0
1.7333333333333334,0.00175,,0.0
1.7777777777777777,0.002,,0.0
1.8222222222222222,0.002,,0.0
1.8666666666666667,0.002,,0.0
1.9111111111111112,0.002,,0.0
1.9555555555555555,0.0023333333333333335,,0.0
2.0,0.002,,0.0
2.0444444444444443,0.002,,0.0
2.088888888888889,0.002,,0.0
2.1333333333333333,0.002,,0.0
2.1777777777777776,0.002,,0.0
2.2222222222222223,0.002,,0.0
2.2666666666666666,0.002,,0.0
2.311111111111111,0.0024000000000000002,,0.0
2.3555555555555556,0.0023333333333333335,,0.0
2.4,0.00175,,0.0
2.4444444444444446,0.002,,0.0
2.488888888888889,0.002,,0.0
2.533333333333333,0.002,,0.0
2.577777777777778,0.0022500000000000003,,0.0
2.6222222222222222,0.002,,0.0
2.6666666666666665,0.0016666666666666668,,0.0
2.7111111111111112,0.002,,0.0
2.7555555555555555,0.0025,,0.0
2.8,0.0022500000000000003,,0.0
2.8444444444444446,0.0023333333333333335,,0.0
2.888888888888889,0.002,,0.0
2.933333333333333,0.002,,0.0
2.977777777777778,0.0016666666666666668,,0.0
3.022222222222222,0.002,,0.0
3.066666666666667,0.002,,0.0
3.111111111111111,0.0022500000000000003,,0.0
3.1555555555555554,0.002,,0.0
3.2,0.002,,0.0
3.2444444444444445,0.002,,0.0
3.2888888888888888,0.002,,0.0
3.3333333333333335,0.002,,0.0
3.3777777777777778,0.002,,0.0
3.422222222222222,0.0016666666666666668,,0.0
3.466666666666667,0.002,,0.0
3.511111111111111,0.002,,0.0
3.5555555555555554,0.002,,0.0
3.6,0.002,,0.0
3.6444444444444444,0.002,,0.0
3.688888888888889,0.002,,0.0
3.7333333333333334,0.002,,0.0
3.7777777777777777,0.01,,0.0
3.8222222222222224,0.0023333333333333335,,0.0
3.8666666666666667,0.002,,0.0
3.911111111111111,0.002,,0.0
3.9555555555555557,0.002,,0.0
