Time,M0,M1,M2,M3,M4,M5,M6,M7
6.783669444,0.043881607,-0.100963745,0.083601811,-0.041970851,0.102464614,0.121664617,0.040711322,0.056689212
6.811480556,0.038784439,-0.09490878,0.0691751,-0.028239127,0.063604382,0.156653915,0.043231415,0.056850971
6.839283333,0.040276976,-0.12911516,0.072947362,-0.089631185,0.066805866,0.116662933,0.046444145,0.029047743
6.867094444,0.040197644,-0.103467202,0.051910078,-0.019498778,0.048599597,0.14456132,0.037567904,0.009349395
6.894902778,0.032922761,-0.106360783,0.084262371,-0.028886026,0.023701482,0.120647401,0.087359427,0.011401572
6.922711111,0.069682905,-0.126033906,0.076188962,-0.024846133,-0.029625935,0.147358345,0.086302437,0.006504538
6.950522222,0.053213742,-0.12295959,0.081975804,-0.012578359,0.042229074,0.069349167,0.096204051,0.044962606
6.978330556,0.056641088,-0.12786951,0.058092352,-0.016030669,0.056716379,0.06414235,0.057400403,0.028344071
7.006119444,0.064857902,-0.122113901,0.063743662,-0.047223855,0.070200705,0.089863685,0.099831648,0.056521052
7.033927778,0.070801267,-0.119961248,0.070166281,-0.031624063,0.04737207,0.150216565,0.076383893,0.010341358
7.061733333,0.047364901,-0.127434477,0.119040759,-0.05883586,0.017065651,0.063401027,0.059028447,0.038650858
7.089541667,0.073861043,-0.098233467,0.069041647,-0.049856912,0.044544068,0.076644365,0.046636277,0.046777529
7.117352778,0.045054714,-0.117644834,0.099877092,-0.040864294,0.047742949,0.144330314,0.081093289,0.05400041
7.145147222,0.070937179,-0.106847391,0.074981012,-0.026702432,0.023376176,0.166183224,0.038364426,0.022172822
7.172961111,0.046917916,-0.120829377,0.084173461,-0.022253636,0.061367135,0.065529018,0.067458944,0.053733945
7.200772222,0.077267098,-0.114062831,0.065335364,-0.020064841,0.064944975,0.118195168,0.079981939,0.035575279
7.228583333,0.066564112,-0.128779334,0.0849959,0.002039347,0.034941276,0.134860147,0.133739262,0.025003452
7.256394444,0.073801441,-0.123769562,0.067603745,-0.0142439,0.024348361,0.112971427,0.075667347,0.013430391
7.284194444,0.073546745,-0.122533494,0.094038303,-0.030333225,0.018123756,0.178024548,0.090045322,0.033752108
7.311997222,0.077086302,-0.11246395,0.083450634,-0.04134761,0.041322069,0.207264701,0.020776334,0.047642011
7.339791667,0.071666052,-0.1203911,0.09291981,-0.014995168,0.050121686,0.024391424,0.044332624,0.044155694
7.367580556,0.029198776,-0.123875596,0.071981732,-0.068364797,0.042411833,0.057876474,0.107456556,0.041720668
7.395372222,0.067104256,-0.096541324,0.062586388,-0.084577785,0.064338378,0.190452183,0.082878419,0.022013924
7.423158333,0.072512405,-0.122138531,0.110914224,-0.069119196,0.021061347,0.088454179,0.125279197,0.056356963
7.450961111,0.072134082,-0.115891168,0.266263341,-0.019322466,-0.052579664,0.084406605,0.155078838,0.037448787
7.478761111,0.072299054,-0.116726986,0.139236144,-0.090118919,-0.0226672,0.103509592,0.094150642,0.015414655
7.506569444,0.040985009,-0.102866981,0.146197533,-0.03124296,-0.036669058,0.13306507,0.071064648,0.047487967
7.534377778,0.073161606,-0.107038361,0.124768667,-0.057111614,-0.034376094,0.091880799,0.097370727,0.038669774
7.562180556,0.071018347,-0.124683914,0.074120412,-0.019407861,-0.027805769,0.116858236,0.150698684,-0.006388789
7.589969444,0.072737087,-0.093190232,0.152486663,-0.009488973,-0.002648704,0.12931239,0.052132424,0.006250081
7.617763889,0.06083768,-0.122049336,0.218700616,-0.012554501,0.025277669,0.084754042,0.047839929,0.018479596
7.645555556,0.06199974,-0.120148181,0.439796267,-0.005833628,0.010821807,0.13828752,0.142240031,0.006340373
7.673347222,0.072619004,-0.11633082,0.723921256,-0.026048576,-0.000584574,0.072046302,0.076070456,0.026801104
7.701152778,0.075378597,-0.094659852,0.199928111,-0.029976257,-0.006650503,0.119587991,0.072427497,0.128346163
7.728961111,0.043381651,-0.114081959,0.257079134,-0.022618979,0.084952873,0.156492843,0.183164389,0.098851013
7.756772222,0.057082698,-0.094295704,0.030133104,-0.054255473,0.058044575,0.101083914,0.148187949,-0.003257533
7.784563889,0.038797903,-0.113602486,0.587807542,-0.047792623,0.081691169,0.196879887,0.023732292,-0.000776445
7.812355556,0.045162302,-0.123167435,0.08074711,-0.01816041,-0.014067256,0.093652706,0.163979681,-0.005457039
7.840155556,0.039724989,-0.114425167,0.083873389,-0.076350206,0.003993316,0.273362539,-0.040389084,0.02837499
7.867963889,0.074909473,-0.118204433,-0.003374194,-0.092230301,-0.002871881,0.169829696,0.074706739,0.03097006
7.895766667,0.074441764,-0.101373398,0.094526617,-0.023831172,0.025339197,0.125236743,0.303963238,0.088918343
7.923566667,0.06257504,-0.112279445,0.086920926,-0.056711772,0.030443596,0.27061846,0.158446342,0.019849085
7.951369444,0.035424677,-0.122181157,0.033328713,-0.020455533,0.031325451,0.054445551,-0.064700779,0.02670572
7.979155556,0.05146348,-0.118937074,0.051199757,-0.033213007,0.036439853,0.177866248,0.09190633,0.072904736
8.006966667,0.044564653,-0.111917545,0.080540566,-0.030898677,0.042734177,0.229963352,0.229715049,0.01665973
8.034777778,0.075376559,-0.121725482,0.098572707,-0.090622864,-0.004347942,0.100221915,0.101436883,-0.003734323
8.062566667,0.076367644,-0.107454472,0.074204619,-0.052308423,-0.016019914,0.088656341,0.139598446,0.047142299
8.090355556,0.069262852,-0.116670922,0.102724678,-0.037804102,-0.001603825,0.043966217,0.113363287,0.048681297
8.118141667,0.046842618,-0.110541009,0.085808839,-0.018238598,0.00159266,0.016112153,0.052986647,0.017155611
8.145944444,0.064203636,-0.115856447,0.062475651,-0.018240937,0.071888336,0.081233036,0.089285577,0.014536983
8.173752778,0.075804295,-0.098590563,0.077567822,-0.035892773,0.084270857,0.055086194,0.074255318,0.016777663
8.201561111,0.068618764,-0.09942765,0.080620132,-0.016790759,0.07397435,0.19360461,0.069081342,0.10544894
8.229369444,0.076519269,-0.110449492,0.091223106,-0.035464652,0.082097816,0.216782991,0.331144222,0.025302773
8.257172222,0.076450707,-0.103063906,0.000899846,-0.021674822,0.03876675,0.199317635,0.294567719,-0.020308299
8.284983333,0.057875797,-0.107012765,0.084165309,-0.030304929,0.108354776,0.011218126,0.154095829,0.080377091
8.312794444,0.072040164,-0.101198383,0.096579496,0.050486016,0.047967875,0.190545657,-0.071947335,0.038855516
8.3406,0.071533457,-0.109817599,0.070030191,-0.084436326,0.040483454,0.091379714,0.094391557,0.01274777
8.368405556,0.058772818,-0.106552194,0.066351526,-0.040388563,0.072444635,0.17458273,0.100913642,0.026409385
8.396202778,0.032685044,-0.112841818,0.178494514,-0.068545026,0.071310134,0.173716814,0.111932664,0.042807403
8.424013889,0.043538909,-0.108848406,0.090989109,-0.039976033,0.073960429,0.151137375,-0.128264612,0.015606439
8.451827778,0.059733775,-0.090571604,0.010701248,-0.046973548,0.052395886,0.114914172,0.087325771,0.057500833
8.479625,0.027870951,-0.111463229,0.214236195,-0.015468937,0.037423627,0.110391273,0.147442046,0.141444624
8.507433333,0.032917121,-0.098531768,0.060282988,-0.014909192,0.019002439,0.190361274,0.0971365,0.149097049
8.535244444,0.040757401,-0.109134019,0.130665689,-0.065638011,-0.020853845,0.169516106,0.09472311,0.333291009
8.563055556,0.031278162,-0.11379871,0.759383998,-0.016111701,0.028719956,0.167572628,0.26824882,0.109309679
8.590855556,0.035476627,-0.101546719,0.046302768,-0.027526621,0.063770416,0.106260289,0.113012541,0.009504261
8.618655556,0.072799651,-0.107031818,0.068216562,-0.033796302,0.090248616,0.138171619,0.103665427,0.056571944
8.646463889,0.028625102,-0.099154066,0.195519037,-0.011044181,0.02803364,0.099151315,0.216783312,0.045194812
8.674275,0.028417993,-0.108171484,0.024119384,-0.019530795,0.007918049,0.088532319,0.060348855,0.020610788
8.702066667,0.033928591,-0.102920939,0.20545905,-0.052603815,0.044171122,0.114788492,0.031603487,0.022458105
8.729877778,0.035436345,-0.100294412,0.061149429,-0.033151133,0.003599186,0.107376374,0.104378191,0.012528306
8.757683333,0.032713966,-0.092094705,0.137393009,-0.03354052,0.089999003,-0.088540827,0.077794843,0.029584833
8.785472222,0.026374041,-0.104273771,0.141380097,-0.051444103,0.096890894,0.274450725,0.130666519,-0.00841788
8.813263889,0.041964302,-0.109801959,0.112715158,-0.024022407,0.0202987,0.280504405,0.074146123,0.079664386
8.841069444,0.026439353,-0.106804069,0.120306716,-0.035241379,0.058637072,0.131456864,0.324214788,0.057844802
8.868877778,0.039357226,-0.100637857,0.054224417,-0.048647185,0.064396868,0.156585419,0.105365864,-0.069310314
8.896677778,0.033125542,-0.092926788,0.095302033,0.04809093,0.026057453,0.059508713,0.132966038,0.02607757
8.924469444,0.073503754,-0.104464262,-0.037349496,-0.027542778,0.008380344,0.254806094,0.109670639,0.035625273
8.952269444,0.036555824,-0.103802887,0.076828767,-0.028188025,0.123647933,0.203814588,0.073294915,0.047656757
8.980069444,0.034065901,-0.098735952,0.062509987,-0.030170188,0.010733429,0.162688651,0.123849002,0.046532327
9.007861111,0.067917638,-0.103650724,0.073131787,-0.029916689,0.018624912,0.191308044,0.150573739,0.054306995
9.035663889,0.04797643,-0.10291278,0.074101087,-0.026526083,0.029462772,0.104809657,0.068392692,0.025452894
9.063466667,0.030290458,-0.112961269,0.071729783,-0.01797958,0.095592454,0.105470087,0.323707111,0.051978271
9.091275,0.040269659,-0.102035156,0.084083837,-0.079570317,0.051046642,0.163979712,-0.055797317,0.054015893
9.119086111,0.05837439,-0.105858153,0.06505533,-0.007729182,0.011012645,0.059845098,0.147099774,0.024759326
9.146888889,0.060480677,-0.106701156,0.084678767,-0.063047748,0.027316582,0.128545301,0.035828282,0.02855327
9.174683333,0.057918032,-0.116670667,0.074580439,-0.049945304,0.038805892,0.073513819,0.098081518,0.055098937
9.202486111,0.048789295,-0.085688308,0.073579566,-0.054549022,0.043356142,0.117249758,0.017743039,0.074793741
9.230272222,0.071656332,-0.085945836,0.059964381,0.054937115,0.071818553,0.067220429,0.118372067,0.013688866
9.258069444,0.073327486,-0.104121649,0.047280144,-0.00089652,0.052357781,0.099523455,0.03462574,0.005089936
9.285877778,0.049053051,-0.087558469,0.056778529,-0.052494239,0.028346998,0.105042456,0.360047407,0.084576997
9.313686111,0.052856014,-0.088959583,0.070638004,0.047452806,0.015223945,0.115235799,0.1859319,0.009144742
9.341497222,0.027513564,-0.084651837,0.051234204,-0.036385642,0.040875088,0.100837045,0.091796459,0.066479673
9.369286111,0.046064025,-0.095374096,0.052767009,-0.064696771,0.003255941,0.137944648,0.138937515,0.032281593
9.397097222,0.070197001,-0.090524584,0.06974977,-0.044212933,-0.01778504,0.123194292,0.171744369,0.096579211
9.424905556,0.044220795,-0.100035199,0.097518981,0.023718954,0.026513317,0.141261324,0.071292979,0.02762642
9.452705556,0.069765315,-0.109372669,0.053158043,-0.047416029,0.060043135,0.088105658,0.182476258,0.032676005
9.480502778,0.0559624,-0.099316917,0.044154842,-0.033946764,0.074368799,0.083398576,0.176383365,0.031607407
9.508308333,0.024169476,-0.109124445,0.089097013,-0.017835952,0.02746075,0.118010383,0.112182834,0.039547833
9.5361,0.03767622,-0.102027612,0.106188982,-0.014847778,0.012194996,0.08088196,0.07795247,0.09263811
9.563908333,0.03088794,-0.099833447,0.116101063,-0.032582088,0.067353281,0.126462811,0.08260703,0.06559928
9.591711111,0.042117066,-0.09231783,0.07103197,-0.031513437,0.018857449,0.195348261,0.139045646,0.086212172
9.619522222,0.071241797,-0.095591398,0.085457194,-0.04002415,0.023354532,0.171205124,0.103246326,0.016861849
9.647319444,0.066356541,-0.093909687,0.033961391,-0.005078285,0.039962054,0.119745197,0.075690244,0.048330759
9.675111111,0.065791828,-0.10080397,0.025399866,0.009557709,0.005977317,0.191028981,0.10356214,0.044029703
9.7029,0.053673741,-0.108755168,0.186055599,-0.012961602,0.034797165,0.11855282,0.082475913,0.054647017
9.730691667,0.069035329,-0.092222558,-0.062692605,-0.003561295,0.023310833,0.162231123,0.092671478,0.034623514
9.758483333,0.059886483,-0.08938636,-0.051066583,-0.013042638,0.01554417,0.189562954,0.059778612,0.032819739
9.786297222,0.041320611,-0.106422341,-0.213591534,-0.045827416,0.02766305,0.18075778,0.196694909,0.029207248
9.814091667,0.065333969,-0.096755509,0.559514923,-0.022773464,0.037719407,0.190822728,0.139954642,0.084647753
9.841880556,0.042574146,-0.095729257,0.054150868,-0.038910746,0.027422714,0.189882699,0.092613373,0.055297438
9.869683333,0.05889925,-0.095988531,0.034307759,-0.018567108,0.065126366,0.150766382,0.094796398,0.045884999
9.897475,0.060725248,-0.090351503,0.062888651,-0.015840529,0.074310239,1.73E-01,0.102896178,0.073070325
9.925269444,0.064150239,-0.092625905,0.075007313,-0.006817436,0.063516759,0.163793228,0.099005784,0.050424998
9.953061111,0.062123632,-0.099151731,0.062544148,-0.041857966,0.064448642,0.157954606,0.226113137,0.081018955
9.980861111,0.062219162,-0.095421759,0.053152502,-0.038682665,0.057102201,0.136741913,0.152788674,0.055413526
10.00865278,0.059158264,-0.098055384,0.093881704,-0.019032879,0.069073831,0.166171233,0.043466203,0.049894417
10.03645,0.047106309,-0.092048132,0.068099182,-0.030529016,0.040850237,0.169426501,0.166044934,0.05772211
10.06426111,0.058711358,-0.095811839,0.073374448,-0.020676647,0.043050582,0.147279849,0.118155134,0.107136295
10.09205,0.059454506,-0.090396105,0.0654132,-0.021392798,0.053846829,0.133732736,0.161686559,0.0549115
10.11986111,0.025973098,-0.094145054,0.071756554,-0.066269027,0.023699784,0.17239547,0.082077949,0.071874906
10.14765833,0.031343134,-0.094541786,0.063145248,-0.026671917,0.02965011,0.159909276,0.126484423,0.024815416
10.17544722,0.055137044,-0.084144281,0.095375724,-0.041564087,0.032152636,0.191095165,0.089326913,0.044142609
10.20323889,0.031608954,-0.096720813,0.070444015,-0.063476025,0.051313218,0.171824132,0.144240015,0.057145389
10.23103333,0.058595867,-0.084428738,0.086635446,-0.023637585,0.068234485,0.141606157,-0.015641013,0.09644544
10.25883611,0.060002931,-0.090830496,0.090965991,-0.006906169,0.057093183,0.212488877,0.093098871,0.054654457
10.28664722,0.04147036,-0.089534836,0.111142017,0.002258134,0.032539598,0.167786282,0.111428971,0.031424401
10.31445,0.055283193,-0.082341575,0.083952073,-0.041635592,0.04069337,0.167798771,0.087848555,0.043804602
10.34225833,0.061237733,-0.096867548,0.083734948,-0.010557919,0.067103509,0.082853984,0.063767176,0.057805417
10.37005833,0.052585637,-0.094542731,0.083190028,-0.066566967,0.055906361,0.170287219,0.17301068,0.066558828
10.39785556,0.039824967,-0.087504859,0.094014294,0.029933723,0.058310973,0.168934022,0.073763831,0.062627076
10.42566389,0.057626494,-0.082677367,0.079951238,-0.03124274,0.051079345,0.136766689,0.083230779,0.085742956
10.45347222,0.043408487,-0.084586124,0.067465968,-0.053742141,0.063051323,0.130560892,0.090004415,0.051842241
10.48128056,0.049312236,-0.098000917,0.081771343,-0.021442934,0.085040414,0.134078857,0.024761746,0.047370564
10.50908333,0.058917909,-0.084653947,0.090431815,-0.009120238,0.076009335,0.122952909,0.122121257,0.036983987
10.53688611,0.047382861,-0.081004451,0.581721009,0.011928776,0.055981148,0.100687431,0.139814769,0.038597217
10.56469444,0.052238163,-0.105482914,0.091727938,0.00741604,0.085038764,0.10604503,0.177827152,0.095867067
10.59249444,0.051460323,-0.107472731,0.005126536,-0.01361693,0.089289954,0.115750295,0.152693056,0.065836845
10.62028611,0.023166939,-0.087879447,0.030344411,-0.046281942,0.081864594,0.128429483,0.323345071,0.092619306
10.64807222,0.055870781,-0.091132889,0.203226747,0.049062716,0.062190214,0.142774661,0.100168524,0.011049761
10.67588056,0.055455907,-0.080393876,-0.004401147,-0.024067126,0.063514051,0.123478722,0.191363712,0.082016253
10.703675,0.043694558,-0.085678338,0.092287177,0.053236118,0.091689661,0.168027935,0.024376649,0.078022221
10.73146389,0.048946318,-0.085292925,0.027594288,-0.003033412,0.083942467,0.125799117,0.085816312,0.053561088
10.75927222,0.054665994,-0.087909224,0.055394134,-0.034842017,0.098865554,0.12425879,0.029133672,0.090883444
10.78706111,0.043923924,-0.086373651,0.067859408,-0.006727812,0.083372243,0.170629184,0.157825566,0.072106126
10.81485278,0.038295254,-0.088786366,0.049331868,0.003973083,0.062239444,0.154774671,0.147650194,0.088971124
10.84265556,0.043370145,-0.081708512,0.058141061,0.007564506,0.059083945,0.152744502,0.05446861,0.049701569
10.87046389,0.057612517,-0.079868795,0.07084579,0.003684241,0.073026102,0.161203329,0.221116881,0.094967491
10.89827222,0.059282579,-0.081166566,0.078828408,-0.059282801,0.066812113,0.166105193,0.143435915,0.041705073
10.92608056,0.050354706,-0.098613245,0.092689158,0.00669075,0.07870968,0.154313077,0.099336106,0.098616375
10.95389167,0.055394221,-0.093695476,0.24391943,-0.023409361,0.091655853,0.19521462,0.152418787,0.016043974
10.98169722,0.053117312,-0.077214248,0.087361392,-0.048319192,0.057289071,0.134525079,-0.004825469,0.046415396
11.00948333,0.059372188,-0.069983529,0.072961023,-0.051374347,0.061555078,0.158313827,0.007613642,0.053201644
11.03728611,0.058253954,-0.079697278,0.160500648,0.005522896,0.044855446,0.165406769,0.07993479,0.03094352
11.06508056,0.03985404,-0.078845009,0.120371227,-0.001324737,0.066429672,0.122276527,0.017286706,0.056247153
11.09288333,0.060729563,-0.080927675,-0.259685825,-0.01961095,0.081902902,0.131081261,0.067247665,0.101450794
11.12068611,0.057745792,-0.085339792,0.031100321,0.006659559,0.052746437,0.126275513,0.195558592,0.110194304
11.14848611,0.043682128,-0.078060514,0.061398295,-0.030625322,0.027528657,0.116933514,0.070667572,0.026255871
11.17629444,0.060944873,-0.081642154,0.104140245,-0.02923187,0.067239243,0.212100506,0.002285619,0.023998315
11.2041,0.058513762,-0.077407466,0.077312469,-0.022928945,0.082781557,0.16554767,0.073186281,-0.029018169
11.23188889,0.058785189,-0.078294359,0.090662209,-0.029215354,0.07983633,0.141406077,0.063887698,-0.049776389
11.25969722,0.059989969,-0.074655137,0.064492632,-0.033689229,0.069522958,0.166358211,0.104678809,-0.012042332
11.28750833,0.042169713,-0.070447457,0.104030111,-0.022214281,0.082576981,0.188056207,0.320022455,0.008155806
11.3153,0.060900871,-0.082736468,0.102059056,-0.012156202,0.077208085,0.133482457,0.190610767,0.29318442
11.34310278,0.045378773,-0.079768443,0.074978012,0.052121118,0.08303631,0.16013754,0.028181102,0.283643339
11.37089444,0.043296056,-0.067734364,0.11700716,0.003366504,0.068220376,0.171354577,0.287256906,0.188315642
11.39870556,0.061850259,-0.082213998,0.11537187,-0.003646308,0.091390774,0.127608167,0.099305571,0.092065781
11.42650833,0.061438498,-0.076565471,0.197955593,-0.068897012,0.06943595,0.166856838,0.125942422,0.047667962
11.4543,0.049518112,-0.072355594,0.214118339,-0.030339603,0.086085779,0.142757033,0.045543834,0.044451241
11.48209444,0.060016707,-0.080798948,0.192275373,0.002311061,0.064210403,0.131299972,0.165319517,0.092463374
11.50988611,0.055966631,-0.077897573,0.105338153,-0.054059387,0.061972436,0.171287988,0.065209554,0.014805469
11.53768889,0.024798788,-0.0768998,-0.104765096,0.009398841,0.058793622,0.189485897,0.114514217,0.083167832
11.5655,0.058009842,-0.066876519,0.193356489,-0.015991653,0.062656075,0.146847593,0.047369617,0.090403321
11.59328611,0.060362887,-0.081189625,0.390293092,-0.032364483,0.06174196,0.166147529,0.165049463,0.008995593
11.62108889,0.042142668,-0.076195315,-0.026631001,-0.000182734,0.06634652,0.168235209,0.033457791,0.020149092
11.64889444,0.036104861,-0.08875483,0.079209273,-4.72E-06,0.076400907,0.106188784,0.083651775,0.080046313
11.6767,0.061011128,-0.070198535,0.121099547,0.000940307,0.064030201,0.137152445,0.111084387,0.055678666
11.70450556,0.054456627,-0.082080881,0.122101185,0.077842512,0.071082059,0.109187589,0.064889643,0.02979941
11.7323,0.048571114,-0.070897332,0.098790311,0.019401806,0.090421462,0.161219218,0.100104919,0.068446857
11.76011111,0.05865773,-0.068046886,0.047311795,-0.011085326,0.077394686,0.162743934,0.147028258,0.096528226
11.78791944,0.060374923,-0.071728726,0.14162059,0.084291125,0.08562752,0.129009295,0.044901591,0.059691089
11.81572222,0.054712565,-0.067467823,0.104963631,-0.020031227,0.079919187,0.086299962,0.126375003,0.066594763
11.84352222,0.061727511,-0.072679008,0.094840773,-0.021590146,0.088432526,0.172560427,0.042401761,0.041284611
11.87131944,0.063412537,-0.094555231,0.152915482,0.025477918,0.074516515,0.076895509,0.0821038,0.040356123
11.89913056,0.063589472,-0.070772425,0.093523985,-0.016615061,0.057943216,0.115907846,0.007102365,0.077903799
11.92693056,0.062949572,-0.067771213,0.075899718,-0.014267958,0.055487148,0.134858729,0.052364693,0.038575436
11.95471944,0.063377071,-0.061794953,0.090563039,0.030817909,0.07903731,0.146363272,0.165003536,0.061294914
11.98250556,0.064359777,-0.071166347,0.087262341,-0.048384346,0.093164992,0.144509829,0.049117476,0.069132757
12.01031667,0.06416329,-0.080465771,0.086683423,0.022389475,0.070692069,0.098654526,0.075253394,0.060171538
12.03810278,0.064314602,-0.05679903,0.117638175,0.01823861,0.068184149,0.150832202,0.052380148,0.085221507
12.06591389,0.059866872,-0.0868598,0.16278661,0.002499518,0.079725427,0.098914256,0.128352277,0.082822327
12.09370556,0.063829493,-0.065252799,0.078401864,-0.007520022,0.075733475,0.114719538,0.083880342,0.114542814
12.1215,0.056668234,-0.091446937,0.062071505,-0.013979345,0.068917579,0.151035472,0.148786309,0.033624285
12.14929167,0.048945218,-0.072962758,0.173572581,0.001297341,0.072245094,0.149349897,0.084099424,0.050931007
12.17709167,0.050498773,-0.084336899,0.10996916,-0.002288082,0.102888441,0.160626437,0.065300349,0.04514301
12.20488333,0.05055972,-0.062055068,0.463920114,0.02307078,0.067166776,0.167113748,0.053456734,0.076399936
12.23268611,0.045534125,-0.064346916,0.098122048,0.025445873,0.067086966,0.15953896,0.062459243,0.058975222
12.260475,0.055688903,-0.064704252,0.153063949,-0.024335081,0.076384999,0.168110802,0.066396555,0.053966257
12.28827222,0.051848388,-0.071615377,0.113032638,-0.015998379,0.083363675,0.142584546,0.040427182,0.108244059
12.31608056,0.055644363,-0.091350119,0.017737511,-0.002563841,0.10037619,0.125577648,0.057571102,0.134354112
12.343875,0.05443349,-0.067401737,0.152461194,0.001320348,0.075322885,0.191947429,0.067403676,0.032720055
12.37166667,0.046911646,-0.063055249,0.126458144,0.014070209,0.075493418,0.13992478,0.086110277,0.044113309
12.39946389,0.050984535,-0.065707444,0.092671442,-0.018394993,0.08146565,0.219696784,0.034188313,0.070497828
12.427275,0.051083051,-0.058968074,0.08735386,-0.041348605,0.084221401,0.169222565,0.037756993,0.069492214
12.45508611,0.05396585,-0.056838021,0.104462719,0.018108011,0.069321599,0.087708962,0.13329321,0.073247893
12.48288611,0.046920998,-0.073862936,0.097736709,-0.009572564,0.074327484,0.131808236,0.084187784,0.063314655
12.51069167,0.038752766,-0.062389662,0.102095509,0.033564343,0.049070329,0.169188958,0.094044046,-0.018854373
12.5385,0.070226765,-0.068483817,0.093522674,0.017579949,0.053045244,0.102913744,0.144645586,0.13641871
12.56630833,0.052805308,-0.067192424,0.11082207,-0.002645594,0.045057575,0.143845401,0.084931511,0.13255117
12.59411944,0.067949844,-0.05412869,0.098842253,0.041740722,0.06219163,0.174239872,0.098711199,0.086493407
12.62192778,0.057119077,-0.055615107,0.108632101,0.048573562,0.068287485,0.185299914,0.133125938,0.094518213
12.64972778,0.065734352,-0.076700365,0.092663817,-0.019034131,-0.010238978,0.1849985,0.068284345,0.087526495
12.677525,0.070108622,-0.057145622,0.107271696,0.008945443,0.03799348,0.143921525,-0.088026678,0.06416719
12.705325,0.049440484,-0.054241812,0.052560641,0.059543455,0.1458133,0.164927295,0.171408056,0.083588376
12.73313333,0.069848985,-0.082788672,0.13742423,0.045165091,0.085120765,0.155184917,0.090383029,0.062990004
12.760925,0.075292216,-0.090933736,0.873058675,0.035504652,0.068818644,0.154633321,0.099182504,0.078877043
12.78871667,0.053481478,-0.050058391,0.101127192,0.051888118,0.017753055,0.131175018,0.083747013,0.047518901
12.81652222,0.056401595,-0.049223715,0.066240968,0.110180814,0.049455037,0.194696845,0.120420057,-0.028247686
12.844325,0.059603247,-0.045878403,0.105984882,0.03568111,0.018819494,0.140320888,0.071536371,0.047852406
12.87213611,0.057177969,-0.056007642,0.109609635,-0.03255453,0.035217688,0.165073963,0.054388757,0.018620709
12.89994444,0.06768329,-0.071133076,0.113989854,0.008276345,0.013505505,0.159092955,0.095229373,0.043835455
12.92773056,0.052471306,-0.064442368,0.108831877,0.030976326,0.042238266,0.132609721,0.131409872,0.049098497
12.955525,0.074677693,-0.067984939,0.098676588,0.011927016,0.022481535,0.17879051,0.043846246,0.029925017
12.98331667,0.077291643,-0.044169311,0.089264032,0.052031384,0.014348248,0.189882018,0.169378159,0.029446509
13.011125,0.07035526,-0.048144517,0.172291354,0.070578833,0.031999571,0.198845917,0.04236408,0.019128513
13.03891944,0.081274976,-0.090112495,0.190321872,0.038622719,0.049906766,0.111508437,0.037709372,-0.012100947
13.06670833,0.061920782,-0.045390913,0.109989166,0.04964633,0.031087384,0.123437339,0.043854746,-0.034895717
13.09451667,0.063115723,-0.043827645,0.488194298,0.053593957,0.051835387,0.184600233,0.081212992,-0.060396388
13.12231667,0.077046083,-0.042344603,0.011080735,0.028027611,0.048046954,0.121359359,0.079409299,-0.041261854
13.15012778,0.074581043,-0.041805343,0.634624314,0.039129474,0.05309951,0.133091462,0.068914191,-0.028688479
13.17793333,0.069989396,-0.078086488,0.210775754,0.026607053,0.058164246,0.119678795,0.060036793,0.021214512
13.20574444,0.058161576,-0.044821638,0.06021575,0.036918338,0.046271886,0.143571642,-0.011742936,0.008162662
13.23354444,0.059188555,-0.067471983,0.131203425,0.046587572,0.051905141,0.110573393,0.065857253,0.018449309
13.26133333,0.062000335,-0.076372422,0.113968382,0.043967268,0.055054483,0.099800208,0.093993507,0.016379601
13.28913056,0.061493544,-0.03999374,0.122866376,0.06656103,0.02813297,0.136304641,0.037350286,-0.032057155
13.31694167,0.063569277,-0.071482768,0.165769051,0.066428386,0.008621442,0.124564566,0.129615521,0.006050215
13.34475278,0.062433825,-0.040188475,0.087014545,0.084550453,0.046174067,0.127755797,-0.055656695,0.034209717
13.37256111,0.059589399,-0.038208551,0.155134443,0.029659456,0.027506971,0.127389089,0.080143358,0.021011673
13.40036111,0.075752582,-0.032414226,0.110801649,0.035212308,0.05070044,0.138728578,0.133072886,0.037735401
13.42816667,0.071915156,-0.0749285,0.133312877,0.047203836,0.037598199,0.14774485,0.078541892,0.055887055
13.455975,0.069187186,-0.066464911,0.214593538,0.033510629,0.06540413,0.12774813,0.10064862,0.066416263
13.48378333,0.081840055,-0.068886602,0.110679259,0.072609984,0.037710675,0.119725924,0.04764579,0.044256967
13.511575,0.072443355,-0.051578545,0.098205849,0.035025098,0.013639724,0.097273695,0.136857437,0.084437559
13.53936667,0.07571171,-0.042528106,0.124168636,0.043036753,0.028691245,0.16382336,0.137924551,0.040617234
13.56715833,0.06769599,-0.032905048,0.03438966,0.072355757,0.013118716,0.111610089,0.02794763,0.036844646
13.59496111,0.080805069,-0.080326284,0.138116981,0.032308258,0.01755532,0.108731601,0.013519188,0.017636433
13.62276667,0.068694852,-0.031869552,0.147305705,0.090435717,0.036255994,0.121357043,0.055005751,0.026837545
13.65057222,0.072105364,-0.030924529,0.1349061,0.051399631,0.052286114,0.107290874,0.142677388,0.04513525
13.67836111,0.071627229,-0.032218003,0.149912638,0.014268606,0.049146017,0.116252585,0.062001595,0.045847445
13.70617222,0.083064683,-0.023242876,0.140300258,0.070361688,0.036964247,0.16109638,0.123523327,0.047459864
