Time,M0-1,M1-1,M2-1,M3-1,M4-1,M5-1,M6-1,M7-1,M0-2,M1-2,M2-2,M3-2,M4-2,M5-2,M6-2,M7-2
12.67767778,0.276162556,0.23587541,0.313913164,0.2778816,1.025592805,0.986370812,0.39806379,0.345083071,0.268662178,0.264583733,0.249008673,0.181636458,0.577921194,0.689608802,0.933706851,1.010673044
12.70548611,0.265843088,0.227986479,0.311807509,0.262566094,1.033062915,0.990775204,0.39303565,0.347827789,0.280177634,0.260411594,0.250904697,0.191770455,0.581225448,0.689902317,0.936486921,1.017728026
12.73329722,0.272941345,0.222828841,0.314747348,0.261398029,1.039834279,0.995830839,0.408095643,0.36163984,0.288177516,0.246781412,0.260616528,0.201909753,0.588753573,0.692364256,0.936835138,1.021648932
12.76110556,0.267353438,0.21217505,0.314176457,0.262877186,1.046309994,1.002038285,0.401549805,0.359924184,0.292923237,0.268141606,0.248161642,0.195071072,0.594810884,0.69705207,0.947441417,1.03014221
12.78891389,0.260135885,0.222744692,0.320706652,0.254600372,1.054345493,1.011713774,0.397292098,0.370742368,0.293989449,0.263137672,0.250693657,0.214933497,0.597840159,0.696181703,0.945699547,1.037988588
12.81671389,0.266088421,0.21619224,0.317508744,0.262393189,1.064830241,1.011117193,0.403893906,0.367203108,0.291725608,0.253033783,0.264308194,0.228018457,0.603607668,0.705299358,0.961806152,1.040380081
12.84452222,0.283125352,0.22138929,0.312758882,0.267313642,1.083902179,1.019757516,0.398104044,0.354202832,0.293331271,0.249517934,0.258776132,0.232542088,0.604153184,0.713123855,0.970009864,1.050332715
12.87233889,0.28469743,0.244482461,0.320969882,0.260940028,1.08615762,1.026898863,0.406076025,0.369519656,0.301814837,0.264135402,0.255374147,0.193916519,0.608066043,0.714222754,0.968621256,1.058151251
12.90012778,0.274308813,0.231158067,0.322558866,0.27854998,1.092181291,1.037698215,0.409420658,0.381279684,0.307136241,0.247977138,0.262386757,0.202052089,0.613220203,0.717274923,0.979005027,1.069202089
12.92792778,0.271377097,0.217448915,0.327003522,0.278288474,1.093415042,1.042979732,0.405244103,0.386393866,0.312894345,0.254202849,0.265366585,0.209239002,0.614626863,0.7237733,0.985294133,1.080418556
12.95573333,0.282637269,0.216264211,0.314424258,0.271421778,1.112688207,1.04963614,0.409522158,0.359837651,0.315395814,0.24911749,0.265217928,0.187808701,0.613702609,0.726342842,0.983715809,1.08365483
12.98354444,0.264618294,0.226939072,0.325085366,0.274378402,1.109888608,1.057318915,0.411131667,0.387867863,0.28813105,0.274018667,0.255964385,0.203315194,0.62174169,0.734737069,0.989557589,1.092888412
13.01135,0.268275609,0.226789078,0.34362014,0.286238466,1.118931326,1.068059282,0.417803625,0.370914809,0.310251974,0.27762181,0.260865887,0.216235623,0.621493214,0.735129135,0.995313124,1.102106725
13.03913889,0.266808587,0.246316453,0.320364081,0.282935775,1.117503221,1.076291157,0.417603517,0.364481069,0.295785509,0.256250918,0.264463584,0.192646509,0.630708195,0.740275502,1.000068164,1.106517063
13.06694722,0.26952967,0.23220568,0.32527012,0.286148356,1.132275093,1.079396265,0.417711039,0.363882084,0.304456617,0.255073388,0.256578984,0.221112691,0.632265131,0.744393851,1.012879158,1.111164443
13.09475833,0.265660828,0.246027785,0.322473564,0.247178212,1.142319817,1.09001574,0.420458988,0.367084692,0.30373876,0.278963433,0.257142289,0.191115695,0.637981794,0.746794384,1.011223903,1.123511749
13.12256944,0.288382754,0.24035224,0.320032533,0.254998659,1.149686879,1.094448035,0.432352614,0.404137139,0.303070261,0.257848513,0.258757684,0.22386825,0.63989809,0.747124113,1.018778026,1.135310106
13.15037778,0.284500386,0.255087867,0.338406697,0.247024911,1.169612868,1.101929711,0.424080907,0.383399666,0.292078007,0.259566196,0.268661969,0.177747487,0.64324126,0.756535898,1.029403346,1.134932456
13.178175,0.290571307,0.252126343,0.332690425,0.262973428,1.168185141,1.111402004,0.423858108,0.39297484,0.308408623,0.257529928,0.257471292,0.203090652,0.650226823,0.757946247,1.032176478,1.146290457
13.20596667,0.268194604,0.25703863,0.335455853,0.264574288,1.176349839,1.12462966,0.432115549,0.386398857,0.32437201,0.28270463,0.27037877,0.209180544,0.649525397,0.757748355,1.041214341,1.155343883
13.233775,0.282954981,0.238008153,0.337962354,0.257956368,1.183433974,1.127972092,0.432910096,0.388264526,0.297473866,0.278471055,0.272420797,0.201777453,0.652315598,0.76768397,1.039319452,1.166211369
13.26158056,0.285943741,0.25771061,0.347038092,0.269424188,1.192520294,1.143821556,0.427819245,0.383838746,0.299083189,0.264428202,0.263055017,0.166332131,0.663497348,0.772910082,1.052697952,1.176449418
13.28938056,0.274488847,0.239091405,0.330328509,0.273400215,1.212302622,1.140453892,0.43496232,0.384767702,0.316589314,0.282659794,0.261716431,0.221455284,0.667870127,0.775566883,1.060903916,1.182985154
13.317175,0.290872229,0.252258267,0.321088238,0.268679975,1.217556659,1.154484087,0.435934193,0.389169509,0.299527308,0.288637436,0.271559227,0.280345776,0.665299152,0.77782443,1.061338759,1.187905152
13.34496389,0.278728609,0.252724598,0.34931337,0.259694217,1.219748859,1.163102932,0.435819191,0.387291057,0.306143979,0.277099553,0.262651575,0.22332536,0.676409994,0.789013018,1.066692479,1.195870996
13.37275556,0.2867784,0.264464517,0.329598622,0.274232994,1.231821156,1.165203201,0.435526993,0.393816422,0.311354516,0.287044911,0.260747767,0.231040776,0.679371764,0.786939347,1.071063422,1.208004112
13.40056667,0.271765067,0.257813122,0.317894821,0.275229452,1.240975426,1.179354049,0.44412055,0.39843524,0.307589539,0.267515464,0.273889371,0.183236263,0.681027414,0.794126003,1.084854133,1.218649867
13.428375,0.27710014,0.223932067,0.348878939,0.276534265,1.255112833,1.184578537,0.438102671,0.413420414,0.302786628,0.277960267,0.26137296,0.22767854,0.691854155,0.799657834,1.090726705,1.225350494
13.45618611,0.291811955,0.238517232,0.327088563,0.273075733,1.260479206,1.188473757,0.446565468,0.401599396,0.303236263,0.272774703,0.262189228,0.22316672,0.690593605,0.807051608,1.096895045,1.228365359
13.48399444,0.293274902,0.230733854,0.336321664,0.27516277,1.263238749,1.206621773,0.445262436,0.406012482,0.316632247,0.287361048,0.260739639,0.221986796,0.695227179,0.80423489,1.105035768,1.240117755
13.51179444,0.291932432,0.239371486,0.306779796,0.274508213,1.279797363,1.206268103,0.454095009,0.403070283,0.304628631,0.273669988,0.266346816,0.216113181,0.697751389,0.812579596,1.112653641,1.251392604
13.53958333,0.27053986,0.266336656,0.331161865,0.277576254,1.298503327,1.217344925,0.453893458,0.409070532,0.299289405,0.285374817,0.270976691,0.2100562,0.702552511,0.813056796,1.116324792,1.264314441
13.56738333,0.290995568,0.236352871,0.321456333,0.280643678,1.293254381,1.228737656,0.451536444,0.40610395,0.302663368,0.273157239,0.282134799,0.227201762,0.704661911,0.822701867,1.121060721,1.271694375
13.59520278,0.296374355,0.264597421,0.361925503,0.269474852,1.320572627,1.244109012,0.459555033,0.413672356,0.314442032,0.296659211,0.270811833,0.200048502,0.715511911,0.827379038,1.131752064,1.279682551
13.62299167,0.275887055,0.236786448,0.317176064,0.275585712,1.316582577,1.246808333,0.4598688,0.410195343,0.316631602,0.288416376,0.281267327,0.20223929,0.712225338,0.831581286,1.139823947,1.28816205
13.65079444,0.274944054,0.266505917,0.336163681,0.279559144,1.346696557,1.251898674,0.45995115,0.411736859,0.325444741,0.287030448,0.281753113,0.236332214,0.7203889,0.832802585,1.147949249,1.292373988
13.67860278,0.290653556,0.238224613,0.340518274,0.28175217,1.341600469,1.250724926,0.466692971,0.414395318,0.327167168,0.29413368,0.269048695,0.241414728,0.722307773,0.845996475,1.154161649,1.309765982
13.70639444,0.297148048,0.273220216,0.344422393,0.284100722,1.356760665,1.279492432,0.470904675,0.416668915,0.326227033,0.288098011,0.277282142,0.227939555,0.726289567,0.848888371,1.167114716,1.306693384
13.7342,0.288169983,0.270320745,0.320853194,0.283106343,1.362173798,1.285830792,0.468037275,0.423324516,0.320938122,0.290409846,0.27269962,0.234908,0.729223783,0.849541827,1.165755779,1.326036095
13.76200556,0.281036294,0.242818897,0.332632785,0.285772197,1.372438919,1.290129749,0.469797928,0.418020074,0.319768239,0.289714066,0.274048856,0.222762057,0.737052477,0.856855017,1.178229299,1.333716933
13.78980278,0.27535429,0.236886086,0.363631333,0.288905729,1.384956656,1.30238064,0.471627615,0.421014467,0.311755101,0.289464118,0.27313935,0.216875445,0.742443958,0.862135343,1.176964406,1.350662443
13.81760278,0.274176217,0.267132553,0.348376248,0.28701864,1.407668205,1.308642977,0.471805528,0.418778252,0.322801443,0.29927679,0.273920337,0.200639667,0.746599386,0.866519673,1.185666228,1.364939616
13.84539444,0.272381237,0.23621607,0.332403672,0.292174915,1.412124536,1.316415564,0.47357144,0.427544304,0.316642904,0.297292217,0.282665349,0.217902286,0.756058094,0.872204866,1.199927956,1.362306733
13.87320278,0.276744461,0.259306757,0.31231405,0.292165596,1.428415636,1.334713302,0.475140238,0.450687066,0.309884971,0.30915547,0.282523136,0.214312723,0.757276551,0.876235589,1.206569474,1.384012644
13.90100556,0.298086691,0.265725034,0.330267528,0.286645715,1.436130492,1.334719101,0.479835726,0.439167213,0.318073138,0.293686029,0.274172499,0.198542039,0.761691994,0.885699584,1.205475775,1.385375632
13.92881667,0.296028831,0.260099422,0.35645734,0.279938869,1.458080911,1.347401338,0.483696875,0.435733055,0.317032658,0.293665895,0.276692057,0.256077909,0.76515599,0.886431568,1.223158184,1.399659545
13.95662778,0.28824694,0.260623237,0.33673981,0.297559498,1.459054188,1.360139625,0.486324262,0.439976949,0.328293271,0.309532425,0.285894102,0.220950768,0.770253235,0.899476993,1.218199627,1.412923435
13.98442778,0.289525234,0.242313643,0.33592444,0.309751969,1.469431006,1.372197686,0.490252673,0.442003986,0.315993062,0.308026153,0.278833291,0.230212271,0.776995207,0.900395901,1.234859357,1.420315107
14.01223333,0.285895995,0.246122357,0.337475561,0.283223149,1.479777226,1.376338591,0.487714513,0.449654638,0.338624988,0.313567892,0.279452398,0.241264985,0.77833012,0.902721012,1.247483481,1.425009466
14.04003611,0.277412697,0.248693518,0.333265766,0.290030507,1.504044852,1.385682203,0.490483205,0.439105194,0.33817104,0.306895453,0.278872958,0.249294984,0.786977908,0.911259938,1.256188444,1.455400256
14.06784167,0.295786025,0.24500652,0.347428155,0.282482351,1.497259503,1.395543844,0.496574848,0.445126912,0.340552682,0.290559397,0.288072179,0.240442624,0.788425742,0.914115288,1.260029934,1.442322647
14.09565,0.296622992,0.247448092,0.340729377,0.278582968,1.507446456,1.413314364,0.497794213,0.454754914,0.33475494,0.29627701,0.285680295,0.216895858,0.791282556,0.924402635,1.260467889,1.452189743
14.12344167,0.274897403,0.265438869,0.339908649,0.297430316,1.536990281,1.425427177,0.492450799,0.450691119,0.33866966,0.295762275,0.27664389,0.227560076,0.79485974,0.923571927,1.273549093,1.479221201
14.15125,0.294519405,0.273479944,0.339796939,0.317458868,1.540368756,1.436855307,0.499952046,0.451528174,0.331066304,0.317737605,0.27885964,0.240476357,0.80392034,0.926536873,1.281292646,1.478083713
14.17906111,0.278707264,0.262577778,0.34754283,0.298501677,1.55655032,1.446706889,0.514263221,0.445157712,0.330818073,0.317108698,0.278488958,0.226182739,0.809569215,0.945310396,1.292317984,1.48226451
14.20686389,0.282733276,0.266728365,0.351034746,0.293240241,1.56814078,1.451115754,0.502306358,0.458120774,0.345116891,0.314827516,0.278360076,0.23614543,0.816754723,0.945591203,1.303501337,1.503342515
14.234675,0.282814074,0.269395299,0.356063509,0.299845434,1.568249349,1.465223971,0.508661247,0.456471153,0.347343106,0.321609899,0.28271762,0.22373864,0.81789251,0.945600838,1.317958187,1.520382158
14.26247222,0.278771122,0.262447832,0.352571528,0.278946805,1.60102558,1.475682728,0.500400263,0.457242369,0.344705979,0.316014467,0.290737394,0.212866664,0.824777527,0.948775532,1.309777878,1.519200582
14.29027778,0.294386715,0.270031733,0.338790092,0.294609095,1.609424047,1.486643922,0.50726501,0.476903635,0.341023313,0.325732246,0.280550854,0.250859951,0.824671475,0.954192648,1.322487656,1.543003022
14.31807222,0.272534451,0.259207408,0.350425339,0.295540452,1.614951533,1.502264698,0.512013853,0.463531561,0.350962962,0.315911021,0.275482935,0.229755976,0.83307437,0.961064825,1.341509351,1.548250751
14.34587778,0.278116982,0.281938598,0.368229061,0.296247065,1.641640002,1.505310462,0.515532715,0.470258832,0.342667452,0.320105491,0.285143418,0.226396535,0.841394403,0.968572891,1.350664853,1.565796833
14.37368889,0.279406204,0.268427168,0.33892626,0.302879517,1.651197039,1.52698816,0.515287794,0.478561119,0.355570131,0.330472775,0.2806118,0.214346067,0.843508579,0.977756246,1.349491037,1.57727875
14.40149722,0.280070116,0.259776254,0.344871526,0.303608882,1.6741315,1.538190475,0.517601585,0.470157879,0.422101143,0.331522778,0.278158103,0.266863277,0.849702439,0.982352286,1.361989278,1.598312366
14.42928889,0.297652196,0.257175857,0.33991004,0.307269839,1.667778606,1.551222362,0.523519937,0.477667086,0.357833173,0.323352611,0.284486458,0.25061349,0.856006349,0.989273777,1.365021925,1.606739239
14.45708889,0.289471139,0.27462129,0.335797843,0.305759552,1.691660386,1.563793103,0.523030237,0.469016103,0.350655535,0.317899018,0.28863902,0.268425442,0.853204171,0.987443602,1.384076767,1.612091305
14.4849,0.28259666,0.266254085,0.351359026,0.304969533,1.709861785,1.570081285,0.523966873,0.476641484,0.362183251,0.326711163,0.283937957,0.253147412,0.866979639,1.001407661,1.393122842,1.623313662
14.51270833,0.281217575,0.255980684,0.358263146,0.304899381,1.729491473,1.582524794,0.520998807,0.48045705,0.352352482,0.320271874,0.281625251,0.199177836,0.868821145,1.008271469,1.401367116,1.632236871
14.54051667,0.2811564,0.271834309,0.342161713,0.303363531,1.748896324,1.59786921,0.532260676,0.480883948,0.358504002,0.336432721,0.284590559,0.240856686,0.873857598,1.013883475,1.405384322,1.660986273
14.56832222,0.292791993,0.262312215,0.351982334,0.302678037,1.754211773,1.609295661,0.531840761,0.485763671,0.341987522,0.321647786,0.281200035,0.245789999,0.88607161,1.018455346,1.413499273,1.662255833
14.59613056,0.286142009,0.267188028,0.347282371,0.304967596,1.780906559,1.612643346,0.533508094,0.493445533,0.363601512,0.331247382,0.282175879,0.231744093,0.884482536,1.038049227,1.425538937,1.666341477
14.62393889,0.299749533,0.259164422,0.333239651,0.302224537,1.789484173,1.630770028,0.545236246,0.484907496,0.352494936,0.335154509,0.281537476,0.240075966,0.893089092,1.031431149,1.429398077,1.686206672
14.65173333,0.291438531,0.27332706,0.345857136,0.299916127,1.807212023,1.649938733,0.544975463,0.496341391,0.338573506,0.335247767,0.283387338,0.243284101,0.898418531,1.037999553,1.453903192,1.702910551
14.67954167,0.286077442,0.264255349,0.350684439,0.297896286,1.818971284,1.670348384,0.544660549,0.501468007,0.346837255,0.334009522,0.281313722,0.24354646,0.895880299,1.052441425,1.458667883,1.723927301
14.70734722,0.295840599,0.268891471,0.357964535,0.294571695,1.842624924,1.669347287,0.544390794,0.495640136,0.350564759,0.329076013,0.286915185,0.246589604,0.904246799,1.057747969,1.467446828,1.733311952
14.73515556,0.283909665,0.269900585,0.359117478,0.296084859,1.856206015,1.699853885,0.543939273,0.499351944,0.363113975,0.339709757,0.288094123,0.231073353,0.915276429,1.055244416,1.48261371,1.754749744
14.76295,0.304046658,0.272785376,0.356435168,0.30063983,1.855805437,1.700869335,0.557298298,0.501153604,0.35023843,0.350985793,0.293365308,0.268457765,0.917272319,1.06257003,1.490092281,1.763022128
14.79075,0.300232107,0.263914164,0.359635219,0.299169165,1.890417884,1.712509982,0.5541005,0.505564646,0.357632635,0.33636408,0.283519801,0.260591703,0.923844745,1.072992718,1.501191068,1.771023197
14.81856111,0.289204896,0.264914419,0.354996933,0.308781141,1.904149527,1.72467081,0.563668583,0.509576454,0.353371559,0.340086813,0.286753492,0.260909893,0.927489851,1.082016459,1.513583213,1.78761947
14.84636944,0.288771408,0.284605802,0.370705407,0.305510991,1.912044414,1.742345373,0.562345864,0.50716802,0.367172309,0.344696519,0.278979512,0.256040748,0.937927045,1.091301584,1.516737911,1.812921852
14.87416111,0.287963351,0.271779622,0.358051987,0.304688493,1.946858019,1.765370669,0.56267585,0.514905297,0.34986918,0.353921971,0.288962638,0.252501842,0.939176781,1.089151986,1.540327677,1.832950698
14.90197222,0.292066871,0.283968245,0.366773496,0.304225601,1.942197395,1.768201485,0.562924546,0.516556551,0.352622988,0.349268019,0.286469643,0.249372879,0.945164867,1.092668939,1.539875292,1.826111169
14.92978611,0.287781771,0.27121578,0.362986205,0.302220203,1.964649181,1.783860733,0.563615096,0.517385139,0.354825691,0.36159898,0.280715581,0.25254357,0.951749202,1.106061639,1.547309418,1.852323004
14.95758611,0.291923337,0.265877787,0.372400054,0.302005018,1.99348787,1.80572471,0.566301971,0.513943515,0.372154091,0.355591831,0.282547099,0.242169546,0.952729585,1.108198242,1.568408859,1.866021479
14.98538333,0.287917465,0.270744989,0.356695403,0.297737488,2.02158163,1.826876346,0.576042029,0.523253849,0.3590162,0.355752832,0.284903184,0.235888541,0.967040546,1.110027271,1.582149478,1.89494195
15.01319444,0.28782196,0.29269211,0.362252981,0.296614112,2.032426824,1.836303217,0.579058286,0.525395023,0.37619046,0.360078748,0.28702095,0.243454093,0.967124296,1.119878806,1.58592959,1.882485903
15.04099167,0.288708098,0.290238676,0.361178621,0.307370531,2.045502768,1.871634475,0.577206253,0.525634688,0.356757931,0.350269786,0.286996417,0.252370638,0.973853562,1.140850246,1.596095654,1.917302458
15.06880278,0.289590427,0.275163121,0.367361944,0.308607161,2.062230004,1.86868907,0.580434651,0.530556241,0.361807934,0.361632389,0.288570735,0.252976113,0.981758797,1.134248157,1.606606689,1.910624371
15.09659444,0.30596452,0.287541023,0.368903911,0.312203391,2.109928883,1.879298112,0.584545256,0.530969439,0.376699202,0.361800905,0.284043504,0.259925591,0.990183108,1.145216816,1.621105507,1.950449305
15.12440278,0.291905943,0.293027915,0.364722808,0.313733785,2.112970479,1.889933057,0.59007601,0.538444619,0.376037848,0.361121024,0.291333484,0.238907083,0.992997374,1.141458835,1.632895404,1.967455375
15.15220556,0.292245711,0.28005105,0.346953677,0.315658485,2.138572255,1.917558957,0.588490992,0.537170364,0.380306178,0.360994609,0.282152186,0.261674378,0.998262405,1.157878285,1.64403556,1.990974983
15.17999444,0.289729757,0.276075519,0.361939408,0.323902252,2.154150287,1.925206637,0.595897463,0.534109299,0.382759907,0.36944274,0.292354679,0.244346809,1.006867003,1.158528556,1.659167044,1.998430926
15.20779722,0.296882296,0.27793972,0.356309657,0.305154051,2.155505104,1.946158664,0.591610372,0.549517402,0.382297272,0.363441066,0.294239425,0.230322209,1.008712035,1.175878742,1.683689212,2.010039763
15.23560556,0.300207401,0.269951092,0.35482271,0.306313199,2.190019723,1.960913972,0.59743212,0.549994452,0.38038761,0.369876039,0.286101784,0.262880758,1.01605031,1.181680134,1.691895199,2.041247112
15.26340556,0.28872625,0.269935297,0.354671712,0.314647208,2.187243164,1.974357929,0.600450771,0.562445431,0.380107595,0.365815468,0.291653386,0.24559034,1.025882887,1.197728788,1.688802976,2.044657127
15.29120833,0.289872276,0.281942814,0.381130713,0.316137081,2.215120469,1.999393674,0.60328344,0.552892407,0.370488644,0.366156802,0.291020609,0.250426567,1.03523816,1.194192803,1.688784622,2.088119764
15.31901944,0.287674887,0.271888054,0.377028731,0.315627664,2.236800221,2.01983641,0.607302901,0.55266598,0.382133264,0.375375074,0.288717503,0.250019008,1.034944604,1.205328839,1.711432421,2.087029316
15.34681111,0.289198738,0.27013987,0.356120823,0.32010363,2.268217119,2.031353926,0.607869324,0.559563218,0.372325791,0.384574174,0.296364272,0.262611688,1.039917821,1.210302249,1.73328398,2.093096177
15.37459722,0.289565895,0.289728308,0.366993302,0.318510571,2.289686058,2.063684926,0.611006147,0.562961914,0.381184292,0.379821362,0.292590483,0.227019777,1.045480202,1.226129112,1.744328515,2.138270245
15.40240833,0.298015219,0.291802926,0.351995377,0.321851199,2.311695698,2.069890906,0.614237499,0.567821447,0.375149278,0.380176681,0.290611424,0.258002666,1.055414282,1.227518129,1.753480846,2.140225884
15.43022222,0.294259724,0.283652631,0.362596319,0.328022155,2.353119258,2.080252519,0.623962171,0.567280129,0.381060125,0.37055175,0.293203248,0.244174965,1.057060448,1.231711,1.775654083,2.15229786
15.458025,0.309665213,0.293994382,0.364278932,0.318343524,2.364178577,2.118038819,0.635950755,0.56612578,0.395407454,0.391565326,0.298438348,0.278532721,1.063870652,1.247067671,1.777219259,2.180210141
15.48583056,0.293128183,0.285731082,0.377049264,0.327982362,2.398359526,2.129248263,0.622863884,0.569387815,0.38718315,0.375419223,0.297082929,0.242264191,1.073137201,1.245797459,1.793469596,2.191057938
15.51363333,0.294549275,0.291927388,0.369904115,0.32497371,2.420392313,2.152588661,0.627591685,0.586311541,0.376243631,0.378755407,0.298886662,0.248720953,1.076340266,1.258381311,1.814400417,2.239170498
15.54143333,0.298114514,0.283693272,0.364295362,0.336250793,2.45527454,2.163878804,0.629556967,0.579714402,0.388129721,0.387842341,0.294350573,0.244632148,1.082292251,1.260231912,1.829506875,2.237773634
15.56923056,0.29029409,0.283841709,0.384936144,0.336272597,2.466836265,2.180910562,0.638589798,0.579781802,0.378438699,0.393044857,0.290964594,0.244547169,1.101534228,1.274445868,1.839127358,2.266329561
15.59703333,0.299250364,0.281316273,0.355040741,0.335259143,2.48342483,2.203484497,0.634799339,0.587840351,0.387318076,0.387248658,0.299660826,0.27267104,1.10172972,1.274038131,1.845134944,2.274388446
15.62484444,0.293786013,0.279649294,0.375020011,0.339621238,2.523814634,2.229340404,0.636373282,0.589293039,0.393467225,0.397134373,0.29508015,0.236420838,1.101704832,1.28994868,1.863781302,2.285088058
15.65263889,0.296708302,0.291984255,0.368490574,0.337379961,2.555019794,2.249444958,0.638396193,0.588509608,0.397488872,0.394155985,0.295228667,0.242846389,1.117623251,1.288295904,1.881252792,2.313222777
15.68045,0.300901326,0.277598295,0.357072979,0.336719004,2.582962045,2.27226519,0.647821426,0.595321395,0.389232642,0.388840416,0.2902222,0.255230011,1.12362197,1.300568986,1.902882875,2.341236056
15.70825833,0.298524079,0.291325627,0.370449222,0.336455022,2.583881403,2.298111241,0.647005578,0.59434612,0.39860241,0.392031797,0.299062696,0.247601886,1.127995003,1.304200177,1.917046694,2.36424594
15.73606944,0.308648948,0.295808828,0.365146275,0.336464715,2.62188697,2.306033017,0.653160684,0.597694794,0.389129457,0.404499114,0.294567619,0.273563593,1.138847997,1.315383104,1.913834778,2.367752576
15.76385556,0.29432752,0.289497931,0.372430601,0.340108213,2.65931199,2.329756258,0.653094605,0.605561411,0.387158663,0.399646883,0.299869511,0.255984196,1.140010935,1.326032522,1.94058125,2.394032
15.79166111,0.312347324,0.293753735,0.372280492,0.343298086,2.668480366,2.342384914,0.660213116,0.608126315,0.397470283,0.397624754,0.298116703,0.264162205,1.14693206,1.336798721,1.957523174,2.429555001
15.819475,0.313506463,0.303488777,0.376782361,0.33530954,2.711549376,2.384681713,0.664303701,0.612393715,0.390559342,0.393311715,0.297117858,0.279342982,1.16124199,1.343995978,1.970043236,2.458257106
15.84726944,0.315525336,0.300995539,0.38342819,0.338555261,2.732242399,2.415880382,0.66155206,0.612732916,0.390148271,0.407062153,0.298084201,0.278360373,1.16878465,1.349405707,1.98641518,2.467148022
15.87507778,0.303765602,0.300813631,0.369587187,0.340824103,2.766483028,2.416741888,0.668722454,0.614311603,0.399685584,0.399170843,0.298244336,0.282156468,1.168897555,1.36089354,1.991560278,2.487658817
15.90286667,0.296662075,0.301936502,0.377840679,0.341178509,2.799653732,2.440075775,0.675503247,0.622612444,0.40213717,0.39893376,0.298408802,0.267852675,1.172630643,1.359206497,2.015793837,2.536572084
15.93066944,0.301554172,0.287349324,0.366251606,0.338706378,2.830081354,2.490344579,0.678784727,0.619232314,0.395650038,0.403575135,0.296189509,0.257630819,1.181465906,1.36820989,2.03678914,2.549011637
15.95847778,0.295699773,0.285097346,0.378818164,0.338694754,2.887138983,2.483869653,0.675145271,0.622644973,0.396032242,0.414137066,0.298605725,0.2371441,1.196856249,1.378159739,2.045414283,2.577223914
15.98628889,0.315280137,0.304090817,0.376966737,0.339360084,2.899505253,2.506611854,0.679403273,0.629375538,0.396942107,0.415302516,0.305471148,0.28256598,1.196186154,1.387215635,2.053406632,2.585293661
16.01409167,0.305633272,0.297150763,0.397565056,0.332712622,2.942427806,2.53466867,0.683896892,0.647643175,0.398241544,0.416202282,0.29662884,0.254659842,1.206758542,1.395468729,2.082845794,2.624742022
16.04189444,0.313713186,0.30348053,0.382328983,0.332050481,2.963425447,2.553347606,0.687555979,0.633407604,0.414550288,0.420577039,0.303507634,0.285199244,1.220113661,1.423876516,2.098104015,2.65104515
16.06968889,0.30961492,0.305648318,0.372241959,0.330841525,2.978952722,2.573546322,0.692069767,0.640243554,0.405848303,0.409865537,0.303170155,0.264833079,1.223580719,1.42862159,2.102589698,2.669891682
16.09748611,0.314473486,0.312740915,0.40158008,0.336902589,3.037449575,2.602140293,0.695543369,0.636680253,0.407679107,0.422425966,0.301189587,0.257864254,1.231615331,1.427875131,2.121045085,2.683956532
16.12527222,0.312539126,0.302773105,0.374255764,0.34559723,3.067529989,2.632966163,0.70163373,0.641034703,0.411460896,0.418160136,0.303445296,0.26971074,1.236697963,1.436974088,2.144556177,2.713542615
16.15307778,0.304837885,0.291466653,0.376485316,0.347235266,3.083935843,2.662377831,0.702611005,0.646312103,0.411407368,0.419916123,0.300761561,0.267863892,1.242101197,1.436821474,2.151582457,2.741574922
16.18088611,0.31282518,0.304092867,0.369766534,0.345128836,3.152611669,2.688910111,0.70673518,0.650260884,0.409161898,0.420748554,0.308876083,0.259710096,1.254081034,1.456790366,2.188772538,2.736755083
16.20868333,0.316166228,0.297491347,0.378507463,0.342081797,3.162091059,2.712238435,0.71054846,0.643386248,0.406904557,0.424764154,0.303245265,0.259479016,1.25871063,1.468380938,2.199857493,2.782427593
16.23647222,0.302758491,0.28609298,0.390713682,0.354421848,3.19334291,2.727028719,0.709503068,0.65837224,0.403521921,0.426238032,0.305797327,0.249006676,1.270345678,1.470450064,2.22701007,2.805215963
16.26427222,0.31464112,0.298053906,0.383721723,0.338147309,3.252948514,2.758226372,0.714366042,0.661155188,0.411787696,0.433705324,0.307765195,0.249334744,1.277243018,1.478953198,2.23650847,2.845535195
16.29206389,0.319033076,0.306568404,0.372070315,0.350627551,3.273089514,2.785514117,0.718315312,0.659072168,0.40615073,0.431390942,0.309070965,0.270780013,1.295340247,1.494969482,2.2623554,2.861110745
16.31987222,0.30639751,0.294536193,0.383349091,0.35111966,3.309880411,2.822155734,0.723079499,0.664766598,0.404587955,0.436335035,0.307050023,0.238671162,1.293341974,1.507022035,2.273688282,2.900056509
16.34768333,0.30699456,0.301507934,0.376938036,0.355488488,3.347741725,2.833889324,0.725803941,0.673456125,0.408536365,0.430737455,0.307828452,0.248131273,1.305466569,1.505441402,2.284025177,2.911591409
16.37548611,0.305988379,0.296938283,0.388369761,0.357425468,3.375549849,2.852817587,0.726604356,0.666767766,0.416043208,0.434128189,0.311418596,0.280924916,1.307994862,1.512158215,2.30968938,2.942855756
16.40329722,0.304659866,0.290850832,0.380136146,0.348376108,3.423112983,2.903020409,0.734953309,0.674811274,0.410486775,0.435120441,0.305676945,0.28085753,1.323871605,1.526738032,2.323125627,2.948008084
16.43108889,0.309815132,0.296342084,0.401112363,0.356279625,3.463407722,2.879816887,0.736724113,0.675967179,0.409869321,0.436846629,0.309981339,0.310069409,1.33374565,1.543134102,2.340136234,2.991334937
