Time,M0-1,M1-1,M2-1,M3-1,M4-1,M5-1,M6-1,M7-1,,,,
13.12254722,0.207932847,0.120796774,0.262390213,0.224590884,0.370831128,0.32632326,0.1850218,0.123585455,,,,
13.15035,0.199433003,0.108645107,0.280314855,0.228493005,0.365665744,0.338413992,0.20581021,0.126762815,,,,
13.17814444,0.234955851,0.130753225,0.268038889,0.244165647,0.368337428,0.334423519,0.178533336,0.139256786,,,,
13.20595278,0.208025911,0.145190462,0.277061625,0.227102482,0.37179097,0.336033339,0.198403813,0.117665966,,,,
13.23376389,0.215537076,0.100922548,0.269611178,0.229730914,0.368926556,0.342831515,0.202129502,0.178116756,,,,
13.26156389,0.229874681,0.086514678,0.276530121,0.236062964,0.371563333,0.340193051,0.220924556,0.136405795,,,,
13.289375,0.230648242,0.141175054,0.279362015,0.251489706,0.376562598,0.337039526,0.206350512,0.129967306,,,,
13.31718056,0.226143145,0.105319661,0.280295127,0.239222089,0.372199771,0.340554435,0.198241503,0.134136083,,,,
13.34498056,0.211124415,0.153613403,0.278978468,0.243690468,0.383038657,0.333157976,0.202232834,0.161079062,,,,
13.372775,0.225549168,0.110597073,0.285337511,0.241216649,0.383494641,0.341291226,0.198959362,0.17466266,,,,
13.40058333,0.245101975,0.154137222,0.274555434,0.228744836,0.375934083,0.349146173,0.184780213,0.164101377,,,,
13.42839167,0.22905191,0.119378796,0.282959705,0.25357171,0.380210855,0.340382994,0.216607874,0.154465936,,,,
13.45618056,0.266996579,0.121987941,0.270654674,0.243707763,0.375412837,0.344698042,0.186123538,0.162594028,,,,
13.48398333,0.265665793,0.092867649,0.274770196,0.252066702,0.383844141,0.348398666,0.202643604,0.146201984,,,,
13.51179444,0.236898344,0.105880414,0.266978254,0.243860596,0.388292877,0.343346646,0.214692905,0.101497348,,,,
13.53960278,0.23502545,0.10918352,0.271334407,0.247710932,0.387653752,0.345745445,0.206756435,0.137960527,,,,
13.56740556,0.241275268,0.136168898,0.293613725,0.247989211,0.382640696,0.339170564,0.215463035,0.152763648,,,,
13.59519444,0.231523073,0.082243862,0.295183552,0.242910995,0.387135734,0.347619531,0.206309472,0.13715427,,,,
13.62299444,0.22048187,0.133610426,0.300061656,0.257096117,0.387806698,0.3447038,0.191135174,0.117092659,,,,
13.65080278,0.221435786,0.120847659,0.293196861,0.253786284,0.38627757,0.353246083,0.206856824,0.146596279,,,,
13.67861111,0.246762923,0.153512521,0.275838613,0.274597915,0.386112785,0.359213226,0.201183909,0.15909869,,,,
13.70642222,0.248022569,0.143637884,0.285990418,0.25337933,0.390445283,0.359099614,0.211737913,0.149777742,,,,
13.73423056,0.224578534,0.160486269,0.282425438,0.248374156,0.385562931,0.352734189,0.203018318,0.104293892,,,,
13.76202222,0.211372848,0.132344919,0.29088126,0.255572659,0.387058718,0.359597738,0.208728267,0.155515929,,,,
13.78983333,0.221861686,0.09731193,0.271915514,0.257578448,0.389952727,0.360479096,0.198544752,0.143375395,,,,
13.81764167,0.222175846,0.117822692,0.276164387,0.248816138,0.396422899,0.350910776,0.187784761,0.125823266,,,,
13.84544167,0.223737989,0.168458978,0.275951251,0.251113057,0.39047938,0.361286754,0.209078429,0.071339383,,,,
13.87323889,0.225964242,0.14034768,0.285341464,0.255806739,0.397465755,0.364784223,0.210704229,0.19148612,,,,
13.90104167,0.235591767,0.11356767,0.271654495,0.26985549,0.390022284,0.363697754,0.221440885,0.154772151,,,,
13.92885,0.244766014,0.143359194,0.277861714,0.270926519,0.401231577,0.361670799,0.200886748,0.231455067,,,,
13.95663889,0.224327047,0.127816914,0.287814144,0.251842681,0.399255042,0.357860662,0.22054095,0.134159328,,,,
13.984425,0.223761786,0.139944867,0.28707743,0.269941597,0.402896445,0.366417473,0.218110003,0.154897801,,,,
14.01223056,0.231041537,0.129862708,0.294560976,0.255754461,0.400175236,0.35806131,0.219486773,0.161313415,,,,
14.04002222,0.239540555,0.118927151,0.285126758,0.261378221,0.404260805,0.361290426,0.232162184,0.159588642,,,,
14.06783333,0.229069561,0.125728191,0.28351469,0.255087185,0.408966615,0.375053213,0.236795147,0.132001313,,,,
14.095625,0.23539842,0.183479877,0.286035415,0.266605383,0.40851877,0.369205032,0.223443138,0.127948437,,,,
14.12342222,0.227964318,0.148523218,0.29912956,0.267052865,0.408271587,0.361185726,0.211966758,0.158125019,,,,
14.15123056,0.247305859,0.138465859,0.30500216,0.283626848,0.407077201,0.368693075,0.222578778,0.180096337,,,,
14.17904167,0.231268951,0.130643255,0.301854757,0.275059488,0.40780357,0.365863273,0.217557542,0.153911719,,,,
14.20685278,0.21897199,0.254192605,0.304481019,0.276863358,0.413573585,0.371124247,0.217520232,0.166641052,,,,
14.23466111,0.23237793,0.131532623,0.303789131,0.272964866,0.416897167,0.368488084,0.221073664,0.18982278,,,,
14.26247222,0.240812749,0.127350536,0.295241206,0.263228213,0.412444319,0.379637556,0.215783399,0.152659263,,,,
14.29027222,0.239100311,0.144562526,0.304954863,0.275802733,0.415249487,0.376772652,0.213888145,0.16571024,,,,
14.318075,0.228359053,0.120603589,0.305421168,0.284536946,0.422170392,0.379255529,0.218278283,0.156247912,,,,
14.34586944,0.227746272,0.132621805,0.305134815,0.267675929,0.42696229,0.375852087,0.230179427,0.153715014,,,,
14.37368056,0.242705622,0.115725836,0.300859189,0.267610586,0.428191157,0.375397904,0.220332187,0.16445674,,,,
14.40149167,0.249706413,0.118846052,0.306242993,0.291296443,0.424504235,0.375607517,0.235910943,0.170321439,,,,
14.42928889,0.247574181,0.152955164,0.296370547,0.284038323,0.432594489,0.377916476,0.216115153,0.158746284,,,,
14.4571,0.262712676,0.125432277,0.295318652,0.267239084,0.426444452,0.383165037,0.233924921,0.188888479,,,,
14.48490556,0.246399792,0.17558365,0.291908948,0.284747815,0.434183056,0.390054519,0.249513363,0.163031992,,,,
14.51271389,0.243812835,0.172544031,0.283545501,0.282273152,0.435476806,0.382024186,0.234081899,0.145394871,,,,
14.54051944,0.234679129,0.231415824,0.301773655,0.272524199,0.438479344,0.388546256,0.235401519,0.198355244,,,,
14.56833056,0.232913705,0.186048398,0.299517827,0.285167462,0.441928205,0.391968638,0.23112426,0.177770673,,,,
14.59613611,0.239408906,0.161016722,0.295344498,0.290191645,0.440902023,0.37839195,0.226386733,0.176302586,,,,
14.62394722,0.239046781,0.11015347,0.319401918,0.287092938,0.445755891,0.391203894,0.230501436,0.156119329,,,,
14.65174444,0.236104954,0.147515742,0.310151205,0.283847455,0.437015599,0.385408062,0.237984113,0.21068078,,,,
14.67954444,0.234878017,0.170687487,0.31259615,0.287348346,0.439059887,0.386340625,0.233555416,0.217906535,,,,
14.70735278,0.246699846,0.167208298,0.31048654,0.309938975,0.445146978,0.39008946,0.241643375,0.13955811,,,,
14.73513889,0.25292756,0.183050318,0.289764478,0.281778238,0.44133918,0.393436732,0.242483064,0.16989399,,,,
14.76294444,0.246358455,0.148933116,0.304476377,0.296672359,0.441965239,0.391781649,0.228018502,0.185878288,,,,
14.79074722,0.243415184,0.177002737,0.326047585,0.29633817,0.446281146,0.388352597,0.238119104,0.172896805,,,,
14.81855833,0.245667874,0.145414446,0.32041181,0.306244706,0.449424054,0.394939099,0.23372699,0.16515073,,,,
14.84636667,0.228093048,0.164626308,0.323580734,0.293710556,0.44942702,3.94E-01,0.245977086,0.162330799,,,,
14.874175,0.234383107,0.149193685,0.332009463,0.304355121,0.449238701,0.398917924,0.240901794,0.193487598,,,,
14.90196944,0.248470117,0.146517744,0.317083379,0.297022254,0.450793452,0.395794837,0.257352379,0.176735269,,,,
14.92976389,0.24194576,0.194321194,0.33066284,0.287879688,0.452610501,0.403413167,0.265001183,0.167438144,,,,
14.95755278,0.245221088,0.147029159,0.320664896,0.292780705,0.460791387,0.39923348,0.269354133,0.166193384,,,,
14.98536667,0.249983925,0.130275693,0.310127673,0.295272185,0.467797956,0.407059239,0.236595489,0.165773483,,,,
15.01316111,0.242700654,0.144717487,0.321735897,0.305453803,0.466634367,0.40855721,0.254195806,0.19191973,,,,
15.04095278,0.243365454,0.140116258,0.319290345,0.306461049,0.469383107,0.404116904,0.232326902,0.23697621,,,,
15.06876667,0.247251784,0.178587716,0.309121384,0.301376906,0.473757836,0.411063917,0.237384621,0.162442441,,,,
15.09657222,0.250669691,0.157948305,0.321686404,0.311859222,0.475066193,0.412586044,0.26699134,0.183917226,,,,
15.12436944,0.244919703,0.162694896,0.322131318,0.306006731,0.47646264,0.408032093,0.257166637,0.176780479,,,,
15.15216944,0.232918761,0.167618952,0.325085368,0.313292805,0.477745519,0.42142766,0.252072209,0.176781253,,,,
15.17998056,0.251183261,0.151650995,0.324233483,0.293933546,0.479842252,0.416953032,0.241898513,0.130418557,,,,
15.20777222,0.250691127,0.211181895,0.324128956,0.306963749,0.475446935,0.412351207,0.267600454,0.182112624,,,,
15.23555833,0.247363015,0.168409841,0.321842492,0.307370849,0.48169928,0.41466447,0.248895229,0.195129482,,,,
15.26336944,0.242611677,0.128645177,0.321087282,0.303907847,0.484153192,0.421660979,0.260661377,0.211981185,,,,
15.29117222,0.239867268,0.168906717,0.312579525,0.306315704,0.486964368,0.421118734,0.266782294,0.221571333,,,,
15.31898056,0.250788411,0.16586886,0.325606908,0.308130658,0.489234773,0.421747078,0.249340881,0.181316221,,,,
15.34676944,0.238891993,0.139927691,0.332088888,0.314663671,0.488944862,0.418450394,0.255976449,0.182891318,,,,
15.37457778,0.247608218,0.142869763,0.322714392,0.312561212,0.489381345,0.418467058,0.254252389,0.183534051,,,,
15.40238056,0.24542143,0.192204307,0.322800076,0.310565477,0.490923251,0.428280645,0.254756254,0.208517546,,,,
15.43018611,0.253320134,0.222802859,0.326045601,0.312822294,0.491738118,0.425050989,0.255691462,0.185964863,,,,
15.457975,0.258633312,0.111021908,0.331633859,0.314573905,0.489845997,0.424643117,0.248035457,0.19514179,,,,
15.485775,0.2573433,0.114774589,0.326460001,0.318426685,0.492510128,0.430932165,0.259230702,0.263291861,,,,
15.51358056,0.249632244,0.174398039,0.330639485,0.314575755,0.49756553,0.434711862,0.252978888,0.212071786,,,,
15.54137778,0.238659528,0.166269396,0.330233917,0.318251466,0.497788075,0.426141557,0.252020161,0.197016224,,,,
15.56916944,0.230512464,0.166537951,0.337312195,0.315349907,0.505355612,0.429848421,0.274334258,0.213792826,,,,
15.59696389,0.230758892,0.158822819,0.332204108,0.319815357,0.502962423,0.440076215,0.267128178,0.174257032,,,,
15.62475556,0.26620152,0.128101595,0.341011242,0.31023451,0.507268621,0.434366035,0.257192141,0.209271934,,,,
15.65256111,0.270376718,0.159520156,0.328527272,0.311038696,0.506126162,0.440209443,0.268213629,0.188579178,,,,
15.68036389,0.267226904,0.163829157,0.328219904,0.3264981,0.509086871,0.436447694,0.258841826,0.229125397,,,,
15.708175,0.266653937,0.157768531,0.346342028,0.338241623,0.512963186,0.439390164,0.272753288,0.243027503,,,,
15.73598611,0.250854928,0.156540952,0.334716213,0.325456517,0.514071417,0.442721056,0.262788248,0.276120352,,,,
15.76378611,0.245936291,0.175603107,0.344339211,0.325937319,0.511647819,0.444557568,0.293330581,0.20308548,,,,
15.791575,0.249758716,0.154680652,0.335638779,0.330882217,0.52050894,0.442875073,0.260862356,0.191311431,,,,
15.81937778,0.225005737,0.175852598,0.338891659,0.33869766,0.517975557,0.448437261,0.273055457,0.208027614,,,,
15.84718056,0.245368317,0.165271199,0.348119073,0.337812553,0.52301377,0.443282803,0.270887545,0.186083455,,,,
15.87499167,0.260741223,0.166319571,0.337832879,0.328731088,0.522416411,0.454267754,0.284303606,0.205683124,,,,
15.90280278,0.235746411,0.163890888,0.33649548,0.330572987,0.527965311,0.455684935,0.288521871,0.218330939,,,,
15.93059167,0.255320946,0.140063521,0.347644419,0.327579774,0.529391348,0.445520598,0.296837108,0.212859241,,,,
15.95839722,0.239234497,0.153246814,0.344461199,0.330694786,0.529203843,0.455346135,0.268572152,0.197517318,,,,
15.98620556,0.246618264,0.142035825,0.337895891,0.34458062,0.533189688,0.451520768,0.291195708,0.163412775,,,,
16.014,0.234915658,0.141037102,0.340690965,0.338039693,0.533209615,0.456066183,0.266383196,0.208082282,,,,
16.04180833,0.262250644,0.188059891,0.347143082,0.335537982,0.53485456,0.455214628,0.280707947,0.198147848,,,,
16.06959722,0.246739134,0.171463181,0.345547157,0.340744561,0.536431772,0.46439301,0.269459581,0.21593376,,,,
16.09738333,0.260217031,0.148237429,0.349630878,0.339727611,0.538794248,0.463562719,0.267612517,0.198869047,,,,
16.12516944,0.251609597,0.184886958,0.335647589,0.334589388,0.543900809,0.465153404,0.266103036,0.184804944,,,,
16.15298056,0.228783956,0.181496825,0.353798182,0.336768282,0.546917963,0.465009307,0.269564636,0.211440746,,,,
16.18077222,0.252112665,0.166258107,0.344347042,0.3471052,0.544335943,0.468803111,0.280000508,0.210581521,,,,
16.20857778,0.254255193,0.124417677,0.359290389,0.341610196,0.548277317,0.473569383,0.278969511,0.217420074,,,,
16.23638056,0.258788626,0.142322771,0.360072895,0.349225719,0.550452411,0.468491356,0.276263417,0.212162663,,,,
16.26418056,0.25313956,0.153429731,0.353982345,0.352593862,0.548456557,0.472418298,0.275457851,0.229619067,,,,
16.29198056,0.245365098,0.161257662,0.365983528,0.351756451,0.553434523,0.478098654,0.278246858,0.206734001,,,,
16.31979167,0.24737207,0.142938347,0.359338804,0.358281695,0.556372485,0.472276653,0.300665818,0.233874717,,,,
16.34759167,0.260494434,0.129146159,0.352097567,0.350267906,0.554525408,0.477093554,0.311897774,0.214468565,,,,
16.37538056,0.252649197,0.14656615,0.355387755,0.34959218,0.559543639,0.47931977,0.305946736,0.207605982,,,,
16.40319722,0.258876279,0.2221007,0.356127295,0.346932076,0.565054593,0.483808506,0.285820169,0.238365095,,,,
16.43098333,0.259480133,0.18881727,0.362771714,0.361265952,0.565483469,0.478819658,0.287174489,0.212435507,,,,
16.45879444,0.263881828,0.122532257,0.356638369,0.354797726,0.563941606,0.47989458,0.284421277,0.231619788,,,,
16.48660278,0.246969907,0.147772686,0.347584789,0.355329595,0.567590783,0.48195457,0.293960155,0.251054781,,,,
16.51440833,0.262362993,0.219769854,0.361073056,0.358928309,0.574616004,0.487194413,0.293516691,0.220836023,,,,
16.5422,0.246659237,0.199373787,0.357994476,0.356533694,0.575718795,0.488366781,0.307786351,0.221181304,,,,
16.57000833,0.221584071,0.192217685,0.356734825,0.361505355,0.583783127,0.492191126,0.293151028,0.220199301,,,,
16.59782222,0.235529247,0.160188605,0.368341563,0.357704966,0.582395304,0.493666912,0.304179254,0.250815924,,,,
16.62561667,0.261710378,0.170995829,0.365858278,0.373254114,0.58453288,0.493747628,0.309152146,0.299334833,,,,
16.65341111,0.243611485,0.151570899,0.364084832,0.359807056,0.583923205,0.49565239,0.30931199,0.238363126,,,,
16.68121944,0.26590811,0.18011777,0.362324804,0.355823881,0.584867384,0.496392895,0.302479199,0.235002591,,,,
16.70901111,0.259459178,0.167930147,0.369698992,0.355471946,0.589289539,0.500378159,0.310727254,0.219067434,,,,
16.73680278,0.230892602,0.192274706,0.370509688,0.370004928,0.586973887,0.498178017,0.304433048,0.241444316,,,,
16.76461667,0.259608189,0.158074655,0.367840528,0.369442955,0.594367284,0.505767817,0.319839211,0.230414437,,,,
16.79242778,0.252243725,0.160283747,0.371235605,0.368905528,0.595081269,0.50569937,0.325408892,0.248253318,,,,
16.82021944,0.256484044,0.137249274,0.372805409,0.375456658,0.598270423,0.508220542,0.318116885,0.224994915,,,,
16.84801944,0.267062522,0.163223202,0.364330654,0.367314171,0.599899434,0.508484547,0.320175275,0.224450549,,,,
16.87582778,0.24741327,0.174209777,0.36323992,0.377840303,0.597436887,0.507845885,0.3123813,0.246420944,,,,
16.90363889,0.241835993,0.157203949,0.378942228,0.373281833,0.599317947,0.509702847,0.323333563,0.219026976,,,,
16.93144722,0.259852326,0.189599367,0.376095115,0.392146785,0.604458575,0.514257202,0.316474604,0.254533813,,,,
16.95924167,0.245394882,0.13634614,0.377875975,0.374037421,0.605465219,0.512730359,0.318405488,0.289771607,,,,
16.98703333,0.262117971,0.14152159,0.387595275,0.372357676,0.606957322,0.514960353,0.331450286,0.242541066,,,,
17.01484444,0.247785883,0.19892692,0.379970627,0.38872525,0.611552936,0.520220486,0.340597675,0.28799906,,,,
17.04265278,0.241957155,0.155861066,0.377776534,0.383730085,0.613721861,0.520944263,0.321102251,0.269062378,,,,
17.07046111,0.239622601,0.168579508,0.377213223,0.387448357,0.614014739,0.520605858,0.3417693,0.258158471,,,,
17.09825556,0.25465843,0.177531178,0.367999638,0.397137587,0.615631842,0.523805662,0.327214776,0.278586311,,,,
17.12606389,0.255444899,0.176929695,0.37765048,0.375282186,0.618501211,0.526355941,0.336391771,0.235594768,,,,
17.153875,0.237987496,0.202071095,0.379009291,0.384716747,0.619425864,0.528195774,0.340047098,0.229517693,,,,
17.18166944,0.256888639,0.211854455,0.379720276,0.388815483,0.622142837,0.526598167,0.342281766,0.248016876,,,,
17.20946111,0.254751553,0.176178737,0.379901131,0.381899019,0.625481881,0.527963319,0.346123057,0.27799808,,,,
17.23727778,0.268609017,0.195153997,0.373896736,0.385586686,0.626175551,0.53318091,0.33329312,0.293974402,,,,
17.26508889,0.270682935,0.157153221,0.383909614,0.394679285,0.63176494,0.533512712,0.344379999,0.260974235,,,,
17.29288611,0.257307266,0.17064469,0.387597522,0.386148307,0.630469162,0.538328232,0.35299028,0.262575755,,,,
17.32068889,0.244205841,0.162285276,0.389111649,0.394267177,0.633097499,0.538741567,0.353475458,0.261609465,,,,
17.3485,0.269918522,0.143208697,0.386193009,0.390724217,0.638823542,0.540297593,0.339777302,0.260359843,,,,
17.37630833,0.269876839,0.160716746,0.385017987,0.386990044,0.641309137,0.540773637,0.352357469,0.268049951,,,,
17.40411944,0.277654967,0.200259992,0.388232098,0.391770831,0.642628916,0.543205053,0.356389663,0.258467683,,,,
17.43192778,0.279095873,0.176789494,0.385980594,0.391340576,0.643762564,0.545479883,0.345830452,0.273712726,,,,
17.459725,0.27186814,0.152548411,0.388956209,0.401288592,0.642797379,0.54931344,0.352949718,0.270945749,,,,
17.48751944,0.266753928,0.204904184,0.390914591,0.408277019,0.650645934,0.546075224,0.358512965,0.262254806,,,,
17.51530556,0.269260145,0.28304267,0.39488207,0.402538931,0.649709756,0.555612131,0.362471047,0.257789465,,,,
17.5431,0.277789248,0.143300356,0.3965195,0.390931361,0.653622396,0.559637494,0.359580807,0.248471509,,,,
17.57089167,0.27332805,0.080979724,0.396680341,0.412035176,0.656477581,0.554695133,0.363515913,0.279988327,,,,
17.59868889,0.274520441,0.201284413,0.396561436,0.39252745,0.656886177,0.556825466,0.355845572,0.285050742,,,,
17.62649167,0.283092238,0.206217037,0.395936672,0.398924343,0.662852994,0.561738233,0.361917284,0.286859943,,,,
17.6543,0.272492467,0.189705867,0.400992751,0.403408529,0.660366233,0.563471582,0.350781578,0.25708261,,,,
17.6821,0.268099793,0.173213403,0.396290917,0.411908787,0.663419937,0.565430243,0.374171712,0.313207302,,,,
17.70989444,0.282553743,0.186504865,0.399667736,0.41803305,0.665760269,0.567945431,0.363143188,0.285310324,,,,
17.73768611,0.27663917,0.194448106,0.400217611,0.41026326,0.665017463,0.574084669,0.355311277,0.281407928,,,,
17.76549444,0.26610861,0.181836563,0.40057485,0.415063777,0.672908064,0.573240022,0.366662178,0.274762485,,,,
17.79330556,0.263451844,0.189215382,0.399268288,0.420586897,0.673650173,0.573094021,0.361666415,0.273127128,,,,
17.82110833,0.274295946,0.17253596,0.406498363,0.42394231,0.67776328,0.581064966,0.363729395,0.282803797,,,,
17.84891389,0.254362146,0.18497969,0.407355679,0.417352326,0.678281299,0.577031166,0.377203223,0.28823316,,,,
17.87671111,0.253937203,0.221731041,0.395902727,0.425283604,0.682393605,0.578550473,0.374253258,0.293367112,,,,
17.90450833,0.270380576,0.179659781,0.398059439,0.420288623,0.682834096,0.58127348,0.382245185,0.28377424,,,,
17.93229722,0.271344672,0.181475751,0.401845912,0.422146653,0.687582216,0.586048251,0.387048872,0.319411292,,,,
17.96008889,0.265112286,0.261313858,0.411112357,0.421238194,0.686021824,0.585943616,0.37257973,0.297663197,,,,
17.98789167,0.26640795,0.221268697,0.407994034,0.432528666,0.689134407,0.59209693,0.387658373,0.304283078,,,,
18.0157,0.265005452,0.215654244,0.409189534,0.422331134,0.690235696,0.591798691,0.390633285,0.2947337,,,,
18.04350833,0.290984345,0.238679043,0.401619309,0.427630231,0.697477435,0.594335198,0.381789033,0.292253655,,,,
18.07131944,0.278815481,0.188072592,0.415760784,0.42975109,0.697520621,0.593629587,0.383539644,0.303546117,,,,
18.09911944,0.272663563,0.16044125,0.417375122,0.420917543,0.702528743,0.595225965,0.378442729,0.306997542,,,,
18.12693056,0.277085278,0.204394297,0.413411231,0.420987036,0.708345821,0.597156345,0.38384207,0.329064684,,,,
18.15471667,0.271755014,0.184394991,0.420165999,0.432077855,0.704153606,0.599579718,0.401675866,0.312965943,,,,
18.18251944,0.267454962,0.183287677,0.419035563,0.429669929,0.705799824,0.603484868,0.407490472,0.306227852,,,,
18.21032222,0.265707673,0.173004762,0.417190865,0.430138355,0.709646733,0.606073222,0.394666688,0.313339126,,,,
18.23810833,0.26691389,0.193898731,0.415155561,0.435061805,0.716726315,0.604959594,0.404203414,0.301361636,,,,
18.26589722,0.275778823,0.175133695,0.42101441,0.440125501,0.715018396,0.607132043,0.399212332,0.316070096,,,,
18.29368611,0.263374839,0.178142769,0.419706467,0.434358932,0.719030621,0.610629354,0.407993583,0.309573657,,,,
18.32147778,0.242724483,0.182469573,0.424395395,0.435345721,0.720097308,0.615302467,0.405162341,0.310692064,,,,
18.34928889,0.253102633,0.183216054,0.424721303,0.444736955,0.72157874,0.618840054,0.413183747,0.316795068,,,,
18.37708611,0.241127348,0.184335503,0.42561122,0.439887491,0.727279531,0.620371083,0.405367253,0.312803078,,,,
18.40489722,0.246750956,0.173479507,0.419341725,0.44542378,0.732765317,0.621192262,0.407271026,0.322280347,,,,
18.4327,0.242459228,0.195585902,0.424494834,0.449400089,0.730644687,0.626601413,0.421436046,0.321633755,,,,
18.46050278,0.246659225,0.188206036,0.426633811,0.440425356,0.736923221,0.62723418,0.427146418,0.316397547,,,,
18.48831111,0.257837031,0.174315351,0.426567893,0.447076772,0.735694435,0.63150026,0.420892299,0.324668634,,,,
18.51612222,0.248081607,0.191342509,0.423049957,0.442201999,0.736009809,0.631409179,0.418334375,0.303286859,,,,
18.543925,0.25599152,0.175823245,0.429946789,0.460840649,0.740632775,0.634151189,0.428102377,0.328368877,,,,
18.57173611,0.254882699,0.194231162,0.427861403,0.457237106,0.746264737,0.637274743,0.428807695,0.299613937,,,,
18.59954444,0.259109656,0.230589754,0.431621713,0.46597155,0.751668166,0.643180707,0.435635955,0.371415846,,,,
18.62735278,0.24486437,0.210837174,0.436179439,0.467002455,0.749987703,0.639995856,0.435889658,0.311981983,,,,
18.65514444,0.240412856,0.187024015,0.43010503,0.473579205,0.752851359,0.646195706,0.438960796,0.309241212,,,,
18.68294167,0.243382963,0.203437891,0.433909914,0.470834233,0.757614638,0.648490291,0.43815479,0.345668311,,,,
18.71073056,0.24076835,0.190916573,0.43538799,0.466058042,0.757768705,0.645701786,0.43978101,0.358703743,,,,
18.73853889,0.249995593,0.181304192,0.435152156,0.462349225,0.757797366,0.655002957,0.440489103,0.328887629,,,,
18.76632778,0.249869847,0.182250848,0.434795966,0.460120977,0.76495161,0.65302752,0.447673676,0.356391741,,,,
18.794125,0.256400771,0.166162158,0.434830643,0.472026708,0.768167422,0.657352302,0.436082932,0.347106351,,,,
18.82193611,0.255746941,0.186850827,0.44062159,0.476922008,0.767175231,0.658778625,0.442581013,0.339981939,,,,
18.84972222,0.265421559,0.205232348,0.436514827,0.468614753,0.774402232,0.65833867,0.444727694,0.348812837,,,,
18.87753333,0.27073521,0.216449803,0.441527353,0.478751592,0.777465464,0.662444675,0.447401645,0.326125878,,,,
18.90534167,0.246011763,0.202072843,0.438101391,0.487976873,0.785426733,0.667859795,0.456842084,0.335465594,,,,
18.93315,0.258105429,0.269776881,0.44570184,0.477027956,0.779676785,0.668387239,0.450209336,0.349846324,,,,
18.96093889,0.279285455,0.199393691,0.446143949,0.479751207,0.789734675,0.6734808,0.456961795,0.350506116,,,,
18.98874167,0.260110485,0.192261905,0.447465939,0.490332482,0.788393569,0.675561168,0.456595815,0.361946482,,,,
19.01653333,0.255221755,0.180528176,0.447754465,0.487993744,0.788034146,0.673826277,0.459960939,0.337408158,,,,
19.04433611,0.266165514,0.189106516,0.451682964,0.50006316,0.790346191,0.675774836,0.456120032,0.363846479,,,,
19.07214722,0.254696634,0.215281184,0.445555877,0.475325121,0.795614946,0.683637737,0.462997083,0.368469466,,,,
19.09995556,0.269819044,0.201903412,0.450416594,0.48987998,0.797794755,0.683867847,0.464711364,0.370336758,,,,
19.12776667,0.266675946,0.175205923,0.450499237,0.485191428,0.803382485,0.685441999,0.46912606,0.359166937,,,,
19.15556389,0.253456972,0.213348767,0.457048213,0.485987873,0.809078558,0.689316043,0.4773312,0.373207557,,,,
19.18336667,0.260656928,0.21168392,0.452729043,0.494184215,0.807361144,0.696396546,0.478622152,0.362507995,,,,
19.21117778,0.257083347,0.201833609,0.450806463,0.49744052,0.812643703,0.691547489,0.481046434,0.381993112,,,,
19.23898056,0.260772856,0.20741009,0.455855832,0.486222983,0.816311531,0.697948007,0.48809931,0.360902998,,,,
19.26678056,0.256494917,0.204285428,0.45594068,0.494324834,0.817340633,0.708493833,0.483080296,0.360431807,,,,
19.29458889,0.262721366,0.154213076,0.460597911,0.495455975,0.821403089,0.703203512,0.487215527,0.372075367,,,,
19.322375,0.257221006,0.224131691,0.46155456,0.486963614,0.824499852,0.707878783,0.491421232,0.387831835,,,,
19.35018611,0.271205309,0.221259985,0.457509522,0.490081432,0.827348846,0.708306381,0.497214595,0.38401196,,,,
19.37798056,0.275791258,0.202890506,0.460950547,0.49284457,0.830365127,0.710955273,0.49600642,0.404178175,,,,
19.40578889,0.271434559,0.181998543,0.461274011,0.493278283,0.83464831,0.715001933,0.502565657,0.373548869,,,,
19.4336,0.261027824,0.238200346,0.4633097,0.490999179,0.833737173,0.717185084,0.504288761,0.398203632,,,,
19.46138889,0.265786113,0.223172203,0.462496109,0.500605859,0.841556073,0.726328278,0.501494794,0.411406589,,,,
19.48919167,0.272098162,0.210448467,0.459652164,0.501948778,0.84369914,0.726349932,0.507877954,0.391549506,,,,
19.51698611,0.255987684,0.175567407,0.464397516,0.502547175,0.847764252,0.725065133,0.512446069,0.423726082,,,,
19.54479167,0.282540566,0.203225362,0.461478937,0.504498458,0.849509439,0.729836622,0.519406825,0.430085568,,,,
19.57259444,0.255183195,0.223253664,0.468785795,0.502023021,0.854735181,0.731406608,0.51478549,0.400692521,,,,
19.60038611,0.265687289,0.210492073,0.467680166,0.518643774,0.859662738,0.732616243,0.521361232,0.40446916,,,,
19.62819722,0.264946246,0.182908764,0.47100485,0.50504709,0.860191869,0.741104072,0.523507593,0.401957998,,,,
19.65599444,0.261231537,0.202806642,0.476518973,0.517908073,0.858938673,0.741138191,0.525606009,0.404599187,,,,
19.68379167,0.263720842,0.1827246,0.477562484,0.512724539,0.862106224,0.743194454,0.528342423,0.406915922,,,,
19.71160278,0.266185045,0.176344628,0.47583529,0.513644504,0.867985956,0.750634881,0.527065822,0.418828025,,,,
19.73940833,0.255809496,0.213111749,0.474190654,0.514003752,0.870027852,0.746727951,0.531894988,0.422615875,,,,
19.76721944,0.242257048,0.221317112,0.473582613,0.522949282,0.875815603,0.758604159,0.535690879,0.419204011,,,,
19.79503056,0.293828251,0.190277324,0.476329102,0.516437967,0.879656743,0.75538862,0.53902305,0.429888043,,,,
