Time,M0 - 31.5,M1 - 31.5,M2 - 31.5,M3 - 30C,M4 - 30C,M5 - 28.5C,M6 - 28.5C,M7 - 28.5C
18.46097222,0.977750714,0.527864103,0.962547866,1.12678641,1.270006369,1.545956156,1.310605273,1.613739671
18.48876389,0.988791121,0.529436193,0.972755651,1.139396738,1.275106487,1.554482413,1.316571766,1.623320458
18.51656667,0.979785152,0.532969178,0.977219154,1.13993317,1.282937457,1.561398553,1.323433079,1.628476759
18.54436389,0.988070675,0.539042571,0.973561882,1.143832792,1.28341122,1.567588228,1.32987708,1.641364752
18.57216667,0.994526992,0.539290715,0.980565133,1.153705377,1.296489953,1.581906743,1.346035856,1.645207451
18.59995556,0.997668196,0.542073589,0.980123299,1.149110642,1.294676136,1.583476801,1.346241051,1.656929511
18.62775556,1.005236596,0.54223774,0.991827491,1.161215979,1.306422428,1.593104876,1.349331542,1.66602026
18.65556111,1.005792508,0.544439078,0.988320791,1.161175328,1.317732192,1.592636785,1.356407336,1.663362931
18.68336944,1.010514736,0.549391175,1.002618484,1.172956518,1.317396264,1.599966123,1.357932866,1.691629618
18.71117778,1.013422822,0.553180842,1.001532155,1.17320926,1.324271646,1.60796813,1.375725577,1.684915302
18.73896944,1.016449256,0.549971692,1.014235149,1.189467137,1.33021365,1.61368602,1.375716764,1.703923862
18.76678056,1.018737114,0.555675856,1.00471544,1.188994919,1.337266138,1.621810455,1.387344593,1.714086149
18.79458889,1.028518676,0.554113362,1.025011739,1.187379086,1.336964251,1.631310943,1.387809967,1.709331014
18.8224,1.029466756,0.55801784,1.022290807,1.205831762,1.337955246,1.642641045,1.397898731,1.736565714
18.85019167,1.03282256,0.561733959,1.024564452,1.20178702,1.346915627,1.648351526,1.402505317,1.73835444
18.878,1.029616436,0.566250274,1.033773461,1.21000144,1.36094853,1.648624493,1.397461614,1.750939039
18.90581111,1.042979851,0.562997507,1.026593546,1.21591209,1.361354466,1.661157104,1.407725459,1.746806616
18.93361389,1.045917285,0.562556953,1.035862207,1.223376363,1.368398998,1.670509668,1.417854578,1.756862163
18.96142222,1.047661444,0.566149652,1.046696437,1.22444766,1.375034859,1.667616987,1.422459051,1.772641317
18.98923889,1.050562347,0.571655659,1.040839712,1.234166781,1.395569115,1.685972456,1.427169606,1.764837683
19.01704444,1.059023796,0.573400192,1.046851339,1.233582474,1.396848204,1.681898533,1.429222348,1.79708976
19.04485278,1.0625788,0.573164527,1.054396671,1.244754764,1.400785639,1.702211714,1.445348338,1.79547888
19.07266111,1.066886644,0.575683416,1.055130225,1.246169154,1.403908322,1.696992703,1.447990141,1.801415818
19.10047222,1.068801225,0.577576996,1.053302002,1.260143635,1.40958606,1.708801289,1.455255386,1.825278002
19.12828056,1.073330794,0.584664887,1.069961642,1.264342283,1.418444855,1.726465961,1.46520059,1.814522826
19.15608333,1.081391832,0.584318982,1.071039626,1.271900529,1.425088532,1.726296638,1.462235846,1.827603089
19.18389167,1.083491799,0.5881068,1.073882761,1.272390584,1.426445083,1.73550404,1.482025193,1.839315552
19.21170278,1.085674639,0.592432916,1.072492315,1.279513613,1.437445073,1.73804649,1.473465853,1.856883244
19.23951111,1.092894289,0.594226509,1.081552573,1.287769726,1.442470566,1.746603105,1.481865357,1.853409832
19.26732222,1.095149379,0.597272025,1.082184348,1.297554177,1.448878515,1.763873898,1.489944866,1.869930679
19.29511389,1.100023712,0.599645797,1.092108394,1.296439025,1.456640814,1.759716276,1.493625438,1.893179068
19.3229,1.108301489,0.601596138,1.087956783,1.301838843,1.473667809,1.7660487,1.496441352,1.905068033
19.35070556,1.103174426,0.601507597,1.093475803,1.312116917,1.472940256,1.773706321,1.510953155,1.902962036
19.37851111,1.106355973,0.607080167,1.100136092,1.316943498,1.482342323,1.777680276,1.515005526,1.901489966
19.40630556,1.124902007,0.607346039,1.102636259,1.318962754,1.487354248,1.78899679,1.521821673,1.904776307
19.43411389,1.122649561,0.608384195,1.119279184,1.327533683,1.483952981,1.797818129,1.537453919,1.940706535
19.46191667,1.124136774,0.610247683,1.111215558,1.339493304,1.491545341,1.810381867,1.534915166,1.941020856
19.48970556,1.12028813,0.613155112,1.119342745,1.34135969,1.509360032,1.813641988,1.548950683,1.946595012
19.51751389,1.131264903,0.615342235,1.116954871,1.348373701,1.50572648,1.819001461,1.541500834,1.944968505
19.54531389,1.14122746,0.617383551,1.13028993,1.354873121,1.517502101,1.833171261,1.556355252,1.963718306
19.573125,1.143868872,0.624035078,1.129351923,1.357631463,1.522972922,1.833164335,1.565211846,1.971994469
19.60093333,1.150286988,0.624945757,1.131562138,1.370453268,1.52698333,1.840283483,1.55456058,1.977108564
19.62873056,1.154126672,0.62646669,1.142249877,1.36868353,1.533890087,1.849872974,1.576583062,2.001061386
19.65653889,1.160303223,0.629280692,1.134176485,1.369884808,1.549946295,1.850470167,1.58043385,2.000585753
19.68434722,1.162237327,0.632785356,1.151302071,1.388344275,1.550256027,1.860247386,1.595159735,2.009495427
19.71216111,1.17120109,0.632165229,1.154524104,1.393389061,1.555987566,1.865417476,1.592911799,2.016862154
19.73995833,1.164211669,0.634993627,1.163307449,1.402098617,1.561670815,1.881072674,1.605984365,2.031929502
19.76776111,1.16980582,0.638074449,1.165548404,1.403111835,1.573052686,1.880402442,1.599097884,2.039090628
19.79557222,1.184859927,0.638510041,1.155808199,1.407804689,1.576277861,1.889984994,1.611721854,2.051790255
19.82338333,1.185189539,0.642744579,1.165494607,1.425430048,1.597250033,1.897722979,1.622060459,2.062539235
19.85117222,1.187994703,0.647705683,1.17184234,1.422574507,1.593096719,1.91154286,1.634717685,2.079248579
19.87897778,1.197194173,0.650966927,1.172559069,1.424060344,1.595348163,1.920268005,1.640114754,2.074938017
19.90679444,1.193272007,0.65265224,1.180799473,1.431826583,1.612288202,1.90801349,1.641122474,2.089835192
19.9346,1.204470063,0.653721184,1.184292306,1.448678647,1.620409071,1.920434904,1.647082165,2.083248749
19.96241389,1.210739313,0.658777548,1.196079545,1.451343974,1.621541284,1.935916486,1.654583762,2.093908687
19.99021944,1.2173207,0.654652856,1.199319753,1.463843735,1.629067166,1.927489402,1.659205789,2.114534529
20.01803056,1.215388464,0.660637274,1.208099879,1.466909967,1.629530865,1.945801591,1.664848619,2.139847331
20.04583333,1.224942194,0.663230346,1.212385292,1.475352047,1.64890387,1.953033747,1.687905878,2.127880668
20.073625,1.229204526,0.664765792,1.211904242,1.483958993,1.657058448,1.96572049,1.684515325,2.14396581
20.10143056,1.233147846,0.670733919,1.222557918,1.493502811,1.653410732,1.974821899,1.685911243,2.157229403
20.12923333,1.243940418,0.672714811,1.230950402,1.493675153,1.672045291,1.980639892,1.696094747,2.156923545
20.15703333,1.245367856,0.672727379,1.224509719,1.507254736,1.665390466,1.976512019,1.696554425,2.16738212
20.184825,1.252455277,0.674614442,1.231183247,1.506546891,1.671739043,1.999827847,1.703787349,2.179104593
20.21263056,1.250378203,0.678421609,1.231495286,1.515864907,1.682092725,1.99301965,1.713329389,2.182553917
20.24043889,1.260687541,0.682547388,1.232554038,1.526092479,1.698795928,1.998738761,1.715928006,2.192166848
20.26823333,1.271530801,0.68277505,1.251809346,1.535106536,1.696842801,2.004676094,1.736287556,2.210237704
20.29602222,1.269338188,0.692770528,1.249292388,1.539614037,1.707846745,2.023300693,1.738702069,2.231013297
20.32383056,1.283327384,0.688083191,1.244944009,1.548889226,1.722819588,2.025665103,1.73813726,2.22084724
20.35163611,1.277379204,0.693212812,1.26075796,1.551730643,1.722257313,2.027188289,1.749020243,2.250574048
20.37944722,1.287180066,0.696707535,1.258571929,1.564254417,1.716874817,2.030623037,1.761558535,2.254185243
20.40725833,1.296503592,0.697075639,1.264931679,1.577451603,1.73494477,2.04131945,1.75405837,2.252181081
20.43506667,1.294723012,0.702137673,1.27521181,1.580227876,1.747038189,2.049657226,1.771542222,2.274022924
20.46287778,1.299951452,0.704405977,1.277931553,1.582470731,1.745929499,2.069259738,1.780535148,2.285556839
20.49067222,1.306626662,0.704229164,1.283480168,1.594814723,1.755913011,2.059924106,1.786532564,2.29081033
20.518475,1.309709893,0.707462244,1.296576066,1.599483672,1.757247906,2.065128242,1.791495184,2.283988676
20.54629167,1.317438063,0.710305816,1.294076243,1.615002397,1.776957474,2.074010875,1.803464824,2.309418929
20.57409722,1.323694733,0.7106012,1.294269467,1.616951938,1.787612824,2.083526381,1.805611345,2.303186465
20.60189444,1.324700475,0.713087624,1.311195724,1.629250501,1.789691019,2.091785331,1.813231988,2.33384365
20.62970556,1.337106873,0.714614017,1.312828756,1.637759835,1.791350659,2.092346133,1.807324682,2.332870077
20.65751389,1.345827363,0.721901999,1.313817902,1.638388991,1.805725114,2.100409105,1.823368935,2.341593787
20.68530556,1.348207771,0.722105384,1.316706115,1.65541012,1.811104528,2.104806536,1.839336407,2.366854607
20.71311667,1.356048328,0.728168358,1.322177873,1.665999604,1.819946991,2.112780754,1.841852859,2.369717488
20.74091111,1.355861607,0.73138647,1.331385301,1.677609415,1.812406766,2.121305777,1.842014619,2.388715044
20.76869722,1.36700703,0.728492675,1.340159865,1.676372649,1.826531845,2.132429278,1.847015871,2.381955613
20.79650833,1.371772499,0.735165851,1.352978703,1.688666347,1.82919694,2.130272704,1.855333598,2.408405445
20.82431111,1.380747549,0.739991,1.348074858,1.690500998,1.823035369,2.134248427,1.86497562,2.403416846
20.85210556,1.383364256,0.741545898,1.364760583,1.701765447,1.84269909,2.146811651,1.871932484,2.411088785
20.87991389,1.400173522,0.745205923,1.367736614,1.712547277,1.849476149,2.150455274,1.877537623,2.418474107
20.90771389,1.389495162,0.744100808,1.377104021,1.714373816,1.865552688,2.154519142,1.888543682,2.440916973
20.93550556,1.399173579,0.753606633,1.377680051,1.725724525,1.872892368,2.1585781,1.897381456,2.458338601
20.96330556,1.408330173,0.75409389,1.372014435,1.735323469,1.875276269,2.166968074,1.91225462,2.466630544
20.99111389,1.409865659,0.759962904,1.386903758,1.741790585,1.891195073,2.169605247,1.901068017,2.475179282
21.01891389,1.422255269,0.762910984,1.395871202,1.75961327,1.895032222,2.165888546,1.905967575,2.476435256
21.04672222,1.428013485,0.761582225,1.392013854,1.757551434,1.895247054,2.202456828,1.922123866,2.477231908
21.07451944,1.432339944,0.765705951,1.397573269,1.7770582,1.90635245,2.189611705,1.921076332,2.499729717
21.10230556,1.438508273,0.770538048,1.411419462,1.780632777,1.903387243,2.205173434,1.928543099,2.519085052
21.13011667,1.443897683,0.769558038,1.413538059,1.79403541,1.918900036,2.201466354,1.93894644,2.5103217
21.15792778,1.446481648,0.773807026,1.419598191,1.798909704,1.926317889,2.214201886,1.941005266,2.531434384
21.18571667,1.454564705,0.774799869,1.429979804,1.81850365,1.935876806,2.220591811,1.954794862,2.534163885
21.21352778,1.459113321,0.779200885,1.438988036,1.815594362,1.9370107,2.229525612,1.958000907,2.542545932
21.24133611,1.459927947,0.783865371,1.443063427,1.826825931,1.950304407,2.22912676,1.956707257,2.555247821
21.26913889,1.470139246,0.781677582,1.437883049,1.840460479,1.948437692,2.232964451,1.974257858,2.568043264
21.29693333,1.479719864,0.788482752,1.441259999,1.837259962,1.958576751,2.240558128,1.96673146,2.605817452
21.324725,1.483211346,0.794738367,1.456718711,1.848278145,1.973519838,2.261470823,1.988639418,2.599061853
21.35251389,1.49696004,0.793641427,1.46564853,1.855245229,1.984975603,2.258899405,1.99250966,2.603869671
21.38032222,1.505189943,0.792249012,1.464942,1.856881314,1.979901364,2.258549671,2.001480944,2.61545803
21.40811944,1.496943464,0.800159463,1.467685623,1.867564609,1.997595184,2.26687565,2.003963786,2.62971362
21.43593056,1.507942471,0.810400209,1.48166509,1.881381056,2.005603883,2.262881393,2.011024904,2.619846879
21.46373889,1.516612264,0.813931241,1.483872795,1.891153522,1.98906251,2.287814697,2.010374506,2.645653327
21.49153611,1.522900599,0.808385015,1.507137731,1.900535175,2.019261578,2.283238004,2.012207666,2.648706845
21.51934167,1.525742948,0.815431298,1.498351692,1.918077034,2.020088248,2.29136144,2.034533356,2.67744545
21.54713333,1.53610944,0.813675652,1.502254102,1.924982502,2.030727236,2.301069095,2.048752572,2.675317239
21.57494444,1.548542315,0.821742588,1.517737344,1.923411632,2.027566262,2.296582911,2.053712205,2.693159162
21.60273333,1.551359788,0.82058705,1.518651224,1.940891143,2.032513362,2.30223152,2.046753711,2.693196568
21.63053333,1.553844697,0.82553445,1.520508767,1.93879614,2.044003912,2.311407602,2.056624167,2.71024561
21.65834444,1.563758211,0.830286715,1.531013322,1.944206291,2.053469914,2.324386828,2.053221421,2.715723768
21.68614722,1.580762682,0.829722954,1.531620826,1.965776096,2.069930057,2.328659126,2.06870748,2.714013648
21.71395278,1.582936492,0.833558166,1.538027234,1.963493035,2.064310323,2.338860474,2.078414358,2.738787977
21.74175,1.581902202,0.836121196,1.555122737,1.971867462,2.067209719,2.340069788,2.084022688,2.758421627
21.76955278,1.5880684,0.839059936,1.548088979,1.976272393,2.072178332,2.349635394,2.092650634,2.770406616
21.79736389,1.595758931,0.84395533,1.555598853,1.987577569,2.081705002,2.355994454,2.089579382,2.766927544
21.82517222,1.604255104,0.848808997,1.550740512,2.009140855,2.090038222,2.361285885,2.098074988,2.810251128
21.85295833,1.613822656,0.85216174,1.562999159,2.001831894,2.091685303,2.370272435,2.108721755,2.804204111
21.88075556,1.61979995,0.84998691,1.567966775,2.017573424,2.115402,2.388138033,2.117993525,2.81737323
21.90855278,1.625664336,0.857223923,1.57993339,2.030539418,2.109395459,2.38182488,2.117935817,2.811957088
21.93635,1.639038644,0.861858353,1.574044559,2.030513945,2.126198814,2.385567872,2.121247594,2.855423448
21.96413889,1.63804966,0.859859664,1.583363085,2.043806874,2.126960932,2.392262009,2.148076166,2.838075342
21.99195,1.637596237,0.871818591,1.606359833,2.045766028,2.12010317,2.402885337,2.150321525,2.847987063
22.01974444,1.660005341,0.871136219,1.602910679,2.061963379,2.142456859,2.402918297,2.16007132,2.856741588
22.04755278,1.657618246,0.874010525,1.622030535,2.064556202,2.14621049,2.393984037,2.156078134,2.869919535
22.07536667,1.662202718,0.878839207,1.612885004,2.075311048,2.157143979,2.408919364,2.16008706,2.899074476
22.103175,1.668231213,0.881172617,1.624874485,2.088696173,2.162481673,2.430198051,2.171919995,2.880759461
22.13096944,1.675959222,0.882170378,1.622291884,2.087810824,2.166391936,2.43239368,2.169599272,2.906142562
22.15877778,1.683074677,0.885602438,1.637776611,2.098152627,2.180955668,2.440851578,2.178484356,2.902180216
22.18657222,1.691911805,0.888638649,1.635181205,2.10647032,2.172165558,2.447598894,2.186644488,2.915321195
22.21436111,1.69949436,0.890354843,1.653354134,2.120943739,2.185999688,2.456163709,2.200408376,2.932876663
22.24216944,1.716295988,0.898937865,1.644125493,2.115240056,2.193793955,2.458442189,2.201355676,2.947136869
22.26996389,1.715273842,0.904447342,1.663995395,2.1253656,2.199024527,2.454363678,2.198612299,2.962335015
22.29776944,1.726149132,0.898877253,1.670783999,2.132406124,2.204639626,2.465741314,2.207577455,2.975665362
22.32558056,1.728668485,0.903438471,1.667304532,2.144721258,2.211865575,2.478706979,2.214424404,2.998258581
22.35339167,1.734671117,0.916566388,1.682118587,2.161547634,2.211842704,2.476907135,2.21901012,2.995366077
22.38118333,1.74312672,0.914256291,1.689573823,2.168281362,2.229623582,2.482013721,2.224802446,2.999633462
22.40898611,1.756223187,0.916546992,1.697449401,2.16996779,2.249773452,2.494276966,2.234916437,3.018545489
22.43679722,1.758852242,0.923376319,1.708192096,2.174700735,2.235086326,2.493752115,2.24054204,3.043032841
22.46460833,1.758335569,0.923045729,1.70945776,2.18084675,2.250132859,2.501882425,2.235234432,3.052002364
22.49241389,1.768537789,0.933073358,1.715983499,2.183943074,2.264344567,2.502847389,2.256967243,3.040802273
22.520225,1.777406542,0.935507425,1.720025043,2.192941765,2.263443528,2.514914721,2.264693464,3.052780312
22.54801667,1.780490524,0.931674657,1.731861762,2.210646068,2.262705894,2.516860884,2.257596296,3.065008925
22.575825,1.796877124,0.941487169,1.741971766,2.227149707,2.269238827,2.527657856,2.282548187,3.106625142
22.603625,1.795289362,0.945092521,1.731537644,2.229337504,2.284268555,2.543117128,2.278237925,3.087448472
22.63142778,1.806209803,0.947163279,1.739418622,2.23491803,2.29043146,2.544588847,2.292834132,3.099131572
22.65923333,1.816869425,0.952526782,1.747688041,2.234510387,2.295874801,2.548626716,2.280202123,3.11345893
22.68703611,1.811505751,0.952618824,1.76429754,2.277387689,2.297978357,2.546650433,2.314150946,3.124014105
22.71484444,1.830813331,0.954663657,1.757783669,2.251983945,2.309987625,2.572685368,2.314776138,3.146026522
22.74263333,1.842261654,0.959132913,1.782915306,2.264505039,2.320822378,2.555704231,2.318632067,3.1642368
22.77043611,1.844868446,0.964081936,1.779298453,2.267911057,2.319965058,2.574762729,2.318558622,3.168364502
22.79825,1.855971008,0.968260115,1.777874444,2.286925452,2.326548337,2.57589611,2.318938622,3.185307365
22.82606111,1.852097102,0.975382324,1.78947537,2.281909443,2.33186577,2.586800668,2.333507497,3.203400974
22.85385833,1.862493485,0.97906701,1.797517795,2.298833932,2.333214298,2.598541137,2.340537041,3.207672459
22.88166944,1.876468032,0.977912778,1.805673515,2.299635048,2.353948688,2.603868131,2.356632526,3.242102498
22.90948056,1.878939079,0.986003466,1.806404471,2.326010286,2.373258556,2.600079007,2.35121955,3.222621367
22.93726944,1.891107172,0.995281569,1.819215733,2.310971925,2.347581134,2.611927646,2.354501049,3.242986048
22.965075,1.895585898,0.990319035,1.832569562,2.330569915,2.376994972,2.621239025,2.367187924,3.235056061
22.99288333,1.902980898,0.996437772,1.831810736,2.330169783,2.38785877,2.620670243,2.367939737,3.251975474
23.02066944,1.916442583,1.000325173,1.856617277,2.344026717,2.390237315,2.633932192,2.387152388,3.274848484
23.04848056,1.92405752,1.000656957,1.865250886,2.335154171,2.384022145,2.643428856,2.384886839,3.274769645
23.07628333,1.937023139,1.003305188,1.858187282,2.360154881,2.407527499,2.636137385,2.386489634,3.317204577
23.10408889,1.934720114,1.00862844,1.878539981,2.368923849,2.416308903,2.645636261,2.401906553,3.291551242
23.13188056,1.93334252,1.016306182,1.87660391,2.378502798,2.406077089,2.667823266,2.414957817,3.32955864
23.15969167,1.941652097,1.021630247,1.880655828,2.376284897,2.423728781,2.655803289,2.411513305,3.330488676
23.18750278,1.958476124,1.023473125,1.89367791,2.396342506,2.431311691,2.663796054,2.409548145,3.360943142
23.21529167,1.955915251,1.025894782,1.890832289,2.388661888,2.438754977,2.673628183,2.422440423,3.352934447
23.24308056,1.974042349,1.027103283,1.906740322,2.411218544,2.449377178,2.675351343,2.430580772,3.399164198
23.27086944,1.981613228,1.031511042,1.913524205,2.409490775,2.45507069,2.687601558,2.440350303,3.375877941
23.298675,1.983343375,1.039551653,1.911979808,2.420887342,2.453516289,2.692909104,2.434157497,3.386891126
23.32648056,1.993976257,1.039132901,1.944866757,2.428310028,2.469688296,2.698885806,2.446507396,3.419816194
23.354275,2.000547059,1.046664074,1.945350817,2.453466552,2.458629661,2.723604691,2.45295629,3.428100609
23.38206944,2.016704019,1.049388443,1.945541498,2.444350677,2.493121781,2.711426081,2.450134426,3.421806777
23.40988056,2.013244053,1.058086415,1.940943853,2.457408444,2.474814168,2.71148167,2.466848663,3.441859546
23.43766667,2.022277954,1.060517143,1.945797384,2.474903852,2.484954972,2.727280724,2.46767485,3.451375384
23.46546111,2.025658541,1.060966023,1.959660223,2.468487421,2.490833434,2.724814141,2.473483494,3.462136678
23.49327222,2.036743916,1.071412721,1.964467937,2.470504168,2.498842637,2.731581288,2.488152728,3.491520521
23.52107222,2.044401585,1.077319164,1.980906519,2.493418078,2.511915553,2.738372986,2.499610358,3.510550544
23.54887778,2.047947914,1.080952335,1.975834436,2.495366993,2.510855372,2.755903732,2.492795096,3.510522587
23.57668889,2.060165844,1.081235045,1.991271297,2.497883794,2.518605057,2.754050555,2.513410209,3.516066602
23.60448611,2.070351021,1.086274714,2.006324352,2.51684002,2.53305512,2.758456207,2.523986429,3.547979926
23.63229722,2.087305833,1.099572195,2.00941972,2.528870799,2.545606644,2.767988279,2.512928592,3.549080931
23.66010278,2.07876027,1.091634195,2.024131544,2.534640064,2.536469079,2.780239589,2.533204498,3.550291926
23.68790556,2.087504232,1.096312626,2.028234873,2.546874188,2.548362289,2.787454563,2.534145058,3.594990825
23.71571944,2.092345229,1.101791506,2.030354969,2.54154902,2.561608839,2.775698838,2.550176405,3.590223606
23.74352778,2.109465472,1.117073757,2.037489537,2.550635262,2.562953801,2.785470716,2.537137867,3.588904218
23.77131667,2.115676567,1.114237605,2.053905505,2.564755971,2.559917473,2.798614167,2.557468715,3.62398858
23.79911667,2.115508296,1.12348765,2.061226331,2.57354998,2.574490275,2.803833682,2.562212847,3.627625262
23.82692778,2.121571071,1.112904086,2.07958906,2.577433945,2.578629068,2.801187567,2.564369111,3.644886705
23.85473889,2.131492073,1.133880438,2.08069688,2.594796523,2.593034852,2.813167966,2.575513454,3.6313171
23.88252778,2.141869029,1.126558346,2.085261876,2.596448291,2.594776429,2.821265566,2.584384986,3.653653915
23.91031389,2.15826726,1.13491531,2.084943658,2.611362473,2.609402978,2.819238645,2.585327216,3.665019165
23.93811944,2.150192151,1.139602716,2.091216782,2.617151484,2.603977148,2.825302765,2.585295792,3.717885649
23.96592778,2.162706868,1.140855279,2.129729964,2.611859862,2.609967442,2.824663409,2.592839608,3.696913285
23.99373611,2.164225727,1.149746085,2.123432103,2.63225153,2.629166995,2.853562978,2.612275591,3.717751338
24.02154444,2.174062404,1.154059416,2.114802475,2.638290231,2.638701829,2.863481084,2.613042056,3.724294005
24.04935278,2.182778853,1.157599536,2.137280026,2.650692017,2.654546619,2.870446235,2.614079418,3.769979305
24.07716111,2.199187276,1.160942783,2.144002002,2.65129447,2.648760872,2.872537996,2.626728425,3.755031907
24.10496111,2.20276034,1.170171797,2.154934327,2.66157029,2.65005323,2.878275126,2.624760648,3.783676026
24.13275,2.222947489,1.171081761,2.144593082,2.673960222,2.657788522,2.885533861,2.646164519,3.821467194
24.16056111,2.219907339,1.174751751,2.170320372,2.675050789,2.673406881,2.892686902,2.65080324,3.803093868
24.18837222,2.232972834,1.175825172,2.179240186,2.688718808,2.670158628,2.892655499,2.649209037,3.825693594
24.21618333,2.237501438,1.189328374,2.182133868,2.702119304,2.698040178,2.898484846,2.666028415,3.810242658
24.24398611,2.24652856,1.189332761,2.179923047,2.695756088,2.681347491,2.908021246,2.666522355,3.822973279
24.27178056,2.243739742,1.199645502,2.192246255,2.715500632,2.696714662,2.916178118,2.682627816,3.871924822
24.29958056,2.258183653,1.201929044,2.22227652,2.716010645,2.700752672,2.918411826,2.670134666,3.877872955
24.3274,2.25856528,1.20726099,2.224324918,2.724491625,2.713676508,2.934128633,2.668636042,3.879297925
24.35520556,2.273666846,1.215137383,2.226398525,2.741638525,2.710268872,2.937136079,2.69049568,3.876333963
24.38300833,2.274771878,1.221381482,2.251103679,2.73752468,2.728900254,2.940988025,2.694209294,3.904716827
24.41081667,2.30003756,1.223348719,2.253933244,2.750163058,2.74361329,2.944773586,2.703302283,3.928914457
24.43860833,2.287623195,1.227101257,2.256786786,2.758872198,2.733059489,2.951718628,2.722703672,3.927393455
24.46642222,2.306355729,1.236315034,2.271990205,2.777214802,2.738770387,2.960197141,2.706005291,3.929000469
24.49421944,2.305233747,1.242450371,2.280729489,2.783381898,2.748553601,2.984533856,2.729368188,3.941195009
24.52202778,2.314350472,1.251785963,2.282096854,2.779247529,2.762194332,2.974169438,2.708097761,3.947457595
24.54983333,2.311753557,1.245455362,2.290629682,2.807909248,2.760717841,2.99157448,2.739856379,4.001068459
24.57762222,2.333760615,1.250403821,2.303733639,2.828699339,2.760066544,2.981284731,2.745927852,3.989843051
24.60541111,2.34440513,1.259628955,2.312520217,2.827225277,2.784778905,2.99241227,2.743143177,4.007551198
24.63321389,2.332557857,1.266900526,2.310548831,2.841776198,2.792908434,2.999609464,2.747614772,4.048565229
24.66102222,2.347277869,1.272168585,2.315132326,2.843228047,2.7870271,3.014201612,2.762869882,4.03527605
24.68883333,2.353241791,1.270520297,2.34169645,2.868502249,2.802676392,3.002831707,2.780125564,4.053507232
24.71664167,2.366620487,1.276401118,2.353601408,2.865464658,2.799633897,3.01503173,2.764622998,4.061870099
24.74443889,2.371520105,1.276235972,2.360912809,2.884409786,2.810338118,3.022379045,2.768017895,4.085695288
24.77223889,2.376841896,1.288183452,2.373538461,2.892861787,2.816249624,3.038941357,2.788263687,4.099311832
24.80003611,2.395282603,1.295590274,2.386081904,2.928161364,2.826972784,3.042275976,2.792372285,4.087269281
24.82784722,2.40500431,1.308591773,2.399905574,2.936260945,2.834723863,3.048142599,2.794778197,4.11303838
24.85565556,2.404150398,1.308694637,2.404616271,2.952445041,2.834752889,3.043223671,2.798259509,4.142900283
24.88346111,2.41058495,1.310787241,2.407626518,2.951581431,2.853534559,3.063392527,2.808982199,4.160621271
24.91125278,2.419331929,1.318129038,2.409321958,2.962376656,2.855987979,3.064281798,2.82459337,4.180623059
24.93903889,2.438670358,1.325679562,2.426691392,2.994098015,2.849586847,3.06268543,2.825812314,4.182354266
24.96685,2.438610106,1.327374312,2.439159032,3.019927664,2.84879701,3.084072359,2.83558259,4.185960919
24.99465556,2.453874272,1.334857357,2.446684936,3.008645459,2.879162386,3.088486195,2.827632855,4.189570588
25.02245,2.457074401,1.339831266,2.461159246,3.027783051,2.885843455,3.096344712,2.832542825,4.230330787
25.05024722,2.463088433,1.347521518,2.46717657,3.041858117,2.893056545,3.107854999,2.850439366,4.222807683
25.07804722,2.472229925,1.35996389,2.465370039,3.041877545,2.900511405,3.098127228,2.860494587,4.219132201
25.10583333,2.482996148,1.357049327,2.481527019,3.067024668,2.909673846,3.107878182,2.857918021,4.243394649
25.133625,2.48720296,1.364675845,2.500449501,3.07348374,2.8996589,3.116761522,2.86362401,4.256697519
25.16141389,2.500905634,1.36780103,2.532605323,3.078921035,2.89972159,3.136690865,2.892998736,4.277825356
25.18922222,2.498533896,1.38043122,2.518365275,3.104123622,2.911430241,3.15059131,2.883330419,4.326915547
25.21702222,2.511626136,1.387062943,2.525195927,3.134776292,2.931652472,3.132149854,2.895601858,4.307078085
25.24482778,2.506694213,1.386748832,2.526677514,3.139500093,2.950629346,3.154156317,2.897590296,4.335006479
25.27263056,2.527749326,1.388437029,2.526678871,3.163182877,2.953210003,3.14308485,2.906090234,4.325027854
25.30043889,2.525690642,1.400922208,2.548106498,3.142363539,2.928247176,3.157924039,2.919336955,4.367428549
25.32824444,2.538265079,1.406430861,2.567515504,3.177053725,2.954130189,3.163474501,2.934782204,4.369369301
25.35603611,2.540599582,1.405737542,2.57789739,3.175070742,2.972571084,3.169997351,2.930790845,4.369320475
25.383825,2.547093245,1.415934378,2.573705889,3.201394795,2.962075771,3.186099649,2.946316562,4.425684542
25.41161667,2.558285563,1.421837995,2.605459588,3.21489239,2.982374363,3.188009801,2.93071428,4.398311839
25.439425,2.572375286,1.429255892,2.583125763,3.252906181,2.981478303,3.203379547,2.947072865,4.41931247
25.46723333,2.576347775,1.438106197,2.61087315,3.264811799,2.985123335,3.197708859,2.961483084,4.421512982
25.495025,2.585743783,1.444190088,2.622303852,3.268080479,3.0041032,3.198561847,2.949088529,4.43838814
25.52281389,2.598481429,1.4465206,2.623468692,3.290104134,2.998701467,3.212202012,2.965649927,4.447155541
25.55060556,2.591581147,1.45392662,2.640009761,3.310198205,3.00228858,3.205371129,2.961566434,4.436292715
25.57841111,2.607608538,1.455830125,2.656368663,3.302226234,2.998684939,3.23383711,2.967811705,4.492673904
25.6062,2.614110808,1.468653798,2.662102198,3.307843054,3.022573227,3.234851956,2.970628719,4.483884487
