Time,M0 - 3%,M1 - 3%,M2 - 1%,M3 - 1%,M4 - 6%,M5 - 6%,M6 - 8%,M7 - 8%
0.528272222,-0.017234605,0.148486952,0.048345473,0.134754616,0.07724423,0.176124225,0.045764207,-0.127223556
0.556080556,-0.01178213,0.047855996,0.059625662,0.141222896,0.079473777,0.169064765,0.034820063,-0.171748322
0.583891667,-0.004798723,0.156052056,0.055812941,0.138029458,0.077401049,0.17744248,0.052864098,-0.164444297
0.6117,-0.007681457,-0.007876014,0.059750381,0.13547319,0.078646608,0.17656125,0.031929249,-0.153395824
0.639511111,-0.013587316,-0.083588677,0.065650177,0.134576562,0.076534124,0.167000056,0.041994185,-0.152761756
0.667322222,-0.01728129,-0.16564158,0.043026232,0.141177733,0.080864124,0.168010902,0.035223543,-0.132907334
0.695108333,-0.01504454,-0.176239677,0.053350713,0.137164021,0.080110619,0.170778391,0.055229213,-0.138074343
0.722913889,-0.006566445,-0.166964482,0.062826293,0.139762163,0.081277057,0.175486351,0.053590804,-0.14778614
0.750702778,-0.007680286,-0.173320778,0.047762055,0.136524083,0.077805459,0.175402244,0.059347819,-0.139224076
0.778513889,-0.001431641,-0.176368278,0.025858093,0.133455303,0.075763073,0.164147024,0.037261579,-0.124230682
0.806305556,-0.013505174,-0.179397249,0.043083158,0.136824472,0.075567786,0.162153826,0.040309973,-0.153097733
0.834116667,-0.002164959,-0.174205059,0.056717558,0.140679751,0.077390624,0.172712685,0.059346767,-0.15254212
0.861905556,0.004592157,-0.099036772,0.050956998,0.138122535,0.074551708,0.172870081,0.057604786,-0.116800713
0.889711111,0.007999102,-0.128953264,0.047941171,0.140102241,0.077554984,0.161018065,0.057580667,-0.108966281
0.917519444,0.007263,-0.055426887,0.046414668,0.13902204,0.080188324,0.159008597,0.046872644,-0.120484152
0.945311111,0.003158893,-0.060040937,0.04191064,0.139293035,0.076097785,0.16573732,0.053009419,-0.15960731
0.973122222,-0.000916776,-0.054524847,0.04790583,0.140692187,0.080010204,0.162656893,0.054696665,-0.109354897
1.000908333,-0.00226902,-0.062394388,0.053906319,0.139817719,0.075732548,0.169697224,0.041962867,-0.162342181
1.028716667,-0.011637181,-0.056408931,0.058918549,0.140601097,0.065793153,0.162785224,0.034454655,-0.105199116
1.056505556,-0.017847668,-0.054211171,0.042564864,0.135841343,0.075842492,0.15085283,0.036435695,-0.14669847
1.084316667,-0.010954806,-0.053463014,0.026155532,0.142015549,0.05701683,0.155889637,0.059956868,-0.145987534
1.112108333,-0.017706632,-0.061191263,0.027326672,0.138699004,0.064094507,0.167426693,0.041600887,-0.109130563
1.139916667,-0.033175657,-0.050079255,0.04051034,0.138952881,0.069213291,0.146453228,0.061814357,-0.104671057
1.167713889,-0.02285931,-0.064096759,0.041602849,0.137124583,0.075359796,0.163786476,0.057872156,-0.099920304
1.195522222,-0.028266252,-0.060283042,0.028500562,0.139209749,0.072029609,0.166303073,0.039358535,-0.150751349
1.223330556,-0.04515769,-0.061063556,0.047731329,0.139908644,0.074232124,1.69E-01,0.060153526,-0.135572132
1.251133333,-0.034528581,-0.061321486,0.041157348,0.137019698,0.071382215,0.164443655,0.051070832,-0.147956443
1.278941667,0.011988585,-0.057487586,0.033273168,0.135378546,0.070345258,0.166394923,0.054582201,-0.13993593
1.306733333,0.006672052,-0.05703345,0.04410537,0.139460949,0.074894344,0.165231952,0.057973985,-0.109202389
1.334544444,0.014171536,-0.057349131,0.035311363,0.141112549,0.073938553,0.15291916,0.059669864,-0.145196755
1.362330556,0.011228515,-0.053433957,0.031442518,0.138713892,0.073462129,0.167303577,0.056622198,-0.11872772
1.390138889,0.026342903,-0.039671824,0.045664632,0.139894205,0.069547329,0.148521238,0.043201944,-0.139953516
1.41795,0.001797519,-0.06445588,0.040889491,0.139229546,0.073555448,0.152268263,0.062662434,-0.135584423
1.445747222,0.007626264,-0.047046466,0.040962507,0.135754011,0.072252652,0.147451332,0.060367648,-0.119851374
1.473558333,0.015681081,-0.05054286,0.040886908,0.138752928,0.074152109,0.16111495,0.05794195,-0.102095094
1.501355556,-0.001235078,-0.018398641,0.047562058,0.141023128,0.076379738,0.14995036,0.063133049,-0.114508591
1.529144444,-0.006408582,-0.030385776,0.031670899,0.136246881,0.069737283,0.15660751,0.053818141,-0.134443467
1.556952778,-0.002671843,-0.046826442,0.036364872,0.1375944,0.06703408,0.150062791,0.06119446,-0.130549335
1.584738889,-0.005284589,-0.025321355,0.039783461,0.140391446,0.072192558,0.154126501,0.041386346,-0.134110435
1.61255,-0.002854754,0.006371402,0.037924217,0.138651661,0.062510349,0.163185967,0.040972465,-0.126378296
1.640341667,0.004737939,0.019957349,0.037027241,0.139540536,0.075203593,0.166572935,0.047404075,-0.088267685
1.668152778,0.012764244,0.000198628,0.03400265,0.142613477,0.057720043,0.162317621,0.048655011,-0.124342467
1.695955556,0.007082662,0.010773768,0.039867072,0.143584945,0.066232151,0.167932844,0.060150829,-0.087964836
1.723763889,-0.035087903,-0.005160397,0.039734226,0.142114437,0.070412508,0.160710376,0.049757746,-0.089195405
1.751572222,-0.034328785,0.028231696,0.038550157,0.140282237,0.07241483,0.163897644,0.04944581,-0.118321477
1.779391667,-0.033425187,0.037043301,0.039735354,0.142322326,0.068477254,0.144948825,0.060878806,-0.132708512
1.807180556,-0.040640401,0.050187904,0.039793373,0.144851482,0.069633976,0.160941413,0.05671788,-0.087180397
1.834986111,-0.026655121,0.060939705,0.040610459,0.135687552,0.072126301,0.154313775,0.068947411,-0.132512265
1.862788889,-0.024016576,0.070738901,0.035731994,0.139945065,0.065822579,0.150761536,0.06250432,-0.107151802
1.890591667,-0.006692717,0.092326656,0.037024838,0.137644042,0.058830314,0.154003172,0.057083499,-0.117383008
1.918380556,-0.007602793,0.120389459,0.040131824,0.139958818,0.065056999,0.154770844,0.065616919,-0.117016254
1.946177778,-0.005257774,0.09677758,0.044520934,0.137925374,0.067944796,0.159297168,0.044970545,-0.090365353
1.973988889,-0.011641501,0.051670222,0.035267534,0.136606413,0.071246421,0.160881988,0.056966293,-0.121666698
2.001791667,-0.003115117,0.093458781,0.04009178,0.142535686,0.067656667,0.158765918,0.062371428,-0.123009882
2.029602778,-0.025898674,0.04182193,0.040442464,0.139824337,0.062526366,0.151772617,0.059260601,-0.126359398
2.057394444,-0.02045703,0.105782463,0.041638241,0.140882934,0.064015087,0.148289832,0.065741883,-0.120044018
2.0852,-0.010275041,0.095263414,0.045442174,0.141043826,0.064030931,0.154506023,0.045098853,-0.137553016
2.112994444,-0.022059666,0.121553102,0.036572134,0.138381643,0.067930866,0.145648974,0.065785328,-0.127949957
2.140794444,0.005898389,0.122186179,0.049764693,0.141419828,0.07041558,0.155325934,0.058275426,-0.126473138
2.168586111,-0.012054362,0.092727842,0.041267571,0.138857266,0.067503207,0.146986431,0.062999319,-0.124905491
2.196377778,-0.01568085,0.110954117,0.050564663,0.142156338,0.07067786,0.150374299,0.063383265,-0.093533918
2.224177778,-0.003740111,0.11526528,0.047261337,0.142481334,0.071209406,0.143410004,0.070743867,-0.145036836
2.251986111,-0.023974681,0.107269575,0.062101158,0.142465553,0.067560508,0.151866833,0.059374137,-0.09106303
2.279783333,-0.027377408,0.094311213,0.03818793,0.144745023,0.074095151,0.151715038,0.04861281,-0.127707944
2.307588889,0.004926683,0.086598936,0.062377807,0.145134382,0.065664497,0.16615392,0.066858965,-0.114582237
2.335397222,-0.005070983,0.072364807,0.061326043,0.142106488,0.073396021,0.162582616,0.058040229,-0.123395214
2.363211111,0.016314734,0.089771396,0.051373971,0.143687877,0.067110484,0.163877424,0.064479759,-0.104754833
2.391019444,0.002599658,0.095292175,0.059108597,0.143858878,0.071678465,0.148301823,0.050635146,-0.10673036
2.418827778,0.006022132,0.101146975,0.059324678,0.145385626,0.067660801,0.160489773,0.049843263,-0.129157876
2.446638889,-0.0043602,0.102834174,0.055605984,0.143140826,0.073208667,0.154037242,0.066426813,-0.125600123
2.474438889,0.014050061,0.081704386,0.055426314,0.142263308,0.072809878,0.138600954,0.050014029,-0.131827357
2.502233333,0.015092755,0.099997549,0.064231326,0.145517976,0.066234084,0.139075637,0.063937844,-0.114388453
2.530025,0.017225434,0.111796494,0.05527171,0.142106509,0.066377491,0.149096528,0.057731146,-0.094208429
2.557836111,0.02639264,0.0992146,0.053873913,0.145643608,0.072691825,0.159694825,0.047589119,-0.096430301
2.585633333,-0.007001899,0.105036966,0.058665356,0.140878205,0.070724924,0.142230794,0.062761824,-0.087189153
2.613427778,0.021621945,0.121800729,0.0617665,0.152660149,0.070791509,0.150384858,0.053038048,-0.111848945
2.641216667,0.009737167,0.123647166,0.058996273,0.142809577,0.068961083,0.143022167,0.044668632,-0.085080909
2.669027778,-0.00500108,0.108414754,0.059982179,0.144124858,0.070560405,0.145982528,0.060332301,-0.113061189
2.696830556,0.017946475,0.095910842,0.056035393,0.143201153,0.070841665,0.140699104,0.062152429,-0.107321449
2.724619444,-0.001026073,0.122289428,0.053866123,0.145065227,0.071153493,0.149488349,0.059733749,-0.082809709
2.752422222,0.024506016,0.115219247,0.058321072,0.146931077,0.07444226,0.144032426,0.063059001,-0.081983475
2.780230556,-0.000383426,0.133118337,0.048057337,0.147012747,0.072848092,0.157384492,0.050962606,-0.083770924
2.808027778,0.012622739,0.107540663,0.055370263,0.142923453,0.07130287,0.141655083,0.06467871,-0.091881191
2.835827778,0.006311431,0.132693603,0.061948175,0.144111475,0.068353618,0.144839689,0.052579041,-0.075012046
2.863636111,0.028499537,0.115031629,0.06748711,0.145004733,0.073811616,0.142465113,0.048570056,-0.11065811
2.891425,6.02577E-05,0.115922727,0.060598116,0.145010483,0.071075558,0.158946223,0.059039548,-0.106144372
2.919236111,2.31452E-05,0.119094393,0.06277505,0.147438154,0.075359759,0.144870334,0.053757095,-0.077316352
2.947052778,0.018713355,0.118235748,0.065023754,0.145742204,0.073109897,0.143587141,0.064222494,-0.081648287
2.974852778,0.027033315,0.115864637,0.061718729,0.14623123,0.074551613,0.1434965,0.062125978,-0.12214684
3.002666667,0.015268453,0.102712216,0.057014705,0.145049778,0.069955327,0.150742246,0.057641044,-0.109518074
3.030466667,0.026128622,0.127850741,0.064077525,0.144405345,0.070819978,0.141133777,0.049960869,-0.109574301
3.058272222,0.004667719,0.128431052,0.062688793,0.145538882,0.072232061,0.147421633,0.066289971,-0.118002063
3.086086111,0.022008667,0.114620748,0.067551045,0.146520105,0.070964134,0.155641319,0.06375678,-0.117683673
3.113880556,0.024700465,0.124526319,0.05331431,0.14661472,0.071558202,0.141994624,0.064709384,-0.085058424
3.141669444,-0.005547731,0.128153475,0.067244709,0.14739859,0.07276597,0.141517544,0.060917793,-0.070915264
3.169480556,0.011663786,0.130475546,0.055470331,0.144952407,0.073168857,0.156264212,0.059474092,-0.094412265
3.197283333,0.001588034,0.12207885,0.050093931,0.146741728,0.073757122,0.147972351,0.057836263,-0.123780478
3.225094444,0.000525403,0.134710628,0.065272163,0.152164022,0.072547218,0.144433149,0.07076844,-0.122305334
3.252880556,0.007028838,0.118435342,0.056230462,0.151756437,0.07416378,0.160562979,0.062336673,-0.122968134
3.280677778,0.026693503,0.136672583,0.065221984,0.142860852,0.068380612,0.157364802,0.064403309,-0.12285041
3.308475,0.010325608,0.12500618,0.061555315,0.150743693,0.072405568,0.147749595,0.064978006,-0.11170408
3.336263889,0.027262954,0.131179026,0.053348473,0.149663526,0.075644152,0.141560176,0.062155189,-0.120841716
3.364075,0.002042269,0.158339299,0.0584697,0.15464945,0.075039821,0.156467355,0.069781405,-0.119507976
3.391883333,0.02178274,0.138315061,0.06019624,0.153352941,0.076913996,0.150791381,0.056625621,-0.116225331
3.419677778,-0.000676709,0.126523678,0.067687814,0.151287337,0.069349978,0.149651187,0.051403449,-0.121540883
3.447483333,0.001801219,0.121675344,0.061029672,0.151359848,0.07263372,0.145408947,0.066414921,-0.09845729
3.475277778,0.02710738,0.142506939,0.061452976,0.1532635,0.074634208,0.142532105,0.058468746,-0.108863282
3.503072222,-0.000112253,0.154225781,0.057499175,0.147927645,0.076261367,0.139462157,0.068118395,-0.096679672
3.530863889,0.028539007,0.150818807,0.06512324,0.150289786,0.07797788,0.138766838,0.05138273,-0.110429367
3.558672222,0.028289268,0.131266184,0.054437531,0.148848562,0.074356823,0.156143223,0.05535822,-0.113543773
3.586480556,-0.010352371,0.151506219,0.064753778,0.149972308,0.071946978,0.146463066,0.063548056,-0.084651259
3.614272222,0.038258046,0.1638617,0.06216652,0.151020726,0.075595617,0.1454891,0.060032518,-0.106882974
3.642072222,0.027155104,0.157017137,0.056685336,0.150237667,0.077081715,0.154165609,0.064915726,-0.092463197
3.669872222,0.009893429,0.158133976,0.058684679,0.153292859,0.071223681,0.154075653,0.060960536,-0.098527899
3.697669444,0.00361285,0.154999406,0.058676283,0.151913399,0.076761938,0.14363319,0.06059575,-0.083954462
3.725472222,-0.005969623,0.161072741,0.058915466,0.152508377,0.073614423,0.160576908,0.072961297,-0.079476086
3.753275,-0.0053765,0.159672432,0.061511377,0.153213717,0.076957855,0.150835433,0.063740777,-0.078944449
3.781086111,-0.008879584,0.16327815,0.055135361,0.154985964,0.077147534,0.153213614,0.06095959,-0.08403957
3.808894444,0.00611518,0.162020988,0.054554833,0.150696466,0.077100439,0.139550742,0.06887816,-0.118220872
3.836694444,0.025636059,0.157727565,0.065863788,0.151821834,0.077357332,0.144472521,0.061682694,-0.105191419
3.864505556,-0.002448398,0.150477017,0.063449867,0.154265916,0.078371071,0.1563895,0.063234547,-0.088664272
3.892311111,0.033387068,0.149927053,0.05687606,0.150575972,0.073691976,0.153411444,0.06963448,-0.081264059
3.920122222,0.030496129,0.150609443,0.062155419,0.152197681,0.077830029,0.140229249,0.057690676,-0.06977461
3.947930556,0.001387733,0.156554744,0.058229891,0.151581464,0.077455285,0.151632581,0.061865679,-0.091489311
3.975741667,0.005782806,0.151027392,0.065007018,0.155854631,0.076188711,0.158203785,0.067319519,-0.074073075
4.003533333,-0.006601055,0.150001995,0.057182472,0.161928748,0.0813191,0.152578891,0.064608072,-0.085151772
4.031319444,0.025204688,0.148613759,0.057739625,0.154741629,0.081197379,0.153400906,0.069407426,-0.071523514
4.059108333,0.007052016,0.1456086,0.067311167,0.162258829,0.077121356,0.141631133,0.055537681,-0.087700716
4.086905556,0.025866368,0.153058515,0.065097273,0.153464997,0.078442505,0.154598976,0.062122066,-0.063696603
4.114697222,0.035193416,0.150740121,0.058849142,0.152933258,0.074713689,0.153864601,0.054103872,-0.050033803
4.142502778,0.01744238,0.153390672,0.059674561,0.15722214,0.080647616,0.163698365,0.068825435,-0.073130929
4.170294444,0.010430182,0.142150548,0.061501465,0.157814884,0.079476867,0.153001454,0.0637085,-0.046154055
4.1981,0.018900255,0.145407303,0.056882033,0.156429428,0.080867308,0.157907352,0.066029992,-0.040645007
4.225902778,0.009640454,0.130791954,0.064337697,0.157466936,0.078416703,0.144874081,0.069447562,-0.039738828
4.253713889,-0.000797583,0.130510387,0.06533582,0.152670195,0.076782427,0.159092483,0.060370272,-0.035985316
4.281505556,0.025946817,0.118592116,0.063745429,0.158194621,0.081235109,0.158343015,0.063430173,-0.035907616
4.309313889,0.005852895,0.099687833,0.064600467,0.155633286,0.080622038,0.150536658,0.069912615,-0.022937808
4.337122222,0.035722346,0.105710334,0.065702233,0.159666924,0.078515393,0.149104504,0.055361842,-0.057328474
4.364936111,0.027905,0.088825291,0.061727744,0.15631855,0.077740717,0.147787788,0.068629317,-0.053092071
4.392741667,0.01971288,0.106928395,0.066538272,0.155082101,0.078353019,0.14229849,0.06852624,-0.018264975
4.420538889,0.01080597,0.118827537,0.078486463,0.157404286,0.080883681,0.153152791,0.065482818,-0.038347025
4.448336111,0.016161229,0.092053344,0.066330508,0.156832479,0.070609712,0.154223057,0.070254042,-0.031988406
4.476141667,0.028660194,0.105797172,0.06816943,0.158612406,0.080872485,0.145247774,0.062695651,-0.061489868
4.503930556,0.021105202,0.096575047,0.066273193,0.160257798,0.072313414,0.161024164,0.06394749,-0.047189005
4.531730556,0.024436372,0.085312587,0.072950414,0.161120104,0.081214766,0.150275344,0.063009738,-0.053702465
4.559525,0.018778178,0.082481779,0.077223548,0.158486531,0.084039502,0.142688987,0.069363187,-0.042487093
4.587330556,0.034146017,0.071495712,0.067742041,0.159652125,0.081215308,0.15931038,0.066805521,-0.065966333
4.615122222,0.030170713,0.088629138,0.069260515,0.157562812,0.07977186,0.155558286,0.05508849,-0.04810044
4.642933333,0.028829903,0.066965212,0.068851621,0.160409606,0.082541303,0.155749683,0.06254231,-0.044237119
4.670725,0.00744029,0.073184607,0.07037039,0.160162992,0.078617711,0.157811121,0.064798136,-0.05796599
4.698519444,0.015728189,0.075936593,0.071450981,0.161435758,0.08324609,0.161762071,0.066982318,-0.06347739
4.726322222,0.023138911,0.067498078,0.075747969,0.158537388,0.081590916,0.165088895,0.064650054,-0.091968183
4.754125,0.034906349,0.076833008,0.069421681,0.159496623,0.080043824,0.153792176,0.0669721,-0.061817968
4.781936111,0.003605992,0.072981329,0.071833045,0.160422406,0.081594006,0.150966116,0.066413969,-0.074618555
4.809744444,0.013616277,0.079878978,0.075769997,0.160386517,0.081825371,0.160335911,0.060537837,-0.074155785
4.837552778,0.009057141,0.075060042,0.072900979,0.162918553,0.082388615,0.162989182,0.063065533,-0.069442413
4.865363889,0.024330255,0.072075302,0.080058337,0.15840154,0.085514774,0.153784697,0.072483492,-0.102532697
4.893166667,0.041802904,0.066209426,0.071615525,0.162483719,0.08556984,0.15253219,0.070264403,-0.101146123
4.920980556,0.014700828,0.069039162,0.076709568,0.163222357,0.080127907,0.160535889,0.065524766,-0.093375606
4.948791667,0.027065851,0.071664921,0.076399342,0.163462396,0.083108095,0.161942665,0.066927373,-0.076259137
4.976594444,0.017764816,0.073495733,0.076460014,0.163024892,0.082180401,0.157460736,0.071092334,-0.09972327
5.004397222,0.004671777,0.064795522,0.071298494,0.163891884,0.080726378,0.154335156,0.059358903,-0.100896687
5.032208333,0.041654374,0.066734541,0.078037607,0.163026059,0.082040995,0.163284701,0.066563434,-0.087411161
5.060005556,0.037242818,0.064413252,0.07334604,0.162636554,0.084439643,0.158314953,0.066734472,-0.110817951
5.087797222,0.018611409,0.065372259,0.069835,0.164286823,0.083878136,0.151829214,0.065265706,-0.095279746
5.115591667,0.032132417,0.068921207,0.076973977,0.166004917,0.086479248,0.154895368,0.069221899,-0.099725305
5.1434,0.027661243,0.073332022,0.076579417,0.16233841,0.081899883,0.161278579,0.067304245,-0.064413551
5.171211111,0.018747135,0.076385362,0.080749002,0.167964738,0.083197437,0.162576879,0.069059283,-0.10329507
5.199008333,0.041902105,0.066020369,0.079213917,0.16677744,0.082258502,0.154956099,0.062915967,-0.081156122
5.226825,0.027452595,0.073200208,0.079816629,0.163122214,0.083876191,0.152883967,0.067922129,-0.069981075
5.254633333,0.015169694,0.074092191,0.08220627,0.165499957,0.08514403,0.166165397,0.062806829,-0.06255039
5.282441667,0.023035097,0.073873844,0.085540044,0.163163925,0.08593821,0.158088568,0.059749513,-0.095261251
5.310247222,0.033017613,0.075881971,0.075964702,0.168253119,0.082498257,0.154829092,0.066834436,-0.055360023
5.338038889,0.027324334,0.075815938,0.084292945,0.164104843,0.084967385,0.163880207,0.066326893,-0.102813106
5.365847222,0.022051781,0.069251225,0.074707271,0.166802052,0.082773763,0.168038068,0.070765602,-0.081034396
5.393647222,0.010516921,0.073709772,0.083742465,0.165607684,0.085411531,0.152533342,0.072093611,-0.089326164
5.421458333,0.037997502,0.074934557,0.084237975,0.172383527,0.084152363,0.15545715,0.065225388,-0.097947374
5.449269444,0.036208667,0.07333972,0.084183257,0.166465199,0.08486966,0.156058901,0.074560114,-0.066613474
5.477063889,0.035278884,0.070959024,0.084993524,0.169651543,0.08769681,0.163797654,0.064732822,-0.077862867
5.504866667,0.026319631,0.079987618,0.084640431,0.171736565,0.085395589,0.162511921,0.068445166,-0.07858349
5.532677778,0.019797649,0.071499258,0.081520239,0.170526549,0.08529574,0.165431495,0.070397204,-0.063432429
5.560480556,0.036716566,0.075496379,0.085628706,0.170630373,0.088542819,0.156369169,0.064295802,-0.07934975
5.588283333,0.038787946,0.076122177,0.086810684,0.167297803,0.087840217,0.164103908,0.075402166,-0.071456706
5.616083333,0.040807576,0.071276862,0.087245808,0.174041532,0.087308754,0.162642773,0.06905481,-0.055908676
5.643877778,0.025283647,0.073508445,0.085706978,0.168874071,0.087731485,0.164043524,0.070071441,-0.061383971
5.671666667,0.03921934,0.073634336,0.084138229,0.16984925,0.088460155,0.167087754,0.070056745,-0.052189927
5.699455556,0.022878441,0.067054586,0.090000746,0.171891788,0.089100064,0.166475204,0.068983355,-0.065082143
5.727241667,0.036639201,0.075512732,0.09219316,0.169774209,0.0864602,0.168480584,0.071988605,-0.08749954
5.755052778,0.033146019,0.076535403,0.092014849,0.171082711,0.086239941,0.159276626,0.073980995,-0.073473961
5.782844444,0.040813544,0.073956866,0.090334616,0.173797485,0.087558382,0.167651465,0.069379367,-0.041700597
5.810652778,0.053590024,0.075374425,0.091393821,0.171386001,0.09020271,0.158298691,0.073904172,-0.027420773
5.838444444,0.041753622,0.075643999,0.092773908,0.176269816,0.089367339,0.157480044,0.072077803,-0.081897866
5.866238889,0.028632205,0.079267782,0.087243083,0.172388822,0.086577192,0.157855985,0.072721669,-0.066365836
5.89405,0.046617274,0.076602278,0.094500834,0.172730617,0.090254175,0.160556493,0.069186008,-0.079700323
5.921858333,0.046086645,0.044221132,0.092390664,0.175365566,0.095717002,0.16735331,0.064424494,-0.063189061
5.949669444,0.041089801,0.045187907,0.086535828,0.176587683,0.087206453,0.166330551,0.076326609,-0.066234744
5.977477778,0.030767654,0.048525916,0.089187024,0.175865538,0.093307918,0.165234047,0.07356015,-0.075490704
6.005275,0.040311403,0.052856237,0.089361788,0.177966822,0.088472318,0.15951482,0.072036044,-0.04263019
6.033077778,0.040267644,0.038820716,0.097884836,0.174363239,0.089173819,0.167260053,0.065601075,-0.077510702
6.060888889,0.03722295,0.044426125,0.095480739,0.179488945,0.090810496,0.168934716,0.073316504,-0.054815043
6.088686111,0.054295074,0.044176135,0.092357033,0.179535462,0.092956237,0.169981378,0.072377383,-0.069228617
6.116488889,0.043328189,0.046523805,0.100540183,0.179172337,0.09191377,0.171407153,0.070592763,-0.081253774
6.144286111,0.058652841,0.046027436,0.095790295,0.177670293,0.091669533,0.164673104,0.070952083,-0.089283647
6.172075,0.050189771,0.054297028,0.098516359,0.180467063,0.092921661,0.174222935,0.059459485,-0.077286933
6.199883333,0.057933853,0.049851467,0.097113235,0.181377799,0.090043893,0.166095946,0.066747034,-0.068107053
6.227691667,0.054861761,0.052535551,0.099800674,0.181149924,0.090752708,0.168584758,0.066660714,-0.09832269
6.2555,0.040918371,0.054008368,0.097334781,0.175941985,0.089774059,0.168383748,0.071714284,-0.087344424
6.283308333,0.046171734,0.04759476,0.1009292,0.179478962,0.091782729,0.171056251,0.069879556,-0.084006182
6.311116667,0.056388752,0.056048054,0.105129306,0.18318083,0.090676138,0.174593925,0.07109753,-0.089407097
6.338905556,0.058203148,0.055823708,0.101330062,0.181683784,0.094384197,0.167643118,0.067811018,-0.085163379
6.366697222,0.056558899,0.060021694,0.105597369,0.18234655,0.092932679,0.17055004,0.065252791,-0.102381283
6.394491667,0.053331844,0.054014006,0.10014079,0.186963222,0.095999279,0.178725296,0.061940084,-0.088857694
6.4223,0.060020072,0.059365536,0.104197979,0.183397616,0.090419112,0.175479564,0.068712544,-0.094475636
6.450105556,0.063040078,0.072275944,0.106711931,0.182782296,0.092152817,0.17167316,0.072758146,-0.105480273
6.477911111,0.06111737,0.054115893,0.101818691,0.185314036,0.091493022,0.170607138,0.071652379,-0.098964517
6.505713889,0.075967939,0.054429337,0.104884627,0.183849331,0.091489131,0.167718158,0.070371281,-0.095371214
6.533519444,0.068952279,0.059376826,0.104386337,0.189704544,0.090838004,0.173768561,0.067588503,-0.09715836
6.561330556,0.081005053,0.058766739,0.100373451,0.187167828,0.086636558,0.175179839,0.067707956,-0.107912429
6.589122222,0.057448819,0.057873057,0.105841444,0.184443928,0.093729455,0.166305918,0.073908855,-0.082202157
6.616908333,0.077192488,0.057668297,0.104826072,0.19151268,0.088004767,0.177200163,0.072542968,-0.092256584
6.6447,0.072766892,0.06174084,0.108626395,0.189595317,0.094588597,0.16559193,0.069507162,-0.100616576
6.672508333,0.056733733,0.059677297,0.107539758,0.189407497,0.093710588,0.169083476,0.072991863,-0.061980834
6.700319444,0.085769259,0.07307408,0.105451088,0.18649477,0.094475528,0.171875796,0.068321379,-0.099694515
6.728108333,0.082700971,0.073310047,0.107444239,0.189964996,0.096143715,0.167061028,0.074417394,-0.05857624
6.755911111,0.090110034,0.081536658,0.108960431,0.184223594,0.094713376,0.171488826,0.069648623,-0.090778219
6.783719444,0.093105707,0.07938932,0.108110139,0.186855248,0.092985485,0.175512788,0.072196669,-0.094707885
6.811513889,0.088297788,0.071230629,0.118206803,0.188314309,0.091511348,0.174288417,0.07345218,-0.095786544
6.839313889,0.09628392,0.078329621,0.11883657,0.189857666,0.098248945,0.172482723,0.075725759,-0.082924263
6.867108333,0.091153564,0.074729767,0.113759439,0.191032319,0.093084442,0.176293663,0.069027149,-0.090245151
6.894927778,0.081777945,0.085792491,0.116777327,0.190224137,0.091464991,0.168952221,0.073006845,-0.085808678
6.922736111,0.083277426,0.08454073,0.113580402,0.194890595,0.096565326,0.1661376,0.063128374,-0.088985715
