Time,M0 - SGy104-1 - 1%,M1 - SGy104-5 - 1%,M2 - SGy104-4 - 3%,M3 - SGy104-5 - 3%,M4 - SGy104-4 - 6%,M5 - SGy104-5 - 6%,M6 - SGy104-4 - 10%,M7 - SGy104-5 - 10%
4.615041667,0.082289927,0.018900126,0.091219591,0.094732512,0.136527478,0.142608228,0.097213176,-0.044830869
4.642827778,0.100909071,0.019856304,0.077103695,0.094307944,0.132755873,0.118536439,0.064769504,-0.036391744
4.670636111,0.090761699,0.02074478,0.084391535,0.097226825,0.144792974,0.105512498,0.079994864,-0.036971575
4.698425,0.094142941,0.018146249,0.085845054,0.095268935,0.148515098,0.094563813,0.055255101,-0.04004175
4.726213889,0.101896747,0.022906901,0.095151253,0.0984621,0.141184429,0.078828193,0.090014853,-0.029263869
4.754002778,0.078837514,0.019893067,0.097029681,0.097515119,0.150178957,0.076731107,0.03975539,-0.041696062
4.781802778,0.072069179,0.032730619,0.087380938,0.102438319,0.146785524,0.062382733,0.139793704,-0.027372157
4.809611111,0.089086352,0.02210284,0.079308052,0.096647545,0.162518842,0.058337321,0.059276155,-0.03844172
4.837416667,0.092116197,0.019651767,0.11003113,0.09839552,0.158701138,0.066448612,0.069058465,-0.042147637
4.865222222,0.095768987,0.0296196,0.099777905,0.098973193,0.169811047,0.032158946,0.049297177,-0.0343744
4.893027778,0.100162929,0.024849194,0.099327316,0.099165092,0.141244018,0.024064154,0.069813169,-0.038455832
4.920825,0.09042659,0.034844406,0.106247061,0.102995299,0.14259442,0.019051901,0.046368791,-0.039264793
4.948630556,0.075021762,0.026204912,0.091149239,0.099804852,0.153075195,0.010877383,0.096671257,-0.028027925
4.976425,0.131930658,0.026212563,0.09841236,0.101211579,0.146228568,0.016554281,0.095117636,-0.034895702
5.004222222,0.116909112,0.030490564,0.105213752,0.100687756,0.142994495,0.053915173,0.084957593,-0.039930555
5.032019444,0.097225523,0.02287568,0.089762051,0.104661223,0.135148942,0.08502366,0.113981948,-0.028714817
5.059830556,0.101985779,0.02215262,0.101269245,0.103219251,0.169845147,0.101380469,0.090977964,-0.042017562
5.087638889,0.075197603,0.027142863,0.092219982,0.100721812,0.144590976,0.124382396,0.071759574,-0.037054216
5.115441667,0.111193722,0.029448648,0.090745455,0.102232124,0.128365047,0.123331546,0.12987137,-0.040776615
5.143247222,0.04559299,0.033245076,0.096615367,0.102955053,0.153349207,0.141836499,0.056280884,-0.026416845
5.171041667,0.034827678,0.028572748,0.078968772,0.111080089,0.162811993,0.174157285,0.068023815,-0.031974393
5.19885,0.106913602,0.043661715,0.104471337,0.104614827,0.159764263,0.17430556,0.058987731,-0.03616875
5.226655556,0.117552031,0.028906592,0.080307782,0.103798846,0.137106993,0.19365576,0.075092761,-0.034880568
5.25445,0.099399127,0.036223254,0.08331383,0.106889846,0.158999737,0.212438889,0.054146877,-0.036021046
5.282261111,0.113911515,0.030730571,0.092010834,0.106303707,0.160358862,0.202120697,0.050377096,-0.04103699
5.310066667,0.104045922,0.04542948,0.106406882,0.107676529,0.159254566,0.208474433,0.089752339,-0.033099902
5.337875,0.090092385,0.03740087,0.111776765,0.10999202,0.161405829,0.168638853,-0.010877742,-0.034688577
5.365683333,0.090153063,0.033122896,0.108661269,0.110084213,0.14361389,0.14125538,0.080083142,-0.024083026
5.393486111,0.08370543,0.042450609,0.115125764,0.112022485,0.163318215,0.12711666,0.08720103,-0.037101356
5.421291667,0.093224645,0.040241996,0.102341075,0.109394245,0.149299058,0.108949033,0.023375897,-0.032896064
5.4491,0.093253373,0.039345374,0.104311132,0.107809711,0.162604998,0.12574531,0.106028029,-0.031429694
5.476902778,0.107931467,0.037656851,0.106417808,0.110810851,0.159790245,0.123362277,0.073498555,-0.027374318
5.504708333,0.098902846,0.044238257,0.100847555,0.110094965,0.146754865,0.137324459,0.104943943,-0.02707409
5.5325,0.115298976,0.042690636,0.11174762,0.112036139,0.164494186,0.145231676,0.074110647,-0.030438725
5.560311111,0.112918554,0.040684584,0.105985524,0.109761029,0.138577653,0.152509188,0.079277002,-0.023573074
5.588102778,0.115464563,0.048556906,0.1045288,0.113815143,0.140267723,0.175776515,0.044251776,-0.032089699
5.6159,0.107350103,0.042386278,0.092995907,0.117239448,0.162819954,0.176279613,0.044331501,-0.041673197
5.643694444,0.114527479,0.043718568,0.084883716,0.1153533,0.147452291,0.18285251,0.070174936,-0.014639893
5.671505556,0.12173793,0.057620464,0.104368946,0.115327069,0.142179736,0.18966605,0.060396744,-0.047435182
5.699294444,0.118361375,0.054192523,0.097967876,0.114570491,0.146632206,0.198758916,0.064764582,-0.053280459
5.727102778,0.123204039,0.047049994,0.086562639,0.116585117,0.141655707,0.208952206,0.182036781,-0.038883258
5.754913889,0.119472001,0.04853253,0.111114408,0.119295107,0.14437831,0.204141466,0.072573781,-0.044463068
5.7827,0.131749513,0.054813299,0.095396384,0.117835665,0.14511914,0.208261538,0.077217835,-0.026560049
5.810497222,0.122434104,0.054750791,0.105430752,0.120391914,0.15523764,0.214621307,0.071600385,-0.013859363
5.838294444,0.1333342,0.06037377,0.102492284,0.120216603,0.171415499,0.193577506,0.07273663,-0.018957304
5.866105556,0.129197105,0.045848375,0.101855399,0.118415405,0.148868406,0.200592342,0.100162678,-0.010749261
5.8939,0.141199357,0.047396191,0.093388615,0.124078179,0.140393811,0.170786208,0.060432144,-0.02432108
5.921705556,0.129213005,0.059406583,0.102433254,0.120160131,0.158403193,0.165269932,0.080906129,-0.021214617
5.949511111,0.123607876,0.054133316,0.112031954,0.124451707,0.148480828,0.158917811,0.086668741,-0.01607767
5.977316667,0.128010728,0.054243929,0.098028679,0.120519568,0.146663241,0.150302691,0.075621835,-0.02119988
6.005125,0.127843322,0.059872826,0.107522346,0.122189045,0.146256916,0.153272309,0.084074417,-0.048913166
6.032936111,0.139821783,0.064351758,0.10497808,0.123334846,0.143980523,0.142721886,0.068513593,-0.045980972
6.060747222,0.146004451,0.066425992,0.104553987,0.129294656,0.15231377,0.144110048,0.117026194,-0.019261805
6.088555556,0.139359707,0.057306432,0.101502231,0.121455361,0.14609716,0.141303517,0.091525148,-0.042085109
6.116358333,0.155035534,0.057592562,0.109126337,0.12633932,0.147769756,0.138993622,0.118714978,-0.040504756
6.144144444,0.13193825,0.058112934,0.107630849,0.125794721,0.199672106,0.138087356,0.053776864,-0.046577952
6.171952778,0.139327715,0.06385144,0.109803996,0.129528748,0.183006808,0.197710969,0.070413058,-0.04015165
6.199752778,0.137113265,0.069317947,0.10574995,0.129126248,0.194991028,0.193937564,0.06883225,-0.049977866
6.227555556,0.13412878,0.069291719,0.109666998,0.131338276,0.196815841,0.197151982,0.056156391,-0.045596545
6.255366667,0.140941237,0.06529378,0.128638867,0.127259431,0.196635253,0.18517027,0.070959106,-0.045151113
6.283169444,0.136147478,0.077760134,0.098971771,0.125764967,0.186871234,0.178673298,0.066550579,-0.042146165
6.310966667,0.141572484,0.07982482,0.098889521,0.128059514,0.202341392,0.192804302,0.143271136,-0.044445543
6.338761111,0.149563623,0.069019719,0.10993957,0.130039346,0.195997885,0.186776421,0.060264886,-0.045213203
6.366572222,0.141380508,0.0755424,0.117154259,0.133150348,0.175721744,0.182082951,0.149828319,-0.047112098
6.394380556,0.139398709,0.084005291,0.108305333,0.13274542,0.213685038,0.193670747,0.035087078,-0.044884403
6.422188889,0.132275832,0.076553782,0.111090982,0.134623556,0.178455412,0.18166124,0.071736358,-0.050445038
6.449977778,0.147208227,0.088714763,0.113041933,0.133231677,0.181350132,0.187515304,0.076634182,-0.046712527
