Time,M0-1 - 0%,M1-1 - 0%,M2-1 - 1%,M3-1 - 1%,M4-1 - 3%,M5-1 - 3%,M6-1 - 10%,M7-1 - 10%,M0 - 3%,M1 - 3%,M2 - 6%,M3 - 6%,M4 - 8%,M5 - 8%,M6 - 10%,M7 - 10%
15.457975,0.258633312,0.111021908,0.331633859,0.314573905,0.489845997,0.424643117,0.248035457,0.19514179,0.620256487,0.503803407,1.182453533,1.40723314,1.495861524,1.570957939,1.537873686,1.975182832
15.485775,0.2573433,0.114774589,0.326460001,0.318426685,0.492510128,0.430932165,0.259230702,0.263291861,0.632902713,0.499848728,1.189116353,1.422780718,1.493714951,1.577405991,1.55949264,1.987857208
15.51358056,0.249632244,0.174398039,0.330639485,0.314575755,0.49756553,0.434711862,0.252978888,0.212071786,0.631466571,0.501160356,1.200385286,1.431242404,1.513999541,1.59679002,1.560899285,1.993912738
15.54137778,0.238659528,0.166269396,0.330233917,0.318251466,0.497788075,0.426141557,0.252020161,0.197016224,0.632987799,0.504760709,1.209511625,1.44514468,1.520414678,1.616316204,1.574346765,2.015738929
15.56916944,0.230512464,0.166537951,0.337312195,0.315349907,0.505355612,0.429848421,0.274334258,0.213792826,0.635219655,0.509451232,1.210642004,1.453843097,1.545119025,1.621732989,1.587907635,2.033248942
15.59696389,0.230758892,0.158822819,0.332204108,0.319815357,0.502962423,0.440076215,0.267128178,0.174257032,0.630620908,0.518506665,1.219392614,1.455930953,1.563009337,1.623914613,1.597868184,2.064197015
15.62475556,0.26620152,0.128101595,0.341011242,0.31023451,0.507268621,0.434366035,0.257192141,0.209271934,0.636602502,0.515425296,1.234905088,1.469100711,1.58041794,1.635307227,1.616510419,2.072464844
15.65256111,0.270376718,0.159520156,0.328527272,0.311038696,0.506126162,0.440209443,0.268213629,0.188579178,0.639998837,0.519487505,1.237342092,1.478482624,1.566924114,1.656730875,1.617071105,2.102863386
15.68036389,0.267226904,0.163829157,0.328219904,0.3264981,0.509086871,0.436447694,0.258841826,0.229125397,0.641337766,0.512567182,1.243922206,1.509576719,1.579805694,1.672590963,1.631834153,2.122903634
15.708175,0.266653937,0.157768531,0.346342028,0.338241623,0.512963186,0.439390164,0.272753288,0.243027503,0.642190702,0.522123594,1.256032403,1.499593346,1.600570805,1.689821994,1.642528916,2.147386155
15.73598611,0.250854928,0.156540952,0.334716213,0.325456517,0.514071417,0.442721056,0.262788248,0.276120352,0.643706451,0.523295984,1.26770786,1.507076463,1.605563523,1.698350483,1.656322461,2.160110993
15.76378611,0.245936291,0.175603107,0.344339211,0.325937319,0.511647819,0.444557568,0.293330581,0.20308548,0.646887563,0.525032554,1.270747964,1.508028199,1.624765524,1.724851465,1.671787002,2.186198472
15.791575,0.249758716,0.154680652,0.335638779,0.330882217,0.52050894,0.442875073,0.260862356,0.191311431,0.646573452,0.525104913,1.27444416,1.53418498,1.630499747,1.733932051,1.676141007,2.206313636
15.81937778,0.225005737,0.175852598,0.338891659,0.33869766,0.517975557,0.448437261,0.273055457,0.208027614,0.655224369,0.527364675,1.287158714,1.545828283,1.639922873,1.749799885,1.690191066,2.224681357
15.84718056,0.245368317,0.165271199,0.348119073,0.337812553,0.52301377,0.443282803,0.270887545,0.186083455,0.651481119,0.525949859,1.298659901,1.555576496,1.657259736,1.770667431,1.709982126,2.23376429
15.87499167,0.260741223,0.166319571,0.337832879,0.328731088,0.522416411,0.454267754,0.284303606,0.205683124,0.661029726,0.537048978,1.302079969,1.57190086,1.663781765,1.766966302,1.723432722,2.259334925
15.90280278,0.235746411,0.163890888,0.33649548,0.330572987,0.527965311,0.455684935,0.288521871,0.218330939,0.658021543,0.535613183,1.319416819,1.572759923,1.677095555,1.783329162,1.733111945,2.271220041
15.93059167,0.255320946,0.140063521,0.347644419,0.327579774,0.529391348,0.445520598,0.296837108,0.212859241,0.659392416,0.539331798,1.328674532,1.595756557,1.697200031,1.800353101,1.757749421,2.286953411
15.95839722,0.239234497,0.153246814,0.344461199,0.330694786,0.529203843,0.455346135,0.268572152,0.197517318,0.663404757,0.541852914,1.334323923,1.605344559,1.699998639,1.829937338,1.754836757,2.318613372
15.98620556,0.246618264,0.142035825,0.337895891,0.34458062,0.533189688,0.451520768,0.291195708,0.163412775,0.671938945,0.548170556,1.335930247,1.618569172,1.707224573,1.838725974,1.765402832,2.344265576
16.014,0.234915658,0.141037102,0.340690965,0.338039693,0.533209615,0.456066183,0.266383196,0.208082282,0.670010687,0.540289967,1.348122012,1.633722277,1.738575769,1.835142513,1.795359329,2.343442935
16.04180833,0.262250644,0.188059891,0.347143082,0.335537982,0.53485456,0.455214628,0.280707947,0.198147848,0.675142842,0.546137752,1.357617962,1.644369566,1.742354957,1.862091367,1.792287439,2.382189895
16.06959722,0.246739134,0.171463181,0.345547157,0.340744561,0.536431772,0.46439301,0.269459581,0.21593376,0.678778726,0.546696116,1.36644826,1.637765606,1.760871637,1.879815737,1.821892108,2.421050996
16.09738333,0.260217031,0.148237429,0.349630878,0.339727611,0.538794248,0.463562719,0.267612517,0.198869047,0.680647429,0.549752996,1.372930216,1.678851732,1.781547029,1.893739218,1.837125066,2.444346404
16.12516944,0.251609597,0.184886958,0.335647589,0.334589388,0.543900809,0.465153404,0.266103036,0.184804944,0.679007357,0.547683653,1.382165481,1.666881664,1.796283085,1.914046931,1.852076052,2.453430219
16.15298056,0.228783956,0.181496825,0.353798182,0.336768282,0.546917963,0.465009307,0.269564636,0.211440746,0.68752584,0.554888297,1.391681316,1.696009654,1.798390943,1.943041817,1.85399065,2.482039757
16.18077222,0.252112665,0.166258107,0.344347042,0.3471052,0.544335943,0.468803111,0.280000508,0.210581521,0.688953452,0.554360732,1.408552334,1.701883181,1.809634675,1.940240748,1.874399859,2.496747095
