Time,M0 - 1000,M1 - 1000,M2 - 2000,M3 - 2000,M4 - 3000,M5 - 3000,M6 - 4000,M7 - 4000
3.197272222,0.082635689,0.051681068,0.136644398,0.098927517,0.12983313,0.137332956,0.116891215,-0.01070001
3.225083333,0.097568683,0.041582422,0.132190552,0.122555892,0.116159223,0.12537136,0.113846672,-0.031901803
3.252891667,0.103927811,0.040810725,0.113142557,0.122516578,0.141601708,0.144168728,0.121532032,-0.015983126
3.280688889,0.110211412,0.024481512,0.111256076,0.085191931,0.149731231,0.129314592,0.113571642,-0.006742526
3.308494444,0.118900949,0.036746561,0.105036686,0.262114568,0.141334733,0.132895745,0.114056951,-0.04584753
3.336280556,0.099203953,0.028189697,0.139510797,0.133983867,0.155307493,0.120212686,0.111373105,-0.038990395
3.364080556,0.101362087,0.011687182,0.137996908,0.135430513,0.161273866,0.126285496,0.112644669,-0.027185267
3.391883333,0.100651567,0.027790344,0.141510601,0.143355021,0.16184894,0.14005046,0.100021724,-0.030766876
3.419669444,0.104103355,0.006378131,0.139060542,0.184282881,0.18082077,0.159147792,0.106972479,-0.013684614
3.447466667,0.116980093,0.040044718,0.140686812,0.139988712,0.194786544,0.159947377,0.110057586,-0.030804968
3.475280556,0.104184272,0.053886863,0.097949659,0.163195792,0.15246618,0.169549617,0.097781802,-0.005378594
3.503091667,0.081638651,0.020765592,0.109140019,0.173333079,0.152477612,0.153767128,0.119314555,-0.012577665
3.530897222,0.085769725,0.041730057,0.108255904,0.062591981,0.180015794,0.158074315,0.105588702,0.004418988
3.558705556,0.121290846,0.037968703,0.144317573,0.083493353,0.144174105,0.146339412,0.092597175,-0.030124967
3.586508333,0.109904799,0.058026942,0.145611907,0.137266528,0.146235651,0.118096808,0.109834723,-0.02233122
3.6143,0.095377886,0.006062083,0.145134127,0.111156549,0.176372264,0.131801401,0.100121448,0.004934862
3.642105556,0.107923614,0.035903066,0.142197607,0.127000556,0.150151511,0.139842728,0.105737667,-0.032682331
3.669908333,0.113438453,0.082788467,0.147176575,0.075491639,0.153232925,0.125640211,0.127711646,-0.0030911
3.697713889,0.110957003,0.030998606,0.12682703,0.078007956,0.151540696,0.143713038,0.107461461,0.004761548
3.725522222,0.113439997,0.021476371,0.127769828,0.300056406,0.126497069,0.115700998,0.106539969,0.003003618
3.753322222,0.11906238,-0.033439724,0.098429603,0.04247926,0.149682942,0.125081024,0.130103211,0.001710329
3.781108333,0.107788861,0.034858385,0.117692318,0.107921445,0.170832374,0.134315956,0.121750222,-0.019835818
3.808911111,0.111912989,0.075825859,0.14595437,0.12052056,0.158683787,0.154045982,0.137497631,-0.013699068
3.836722222,0.123051881,0.045197749,0.142675591,0.066452246,0.189634191,0.162272744,0.111972106,-0.00698875
3.864530556,0.1076982,0.078060042,0.149468269,0.076300198,0.151519585,0.156006953,0.101227399,-0.028567005
3.892333333,0.120605861,0.004257021,0.108622458,0.104397156,0.151545786,0.147981039,0.102539453,-0.009014428
3.920130556,0.095636203,-0.00789044,0.149370848,0.140010049,0.162884561,0.16320118,0.113623197,0.01179368
3.947936111,0.119146831,0.040052297,0.131704334,0.122369412,0.150522301,0.160892397,0.120250983,0.004662984
3.975741667,0.111305205,-0.011617944,0.131918952,0.146388798,0.130436744,0.158447357,0.124526578,-0.008689923
4.00355,0.091266498,0.117269342,0.133925229,0.127362264,0.117831085,0.138176537,0.134895702,-0.030661256
4.031355556,0.12778306,-0.09386021,0.140672751,0.18174423,0.174766878,0.147330701,0.134106106,0.000285803
4.059163889,0.144562764,-0.095063045,0.1145443,0.136152426,0.189289081,0.149938034,0.126558359,0.007149768
4.086966667,0.135004295,0.072431042,0.124819652,0.158060842,0.110737254,0.155697635,0.120603567,-0.006333127
4.114777778,0.116470782,0.045401329,0.144070525,0.109163661,0.19777602,0.138897601,0.123515081,-0.008070354
4.142586111,0.133461497,0.011000286,0.149947904,0.12836034,0.155978325,0.14297668,0.128944522,-0.023010586
4.170372222,0.117826817,0.272359238,0.120681868,0.188552516,0.19216332,0.145973672,0.138709017,0.003940826
4.198177778,0.144036607,0.095559762,0.129284814,0.181890071,0.177697007,0.150123656,0.130359519,0.013627322
4.225983333,0.091970712,0.154548686,0.125603439,0.160033069,0.167833875,0.172603386,0.145872176,0.020463641
4.253788889,0.11413674,0.244662493,0.123565473,0.151926067,0.170615772,0.161441586,0.125525544,0.014588763
4.281583333,0.120429316,0.104371237,0.125005824,0.149397668,0.17700722,0.152271044,0.138468594,-0.008224851
4.309383333,0.124180096,0.165510243,0.144582704,0.161113076,0.160166767,0.152340856,0.121313548,-0.018886783
4.337172222,0.133782288,0.126155737,0.123657446,0.154592809,0.160778963,0.152792085,0.12600521,0.019077879
4.364983333,0.108157138,0.116105422,0.127541939,0.161909853,0.17892878,0.145067069,0.122545083,0.021013218
4.392775,0.156861136,0.04546928,0.148695081,0.146047607,0.19057444,0.15185309,0.133016395,0.017999041
4.420586111,0.14244693,0.089152245,0.115468565,0.16141069,0.177573436,0.139905673,0.133224226,-0.009491448
4.448397222,0.129500648,0.121155532,0.118336109,0.15739516,0.18721324,0.154432761,0.151924116,0.018752798
4.476208333,0.138124126,0.093012273,0.131949865,0.148517934,0.171522871,0.157756627,0.152931369,-0.002403895
4.504013889,0.131028363,0.16190502,0.154316329,0.148501801,0.177651765,0.147391866,0.114981002,0.011610045
4.531811111,0.1460525,0.091277556,0.153980389,0.164904705,0.17105819,0.163870025,0.121418257,0.022553568
4.559613889,0.135131072,0.055695487,0.125735388,0.15189224,0.202998995,0.162606851,0.124382785,0.013610117
4.587419444,0.130458145,0.073043569,0.138848646,0.169949996,0.200235514,0.157794277,0.116341082,0.024603388
4.615230556,0.144755447,0.070922026,0.132588779,0.179166386,0.183491795,0.166286212,0.120265151,0.003873264
4.643022222,0.116642473,0.082640975,0.15116317,0.178648646,0.189601017,0.169025542,0.133759686,0.020925177
4.670827778,0.124064762,0.100081955,0.138249136,0.161199763,0.195440976,0.165613203,0.118725049,-0.002925973
4.698616667,0.116567664,0.114250819,0.126861183,0.17822172,0.194968882,0.164244497,0.131372927,0.01972447
4.726416667,0.10433933,0.044876986,0.145481945,0.173452313,0.196732077,0.156832613,0.163556624,0.039432968
4.754202778,0.109790881,0.08720885,0.129842737,0.177935456,0.205674321,0.164939775,0.160648475,0.008069999
4.782,0.119978594,0.078504531,0.136030896,0.164039586,0.18586563,0.170592813,0.148787341,0.034537007
4.809811111,0.107402023,0.082909928,0.153698851,0.158222958,0.185475166,0.201940766,0.149177863,0.025415692
4.837608333,0.107837986,0.089165297,0.124046007,0.160318522,0.181305911,0.180809634,0.179234274,0.001334251
4.865405556,0.115752121,0.059057144,0.134938265,0.185958068,0.189934131,0.172818434,0.157542627,0.009774577
4.893216667,0.108112788,0.117011335,0.126725167,0.156534937,0.171739906,0.182172332,0.186000308,0.015162922
4.921019444,0.11263677,0.119550539,0.140144126,0.171394883,0.159216142,0.18303711,0.158091127,0.013908296
4.948825,0.118281189,0.090668201,0.140795416,0.157890991,0.196974866,0.202398021,0.158750926,0.030183077
4.976633333,0.133769756,0.083197331,0.16543676,0.169073035,0.164252253,0.207050272,0.159606908,0.024635928
5.004444444,0.127654422,0.113998138,0.167009914,0.173064609,0.204173795,0.16330481,0.137093708,0.025283714
5.032252778,0.120911181,0.105894873,0.165839528,0.142968711,0.191034586,0.185011457,0.127405653,0.018212082
5.060058333,0.136246082,0.094574055,0.140497782,0.170129535,0.199778974,0.195228252,0.122191689,0.045133393
5.087869444,0.119776404,0.145221731,0.136640808,0.177287092,0.19420272,0.193457633,0.146034718,0.027672861
5.115666667,0.139646771,0.119881841,0.14195468,0.167196594,0.19097906,0.190389991,0.168048603,0.04266566
5.143472222,0.139723083,0.041633711,0.170558581,0.193022025,0.173812681,0.194894337,0.158970273,0.034890192
5.171280556,0.140108618,0.14482167,0.170705716,0.206118748,0.188739906,0.186134374,0.142588748,0.046097613
5.199086111,0.154949416,0.162581545,0.171441288,0.176064885,0.191517496,0.181857144,0.152619252,0.016429918
5.226883333,0.131415075,0.136733738,0.172486553,0.176979193,0.192735915,0.192234982,0.187014157,0.037742951
5.254691667,0.124481936,0.163848224,0.150616647,0.213076014,0.220997076,0.215276808,0.107462632,0.029698538
5.282497222,0.125689162,0.170576752,0.157377816,0.169706781,0.220300004,0.195704229,0.218529188,0.041195335
5.310305556,0.12166089,0.166165824,0.173256602,0.217073125,0.213150049,0.212755807,0.109345314,0.057131785
5.338111111,0.125824967,0.162070897,0.164388549,0.198557946,0.210102388,0.220020533,0.119338781,0.050186132
5.365927778,0.131574806,0.157130473,0.147125312,0.197394104,0.225835509,0.203232447,0.124614446,0.034025332
5.393736111,0.147365861,0.136054427,0.146952973,0.210758222,0.220105529,0.221010728,0.183360865,0.032735092
5.421547222,0.148788195,0.078043533,0.142788075,0.21335969,0.215438794,0.223182954,0.179697458,0.029370121
5.44935,0.158158326,0.115372627,0.15285429,0.19771586,0.233015312,0.212977135,0.184987808,0.049169758
5.477136111,0.171323092,0.113255357,0.182875523,0.188415246,0.209084227,0.225782535,0.169014415,0.03561353
5.504944444,0.154848598,0.131740348,0.161713324,0.195017292,0.206868008,0.22009284,0.16811258,0.059543998
5.53275,0.16330348,0.181322184,0.150535699,0.199189288,0.231701384,0.205334483,0.174934592,0.06822991
5.560547222,0.167337304,0.069674541,0.181491313,0.203747888,0.207148192,0.212637377,0.154757913,0.063818984
5.588338889,0.173925093,0.10189822,0.177004607,0.212236747,0.205821513,0.224864011,0.175799096,0.06173247
5.61615,0.167857373,0.1201825,0.189648921,0.196031108,0.219887849,0.222704231,0.173795878,0.055481751
5.643961111,0.156502481,0.128224536,0.18267252,0.186440264,0.227082786,0.232015235,0.170994684,0.064430291
5.671772222,0.14129451,0.119690505,0.183798039,0.18200553,0.190169423,0.231845408,0.154654014,0.037729402
5.699583333,0.152283298,0.142641199,0.173251241,0.19618788,0.203340127,0.213266558,0.158699394,0.050073292
5.727391667,0.163982063,0.141942913,0.176268696,0.194233063,0.22145148,0.223095083,0.140855787,0.063208352
5.755197222,0.145141584,0.132403433,0.170186482,0.19069503,0.20934988,0.230651922,0.153481918,0.056490323
5.783005556,0.173593944,0.123269949,0.159835042,0.198055654,0.202985902,0.22217173,0.155492063,0.072707242
5.810816667,0.128511107,0.129846396,0.187129543,0.213916793,0.227947732,0.219558853,0.164266818,0.050629543
5.838605556,0.164056779,0.137982977,0.197523629,0.204529699,0.228847225,0.233816274,0.149089049,0.077453972
5.866413889,0.110657337,0.145461128,0.187645687,0.199057597,0.221994847,0.222011483,0.156449967,0.083314312
5.894205556,0.133546024,0.084651587,0.191865472,0.200458449,0.211566236,0.194338511,0.177385847,0.08554969
5.922008333,0.15149583,0.094907861,0.179910678,0.212954095,0.21567773,0.203984967,0.172458977,0.085574716
5.949805556,0.145723169,0.129946528,0.185414842,0.211838839,0.212349647,0.262921389,0.163362037,0.064121244
5.977616667,0.156717543,0.140995524,0.170399752,0.213969884,0.225375082,0.265369622,0.152567381,0.090815196
6.005402778,0.149528007,0.104444532,0.177481277,0.212747929,0.213983461,0.216105502,0.160767038,0.065885927
6.033219444,0.040942816,0.123795376,0.170352261,0.212318663,0.203598015,0.296258683,0.167245596,0.080499893
6.061027778,0.351424891,0.093280935,0.19077394,0.212943864,0.213731059,0.292653665,0.166434489,0.07508073
6.088819444,0.225328015,0.157927445,0.188017692,0.224586535,0.220041999,0.200410811,0.178073766,0.074783008
6.116630556,0.108174465,0.114625384,0.200180535,0.223334956,0.231195244,0.21748187,0.145570325,0.087067973
6.144416667,0.183536283,0.130567793,0.194992947,0.214219166,0.232032117,0.217290815,0.190265272,0.097557272
6.172227778,0.21839018,0.148496767,0.195811544,0.223828452,0.213747611,0.241245118,0.200040997,0.07925142
6.200038889,0.157253384,0.140978755,0.203218605,0.221951297,0.227683333,0.217344053,0.15354511,0.08186018
6.227844444,0.212135034,0.120116476,0.202168092,0.221772177,0.221722728,0.209156912,0.15289247,0.071759042
6.255655556,0.358739822,0.122446225,0.197568392,0.229200552,0.207277326,0.221834641,0.199026311,0.086195338
6.283452778,0.139002257,0.092430905,0.174880479,0.209523856,0.204678219,0.204563177,0.160726143,0.070930709
6.31125,0.171362284,0.095814055,0.175697634,0.22236539,0.265290329,0.244885285,0.209879639,0.091224754
6.339061111,0.093149974,0.144181594,0.177310297,0.222598998,0.314206877,0.243971978,0.203853094,0.079554188
6.366877778,0.142890034,0.135227384,0.182554203,0.222359473,0.303252735,0.218601532,0.206967845,0.071817947
6.394688889,0.192804872,0.152054481,0.179771217,0.230406032,0.303858074,0.202104691,0.15844526,0.097565864
