Time,M0 - 1000,M1 - 1000,M2 - 2000,M3 - 2000,M4 - 3000,M5 - 3000,M6 - 4000,M7 - 4000
2.363241667,0.078209615,0.022947865,0.120335756,0.12644694,0.067954804,0.118951399,0.08439088,-0.075707436
2.391036111,0.086620469,0.009992381,0.085576753,0.118030799,0.17678978,0.116129991,0.085608359,-0.05563402
2.418847222,0.081741534,0.02358083,0.08889286,0.096483829,0.15816847,0.121469476,0.099085122,-0.031131356
2.446647222,0.080536098,0.024599186,0.106927175,0.104280581,0.16159739,0.140975891,0.082793955,-0.057340526
2.474458333,0.089221801,0.040391035,0.090828591,0.089452808,0.104153104,0.12006815,0.093091396,-0.038274144
2.502261111,0.081118323,0.021707385,0.109153642,0.10418074,0.106142981,0.108095308,0.103312203,-0.048754023
2.530069444,0.084915152,0.024948764,0.124642108,0.098500693,0.130911607,0.120490052,0.09997522,-0.052285266
2.557877778,0.078989541,0.03049473,0.09759285,0.103643933,0.145825522,0.140696732,0.086193876,-0.057643108
2.585677778,0.105884354,0.041209867,0.097817069,0.107609783,0.127179992,0.092081102,0.088059278,-0.019093443
2.613463889,0.076568428,0.032857834,0.085940785,0.116305044,0.153536269,0.082532434,0.082471362,-0.063181543
2.641255556,0.085212638,0.039473122,0.091715767,0.105975064,0.074422517,0.136939244,0.091911611,-0.067234416
2.669044444,0.09495114,0.014737141,0.087528684,0.083266014,0.134969727,0.08481494,0.084129014,-0.023437812
2.696836111,0.113019334,0.016604217,0.078739605,0.11347835,0.12526157,0.087903479,0.081174587,-0.023693292
2.724647222,0.083331455,0.045191378,0.097629185,0.100593319,0.072910462,0.134882476,0.089718243,-0.021210593
2.752458333,0.091362689,0.025987316,0.107583363,0.081792478,0.163005218,0.143341119,0.119374702,-0.043467337
2.780269444,0.080043187,0.014967503,0.105287863,0.103868905,0.080989949,0.130903759,0.120116165,-0.024927342
2.808075,0.092529027,0.025553694,0.087910554,0.106763726,0.10742307,0.115566259,0.095241635,-0.027492378
2.835863889,0.101124721,0.010199399,0.113116111,0.11754645,0.165158042,0.123690679,0.096119235,-0.022705245
2.863655556,0.106497791,0.019826723,0.130254801,0.106685509,0.198005242,0.128389234,0.092205091,-0.014162539
2.891463889,6.51E-02,0.04412367,0.100642657,0.103986802,0.172191078,0.093344634,0.102932518,-0.018673547
2.919272222,6.06E-02,0.036292662,0.113389736,0.107518725,0.220058459,0.086501377,0.109067105,-0.057474232
2.947072222,0.05090865,-0.002886873,0.127913423,0.091155373,0.117498793,0.139208725,0.095668121,-0.055073325
2.974877778,0.03584439,0.148524566,0.133411079,0.094207624,0.183636757,0.134707639,0.11158353,-0.032491492
3.002677778,0.06421302,0.042147897,0.117314896,0.108341454,0.199371245,0.09997688,0.111429314,-0.054990171
3.030469444,0.099648091,0.028066762,0.118307856,0.139646362,0.178236329,0.130435814,0.116403348,-0.021808697
3.058258333,0.070122011,0.027024103,0.091032432,0.117451515,0.147068703,0.143639695,0.108986577,-0.019798636
3.086066667,0.051817754,0.045319718,0.13402121,0.102875646,0.142738152,0.129986844,0.100202228,-0.008823927
3.113875,0.109660806,0.03259342,0.107047147,0.099566419,0.135557137,0.136788037,0.108479496,-0.018053969
3.141680556,0.099900286,0.047566851,0.114584528,0.102678373,0.143285485,0.098833721,0.118955011,-0.024674866
3.169483333,0.084628937,0.032035019,0.136112738,0.095429348,0.161733132,0.135469463,0.112669863,-0.013479261
