Time,M0-1 - 0%,M1-1 - 0%,M2-1 - 1%,M3-1 - 1% ,M4-1 - 10%,M5-1 - 10%,M6-1 - 100%,M7-1 - 100%,M0-2 - 3%,M1-2 - 3%,M2-2 - 1%,M3-2 - 1%,M4-2 - 6%,M5-2 - 6%,M6-2 - 8%,M7-2 - 8%
10.42566389,0.056401595,-0.049223715,0.066240968,0.110180814,0.049455037,0.194696845,0.120420057,-0.028247686,0.743476553,0.703389327,0.819980258,0.793779489,0.478496219,0.427361145,0.339501343,0.306457148
10.45347222,0.059603247,-0.045878403,0.105984882,0.03568111,0.018819494,0.140320888,0.071536371,0.047852406,0.748533883,0.717481755,0.823647992,0.801473715,0.47385411,0.411076343,0.350899587,0.30379394
10.48128056,0.057177969,-0.056007642,0.109609635,-0.03255453,0.035217688,0.165073963,0.054388757,0.018620709,0.754384789,0.718201558,0.828530606,0.813904938,0.473020153,0.415460941,0.347112044,0.30604699
10.50908333,0.06768329,-0.071133076,0.113989854,0.008276345,0.013505505,0.159092955,0.095229373,0.043835455,0.75778334,0.721553693,0.834526593,0.822589085,0.480271475,0.41932014,0.347839465,0.302495835
10.53688611,0.052471306,-0.064442368,0.108831877,0.030976326,0.042238266,0.132609721,0.131409872,0.049098497,0.767487883,0.728477042,0.837701151,0.827027484,0.48380265,0.418866058,0.353202289,0.308287437
10.56469444,0.074677693,-0.067984939,0.098676588,0.011927016,0.022481535,0.17879051,0.043846246,0.029925017,0.778869306,0.731301906,0.848288363,0.830743864,0.48674344,0.4310975,0.358164237,0.30719772
10.59249444,0.077291643,-0.044169311,0.089264032,0.052031384,0.014348248,0.189882018,0.169378159,0.029446509,0.781456137,0.743828068,0.857854941,0.848906648,0.488069948,0.433564053,0.360678085,0.319974116
10.62028611,0.07035526,-0.048144517,0.172291354,0.070578833,0.031999571,0.198845917,0.04236408,0.019128513,0.791890513,0.753062574,0.860606006,0.856839999,0.496650712,0.431320887,0.356075332,0.324646064
10.64807222,0.081274976,-0.090112495,0.190321872,0.038622719,0.049906766,0.111508437,0.037709372,-0.012100947,0.797518285,0.752658006,0.869298705,0.859297046,0.501117577,0.433798907,0.357483654,0.328337856
10.67588056,0.061920782,-0.045390913,0.109989166,0.04964633,0.031087384,0.123437339,0.043854746,-0.034895717,0.802980189,0.759852551,0.874210433,0.864411435,0.500813614,0.445511981,0.369729254,0.324695312
10.703675,0.063115723,-0.043827645,0.488194298,0.053593957,0.051835387,0.184600233,0.081212992,-0.060396388,0.815133003,0.769622926,0.885005667,0.875729143,0.502834677,0.447563659,0.362330768,0.324603082
10.73146389,0.077046083,-0.042344603,0.011080735,0.028027611,0.048046954,0.121359359,0.079409299,-0.041261854,0.822530926,0.778443437,0.896317511,0.873967009,0.511782913,0.440668533,0.367975424,0.325210983
10.75927222,0.074581043,-0.041805343,0.634624314,0.039129474,0.05309951,0.133091462,0.068914191,-0.028688479,0.823211131,0.783577479,0.89427157,0.888324254,0.509503296,0.438832255,0.371001908,0.328470827
10.78706111,0.069989396,-0.078086488,0.210775754,0.026607053,0.058164246,0.119678795,0.060036793,0.021214512,0.835330542,0.797077033,0.905548165,0.894453227,0.515796514,0.456068527,0.372889152,0.323914935
10.81485278,0.058161576,-0.044821638,0.06021575,0.036918338,0.046271886,0.143571642,-0.011742936,0.008162662,0.851171592,0.796762402,0.933501442,0.902978866,0.514718416,0.452083785,0.381535357,0.328050916
10.84265556,0.059188555,-0.067471983,0.131203425,0.046587572,0.051905141,0.110573393,0.065857253,0.018449309,0.862491889,0.807733411,0.924723968,0.908252178,0.521402435,0.454609773,0.373515724,0.331310451
10.87046389,0.062000335,-0.076372422,0.113968382,0.043967268,0.055054483,0.099800208,0.093993507,0.016379601,0.85185552,0.81117941,0.919164075,0.919777416,0.525640115,0.462283989,0.377470014,0.333013583
10.89827222,0.061493544,-0.03999374,0.122866376,0.06656103,0.02813297,0.136304641,0.037350286,-0.032057155,0.857837165,0.823587726,0.93682552,0.92498627,0.530891496,0.461528986,0.385310981,0.342787117
10.92608056,0.063569277,-0.071482768,0.165769051,0.066428386,0.008621442,0.124564566,0.129615521,0.006050215,0.86861357,0.826554413,0.942733522,0.936945212,0.533674804,0.467935127,0.378075157,0.346537214
10.95389167,0.062433825,-0.040188475,0.087014545,0.084550453,0.046174067,0.127755797,-0.055656695,0.034209717,0.874213936,0.832124595,0.953976752,0.945849436,0.535702954,0.470144061,0.385779866,0.351114527
10.98169722,0.059589399,-0.038208551,0.155134443,0.029659456,0.027506971,0.127389089,0.080143358,0.021011673,0.882330858,0.845047585,0.962132041,0.952145848,0.539127921,0.471791489,0.390661321,0.346015063
11.00948333,0.075752582,-0.032414226,0.110801649,0.035212308,0.05070044,0.138728578,0.133072886,0.037735401,0.884989872,0.846735023,0.978900733,0.958378027,0.540299838,0.471114915,0.388857343,0.343074989
11.03728611,0.071915156,-0.0749285,0.133312877,0.047203836,0.037598199,0.14774485,0.078541892,0.055887055,0.891568328,0.858840569,0.968939603,0.968601083,0.550508919,0.477063005,0.388675356,0.342886444
11.06508056,0.069187186,-0.066464911,0.214593538,0.033510629,0.06540413,0.12774813,0.10064862,0.066416263,0.903334601,0.864835505,0.982553724,0.977037882,0.549882853,0.487357188,0.389269379,0.354562929
11.09288333,0.081840055,-0.068886602,0.110679259,0.072609984,0.037710675,0.119725924,0.04764579,0.044256967,0.910385973,0.873223447,0.997760981,0.9863556,0.55869421,0.48896061,0.39381369,0.357341933
11.12068611,0.072443355,-0.051578545,0.098205849,0.035025098,0.013639724,0.097273695,0.136857437,0.084437559,0.915236153,0.880379052,0.997801,0.99306168,0.560651524,0.484989582,0.393629793,0.356971842
11.14848611,0.07571171,-0.042528106,0.124168636,0.043036753,0.028691245,0.16382336,0.137924551,0.040617234,0.928811066,0.887675123,1.006584057,1.005503923,0.56368384,0.492993964,0.393724612,0.366870687
11.17629444,0.06769599,-0.032905048,0.03438966,0.072355757,0.013118716,0.111610089,0.02794763,0.036844646,0.934157633,0.891275071,1.017829099,1.011927426,0.567262918,0.504669034,0.394949444,0.355140135
11.2041,0.080805069,-0.080326284,0.138116981,0.032308258,0.01755532,0.108731601,0.013519188,0.017636433,0.943734507,0.900158428,1.020634441,1.02377961,0.575964794,0.495852851,0.402266462,0.361498647
11.23188889,0.068694852,-0.031869552,0.147305705,0.090435717,0.036255994,0.121357043,0.055005751,0.026837545,0.953824447,0.910963775,1.060543858,1.037263592,0.574044928,0.500594731,0.400661865,0.36464907
11.25969722,0.072105364,-0.030924529,0.1349061,0.051399631,0.052286114,0.107290874,0.142677388,0.04513525,0.955315285,0.912644867,1.045814149,1.037188988,0.576281466,0.505997479,0.405265302,0.369549839
11.28750833,0.071627229,-0.032218003,0.149912638,0.014268606,0.049146017,0.116252585,0.062001595,0.045847445,0.971167187,0.920127227,1.053829702,1.056232643,0.581750867,0.504256525,0.405108623,0.369459239
11.3153,0.083064683,-0.023242876,0.140300258,0.070361688,0.036964247,0.16109638,0.123523327,0.047459864,0.986579037,0.932955266,1.07055959,1.053665286,0.592025118,0.515616453,0.416536857,0.368063416
11.34310278,0.078547685,-0.026906383,0.183705315,0.067270591,0.044771374,0.131655971,0.10688972,0.065401517,0.990048324,0.93617872,1.067221678,1.065701813,0.588850869,0.532182777,0.411354341,0.376205878
11.37089444,0.08493598,-0.02699271,0.123054601,0.058000408,0.01583402,0.109250235,0.051216643,0.058634572,0.995095844,0.948727248,1.079414445,1.066262954,0.599386903,0.517237648,0.416132989,0.38139433
11.39870556,0.072927125,-0.037090979,0.088082226,0.057127033,0.034309757,0.136288051,0.162492128,0.060159411,1.00177442,0.957505045,1.087718435,1.081115119,0.59932184,0.510700341,0.417418547,0.376331306
11.42650833,0.078599821,-0.025265731,0.137056508,0.069810447,0.033638774,0.153440028,0.12215556,0.082718821,1.012296026,0.965141317,1.095635919,1.097532174,0.605852723,0.518165891,0.423546012,0.385900267
11.4543,0.078762901,-0.023399149,0.161440505,0.053759919,0.05940968,0.117647076,0.104628471,0.079744742,1.018075821,0.975682443,1.112498098,1.109098765,0.610305095,0.525350619,0.424524879,0.381278418
11.48209444,0.078884485,-0.034251652,0.187284905,0.047868757,0.054347187,0.125433988,0.193662963,0.093882206,1.018834901,0.979805918,1.117599728,1.111959492,0.611029702,0.530130901,0.425180218,0.387629523
11.50988611,0.072636885,-0.050184967,0.753975074,0.064443607,0.079126149,0.131144221,0.107995904,0.099721302,1.038965241,0.993810839,1.12540256,1.131899414,0.617448234,0.532593463,0.430788311,0.393091218
11.53768889,0.084962109,-0.069211468,0.171445491,0.052474945,0.079470879,0.159827844,0.089295718,0.090454756,1.037909696,0.99511822,1.137083148,1.132759419,0.623273455,0.539422309,0.428403243,0.394480645
11.5655,0.079253987,-0.013517297,0.233684035,0.085135797,0.063184572,0.133163271,0.128624957,0.079815866,1.056565937,1.008405344,1.142273657,1.148400665,0.6252232,0.537677771,0.438450944,0.395859105
11.59328611,0.078878789,-0.016970904,0.4032836,0.056737252,0.094816848,0.130807155,0.27225061,0.079296964,1.062246429,1.027460112,1.153514396,1.148747723,0.628129925,0.561347866,0.439912971,0.404559329
11.62108889,0.072307765,-0.01032931,0.071279799,0.051164559,0.054355895,0.176688019,0.067887536,0.048890363,1.074974144,1.033538104,1.163519695,1.157906822,0.643185508,0.5704164,0.440494215,0.405481012
11.64889444,0.083488137,-0.01144691,0.123469096,1.50E-01,0.086672323,0.165932037,0.278310772,0.016402268,1.0763047,1.043339348,1.176721411,1.172225205,0.639128436,0.545269164,0.442138183,0.403736082
11.6767,0.082537148,-0.015955278,0.403769703,0.129216396,0.044443378,0.106031813,0.121771178,-0.014999123,1.084832667,1.049552702,1.182784559,1.185701482,0.641688415,0.552381313,0.446087487,0.401821416
11.70450556,0.087770283,-0.005199124,0.423275039,0.070846032,0.041421896,0.097831963,0.125441169,0.003351976,1.100590096,1.057733282,1.192881511,1.192157036,0.649470362,0.558347221,0.448699868,0.407793386
11.7323,0.086831891,-0.016122569,0.147689297,0.06012621,0.070967029,0.091690827,0.065124545,0.015840964,1.098418576,1.062197594,1.210514505,1.209587172,0.654046596,0.566220769,0.453091082,0.416315595
11.76011111,0.088017167,-0.027351399,0.145641819,0.065170718,0.047291107,0.103903402,0.12580384,0.046209712,1.10947825,1.074560151,1.217357321,1.21015614,0.658619844,0.568173306,0.459472314,0.420803063
11.78791944,0.086293772,-0.020608408,0.118823013,0.075665001,0.027824347,0.149404746,0.142417128,0.071995181,1.122830072,1.081355043,1.237290504,1.221751201,0.65829309,0.575707312,0.454884485,0.422981104
11.81572222,0.08118044,-0.011466793,0.150512061,0.157917029,0.052448354,0.153720975,0.191821934,0.027088506,1.128508081,1.091755686,1.23601722,1.231593766,0.665867069,0.573580483,0.460505119,0.423294981
11.84352222,0.098348911,-0.010629312,0.147440334,0.090986611,0.042305034,0.097414091,0.145766636,0.014348175,1.147060279,1.099847378,1.2380554,1.252990785,0.671990769,0.570363348,0.4555951,0.425556066
11.87131944,0.089792857,-0.009256154,0.146431608,0.08712908,0.043625503,0.118514833,0.120284561,0.044996675,1.143985008,1.111998665,1.253182443,1.25582054,0.679487762,0.583841009,0.471940095,0.42488334
11.89913056,0.09139986,-0.005974966,0.145727634,0.09820465,0.023860312,0.144883517,0.108809612,0.029609743,1.156995462,1.121653633,1.264913993,1.268410042,0.679026695,0.582982278,0.473059158,0.423032829
11.92693056,0.087263366,-0.025576274,0.15175494,0.105500253,0.048711346,0.14196269,0.121666235,0.061631947,1.170416055,1.126936665,1.276391676,1.28344977,0.689804414,0.591196344,0.475875148,0.427169742
11.95471944,0.089431656,-0.041990838,0.152024543,0.072802018,0.040108361,0.107740871,0.029539763,0.093491688,1.170512989,1.137408513,1.291503155,1.297371607,0.695842848,0.589754649,0.482297544,0.426814737
11.98250556,0.096572893,0.001627999,0.147598358,0.050621289,0.029773728,0.105134986,-0.031757844,0.06189312,1.182234817,1.158265145,1.291338785,1.300740798,0.696947226,0.599665705,0.481445241,0.441233545
12.01031667,0.087510576,-0.001459758,0.218073355,0.098149226,0.025794166,0.119227119,0.091518774,0.057909082,1.188046859,1.161782238,1.303050627,1.30624932,0.702616247,0.612561406,0.48748939,0.439888664
12.03810278,0.091293905,0.008975348,0.15173226,0.086886896,0.030510517,0.142748595,0.122864825,0.05884595,1.197663273,1.17321123,1.324581961,1.326470483,0.702605889,0.598136416,0.490374513,0.442821361
12.06591389,0.090811778,0.006809443,0.142095483,0.096547572,0.023954984,0.138008713,0.172374059,-0.016486139,1.213366872,1.174753621,1.326240478,1.325036473,0.709859557,0.612949171,0.490044392,0.443312479
12.09370556,0.090465474,-0.025667168,0.200326076,0.072771623,0.038416806,0.140334981,0.093950093,-0.016738509,1.21418885,1.19042768,1.354769267,1.338496863,0.711803598,0.623321884,0.494996806,0.451104542
12.1215,0.092336935,0.001079024,0.15216607,0.092620546,0.028578659,0.126291324,0.088254217,-0.007740666,1.227075983,1.202012128,1.362724671,1.354380141,0.717158909,0.61977041,0.487777396,0.446351727
12.14929167,0.105128617,-0.004338981,0.150338416,0.061676396,0.040175576,0.13500258,0.066334071,-0.00304189,1.248323106,1.20514791,1.375634808,1.362228646,0.725865148,0.624901469,0.499544901,0.452573488
12.17709167,0.096660655,0.002764942,0.172032738,0.104028188,0.033932722,0.151187468,0.163171409,0.043670415,1.258896442,1.222764722,1.380365423,1.372881525,0.727077238,0.628424853,0.501546677,0.457895896
12.20488333,0.103216992,-0.014472444,0.201253797,0.108932539,0.030414597,0.127001743,0.166458141,0.074089983,1.26790511,1.225268279,1.38389779,1.384250391,0.731948043,0.636908989,0.506922923,0.455686073
12.23268611,0.105236502,0.009330753,0.212955905,0.089459865,0.016550042,0.048205981,0.11119328,0.032119975,1.278118873,1.236307511,1.409351271,1.401167733,0.737676475,0.630327682,0.51653436,0.460961723
12.260475,0.107921185,0.00455418,0.191814863,0.102002122,0.037137613,0.118220436,0.083977682,0.00745776,1.292564213,1.248223274,1.421170715,1.405149936,0.742485492,0.641361733,0.51756569,0.462340228
12.28827222,0.105132392,0.017820268,0.174091978,0.127096733,0.041028705,0.113157817,0.14346382,0.028233268,1.303630491,1.264220104,1.431427068,1.422426796,0.750405113,0.644591532,0.514537472,0.47292563
12.31608056,0.107943992,0.010365748,0.19849334,0.082600577,0.059181251,0.137364676,0.129570933,0.06968542,1.313127356,1.273496435,1.445237201,1.429832971,0.756399574,0.655528383,0.520094295,0.471264663
12.343875,0.106196719,0.019548446,0.193120317,0.100222883,0.064896022,0.132023064,0.149897142,0.040835567,1.327286314,1.281466451,1.449580062,1.44361501,0.759448114,0.659151382,0.515252582,0.468780841
12.37166667,0.103712013,0.014232358,0.162601926,0.085625711,0.057143549,0.151246778,0.0596163,0.050689655,1.335623805,1.285582216,1.451480226,1.464103852,0.766089334,0.652028748,0.52703198,0.47561997
12.39946389,0.10863769,0.010760868,0.168905824,0.103294282,0.082995913,0.170421999,0.14348551,0.036876439,1.340217324,1.311101556,1.477864626,1.47207167,0.77232279,0.668820976,0.526600142,0.480434678
12.427275,0.112238991,0.004978732,0.170554248,0.131157128,0.075866604,0.140432461,0.143306411,0.071935712,1.357483567,1.317428737,1.480558373,1.487426042,0.778863388,0.664934273,0.531399519,0.481965648
12.45508611,0.104977576,0.015487768,0.241155911,0.125152245,0.04009779,0.173342237,0.152960594,0.068819292,1.368771515,1.331080177,1.499711663,1.494665975,0.779016764,0.673004541,0.536170834,0.486273803
12.48288611,0.107270615,-0.007626692,0.178955457,0.128370919,0.110442253,0.125101381,0.172718337,0.058913821,1.377391921,1.337512789,1.508851655,1.508591223,0.78414451,0.679466446,0.537081632,0.486261287
12.51069167,0.112357481,0.017273231,0.16617286,0.123643256,0.050114219,0.111237563,0.128749929,0.086606961,1.388990475,1.347658004,1.529479029,1.520089781,0.789974233,0.681412166,0.531465251,0.491536349
12.5385,0.107125736,0.025271863,0.171460231,0.149921755,0.074786902,0.137585029,0.083066803,0.073139889,1.399106612,1.361587795,1.532109558,1.548127807,0.797242042,0.683779514,0.543221601,0.491860553
12.56630833,0.111074779,0.011850401,0.172237104,0.13371465,0.03973426,0.113319387,0.149943942,0.06832466,1.422874838,1.364859601,1.557841829,1.554890691,0.802408392,0.684328541,0.536834517,0.499351854
12.59411944,0.116905,0.032559786,0.196200829,0.114233889,0.078855241,0.121114538,0.046623236,0.014214409,1.43111573,1.391768537,1.563266478,1.574735201,0.809324584,0.701376098,0.548077752,0.504375086
12.62192778,0.112321734,0.009268354,0.177507987,0.136260498,0.060247423,0.119975089,0.126441855,0.091231203,1.438250541,1.392796738,1.572720673,1.567508791,0.814258214,0.704369984,0.553938622,0.50394949
12.64972778,0.105525337,0.025252822,0.307407698,0.118422425,0.009639586,0.123479213,0.145599721,0.072442224,1.453886273,1.415548433,1.595634127,1.602576809,0.819312801,0.701009126,0.549060979,0.514088383
12.677525,0.118033223,0.030162201,0.184541258,0.107193015,0.020640305,0.127455789,0.139156571,0.061923756,1.472040519,1.417300046,1.610548619,1.609418419,0.825398331,0.707679928,0.557992969,0.51293548
12.705325,0.122639809,0.030024701,0.178845974,0.126782987,0.059399143,0.1388913,0.126199511,0.084668061,1.477963018,1.436861287,1.61897769,1.636158554,0.830655231,0.711353317,0.561256244,0.517062245
12.73313333,0.129558605,0.025221896,0.190650196,0.138992479,0.05609801,0.142907585,0.010844672,0.023599383,1.485138772,1.44120842,1.650953369,1.625905257,0.833581745,0.719114669,0.565176045,0.519513903
12.760925,0.120864263,0.001148804,0.19188509,0.119342043,0.044385878,0.139521602,0.090034305,0.051399958,1.500406717,1.462902404,1.657016135,1.661922826,0.843966836,0.722681746,0.572990757,0.520872148
12.78871667,0.122747829,0.040218868,0.181059941,0.129046364,0.052951871,0.142910431,0.102977729,0.044512432,1.511409723,1.468480583,1.679964164,1.643630708,0.841094275,0.724491907,0.567284015,0.522196991
12.81652222,0.124449445,0.018294287,0.175552818,0.153930185,0.069979007,0.132045834,0.025762045,0.066004341,1.531069114,1.481279468,1.682573376,1.672664309,0.856158434,0.730757967,0.577091695,0.529474177
12.844325,0.128123053,0.036290432,0.194717341,0.152175823,0.06316619,0.14666695,0.091269477,0.045661893,1.546339351,1.492122906,1.701738464,1.675598057,0.8618074,0.741643023,0.580323473,0.529793074
12.87213611,0.121244419,0.047197062,0.186459263,0.154562371,0.057254939,0.136127112,0.139989465,0.056665118,1.556470128,1.516213392,1.712058318,1.711386982,0.862219318,0.744098932,0.575862467,0.533882274
12.89994444,0.124641789,0.052364288,0.197990171,0.137899681,0.048184462,0.159912808,0.029432523,0.064375992,1.572382236,1.523707252,1.733578215,1.723771726,0.873912241,0.751738462,0.586169527,0.537991018
12.92773056,0.109246177,0.024126042,0.218068361,0.163117725,0.06573397,0.134893623,0.129078645,0.048574344,1.594756671,1.53986505,1.761304463,1.738713814,0.874192022,0.756910793,0.586787853,0.544077484
12.955525,0.120257921,0.054076117,0.521589919,0.166269558,0.025064015,0.150064912,0.097975532,0.070504702,1.609894028,1.560915774,1.77174915,1.766097586,0.882074949,0.762872236,0.588467294,0.545037659
12.98331667,0.130557361,0.048339938,0.20208194,0.149171781,0.053795336,0.13412171,0.085055067,0.079199413,1.623322885,1.558499308,1.797969595,1.772164275,0.889016428,0.758909624,0.592728257,0.547410293
13.011125,0.117532952,0.026735449,0.3148001,0.13079577,0.045550682,0.130041967,0.154172028,0.085348126,1.63061821,1.577755985,1.79872685,1.777423827,0.888117112,0.769487304,0.599065927,0.553592122
13.03891944,0.121613947,0.050888547,0.252841008,0.1646951,0.056346802,0.13280106,0.02392306,0.054952167,1.64712863,1.59949947,1.831043849,1.80019393,0.902507755,0.772727734,0.60428851,0.550866035
13.06670833,0.14011165,0.052254889,0.211493359,0.171642971,0.022429313,0.151495615,0.071661957,0.099321967,1.658965302,1.61270824,1.84708814,1.800042228,0.907323929,0.772961529,0.605429172,0.554027204
13.09451667,0.121811099,0.051079702,0.209238173,0.156158059,0.05548007,0.133005154,0.061285337,0.051356301,1.683935843,1.620168298,1.838527538,1.835834316,0.911583298,0.787976694,0.604729683,0.563697428
13.12231667,0.138594278,0.028015801,0.201434383,0.159199803,0.050377194,0.105182031,0.07114716,0.042331913,1.690807754,1.634091481,1.862302907,1.833105605,0.915965586,0.778394893,0.610569502,0.56068774
13.15012778,0.133624795,0.062436466,0.414100627,0.174079037,0.02134259,0.09583332,-0.009212047,0.030353908,1.708827138,1.65228236,1.888507146,1.861465025,0.923869586,0.790956482,0.61318204,0.563360744
13.17793333,0.139873776,0.040847998,0.19848294,0.163445334,0.035875546,0.106039869,0.090593763,0.029954459,1.720179463,1.66982729,1.916939189,1.871039181,0.932177514,0.801454015,0.616205937,0.568181544
13.20574444,0.142294114,0.059954651,0.232908244,0.176981615,0.02977021,0.091382804,0.048398382,0.039091204,1.738836162,1.681853774,1.920652649,1.898712052,0.936782593,0.793299358,0.616916817,0.570048787
13.23354444,0.130903832,0.058191055,0.218655284,0.2108064,0.041614445,0.137068714,0.028365043,0.026093761,1.748721905,1.699663671,1.957573274,1.901869121,0.942130821,0.80072724,0.628566825,0.5769072
13.26133333,0.142831439,0.074791772,0.249037033,0.178391628,0.057488002,0.096230038,0.057402963,0.016077808,1.762436073,1.723279019,1.972628952,1.914929143,0.955586639,0.81159522,0.630133144,0.581761063
13.28913056,0.133021048,0.048751626,0.253544672,0.184897774,0.047099191,0.170799438,0.050390512,0.058600094,1.784790286,1.732113653,1.995539145,1.936405065,0.959274543,0.819544447,0.637349662,0.584338973
13.31694167,0.130490364,0.057858954,0.240433033,0.196280012,0.034037309,0.147535732,0.132658319,0.062209005,1.793054891,1.739442505,2.00685595,1.958657476,0.969950409,0.824544523,0.635373643,0.586307227
13.34475278,0.132238008,0.077473125,0.228800862,0.182095732,0.046003215,0.127158711,0.041082707,0.054766891,1.821072801,1.758846377,2.043157956,1.994109878,0.972550387,0.828057662,0.637271662,0.589804436
13.37256111,0.136869117,0.080898297,0.237122521,0.2177696,0.037880726,0.157441285,0.039531162,0.073629729,1.823512687,1.782730927,2.057673197,2.007078447,0.97678756,0.830302998,0.644600831,0.59727647
13.40036111,0.13667705,0.063475781,0.201180482,0.183716826,0.045366825,0.204842678,0.101864842,0.011675261,1.849073653,1.792812106,2.071762051,2.022265599,0.985977936,0.83673061,0.639408644,0.600032828
13.42816667,0.13381123,0.082516646,0.236564465,0.218715038,0.027328227,0.15517249,0.082955219,0.01388623,1.85798213,1.818424788,2.090054647,2.029387686,0.986374778,0.846898545,0.646426038,0.600984386
13.455975,0.148168943,0.060494479,0.243245742,0.218235074,0.046743495,0.208711758,0.186025073,0.067836042,1.896936502,1.830352028,2.120988464,2.038908975,0.995428259,0.847392744,0.655844331,0.603430666
13.48378333,0.141309461,0.084953085,0.23842499,0.185108045,0.047928791,0.160004898,0.073160429,0.052989973,1.90628107,1.840182106,2.140604964,2.07683111,0.999733345,0.852842265,0.658087029,0.611065176
13.511575,0.14447662,0.079621356,0.244279876,0.198467787,0.062960435,0.155606659,0.02844733,0.028747455,1.920974694,1.873518316,2.158585282,2.083404543,1.012946029,0.864613479,0.659910698,0.610073252
13.53936667,0.144820668,0.083400342,0.446517226,0.205043731,0.063603933,0.179547455,0.185287723,0.052825038,1.948136299,1.880021341,2.1987827,2.107421871,1.023062702,0.861552217,0.663863997,0.614967382
13.56715833,0.143152739,0.082233843,0.239874789,0.205082966,0.045491003,0.119841611,0.168859231,0.054081255,1.962430311,1.894035849,2.218206717,2.122369689,1.030285077,0.87061735,0.674905983,0.616324643
13.59496111,0.144158607,0.070799922,0.241256008,0.21267578,0.047836646,0.14004034,0.064252747,0.035331061,1.968404545,1.915008909,2.22675367,2.161052299,1.030142192,0.872349352,0.671339544,0.617549746
13.62276667,0.151345305,0.097535573,0.513576358,0.217027865,0.041533294,0.171286086,0.09793493,0.029181469,2.004965206,1.935388132,2.251780106,2.171458843,1.034205458,0.886174099,0.672646395,0.628179885
13.65057222,0.156246198,0.081142995,0.254398245,0.218533336,0.032752509,0.189051709,0.258087984,0.012710436,2.025826478,1.956890035,2.292459129,2.197950348,1.050989607,0.886894979,0.679194487,0.626642744
13.67836111,0.160995151,0.106409088,0.243961115,0.227928365,0.022428229,0.161557826,0.133140116,0.06075514,2.035150039,1.976794565,2.311683801,2.20926671,1.061654749,0.891640841,0.682355629,0.633867648
13.70617222,0.163448469,0.090247604,0.279837714,0.228890542,0.016744122,0.16219801,0.058999733,0.062480491,2.053807451,1.986683146,2.309840188,2.224065641,1.063818152,0.905268364,0.69025692,0.635765877
13.73396389,0.151992832,0.096995163,0.290253811,0.231731742,0.048725756,0.157721964,0.082606264,0.03615927,2.055791623,2.012653582,2.335701533,2.251359768,1.065183478,0.907152327,0.687091521,0.639591035
13.761775,0.162124415,0.101853518,0.247038401,0.241854239,0.074014643,0.119090217,0.100397574,0.07494442,2.091541174,2.040994147,2.373157701,2.268384904,1.077267325,0.91130903,0.693832644,0.642433452
13.78956667,0.166693206,0.105455298,0.263894723,0.234686113,0.067949048,0.132471743,0.115330345,0.081379955,2.105526656,2.04954494,2.384419441,2.279716231,1.085056681,0.918230867,0.69752753,0.644602568
13.817375,0.158176821,0.116587251,0.254422607,0.230491188,0.043545285,0.130666545,0.098422444,0.032030001,2.134439306,2.073204267,2.432448464,2.299923215,1.091911085,0.925213581,0.706164543,0.649282453
13.845175,0.164891391,0.107847452,0.260888212,0.24142177,0.071223842,0.146344842,0.068746695,0.036868365,2.147089024,2.092321778,2.453890911,2.32476492,1.102779204,0.927202317,0.705888153,0.654148384
13.87298889,0.176404821,0.109765653,0.273736658,0.243400466,0.047718055,0.0872246,0.29069537,0.046019292,2.185746915,2.119779706,2.478271308,2.33843992,1.110825558,0.92628703,0.708312436,0.658806663
13.90079722,0.173311546,0.119027781,0.400934156,0.228976011,0.075248484,0.111504715,0.174896918,0.070577262,2.197674881,2.142425104,2.511490733,2.364381172,1.123193038,0.938096177,0.712888077,0.66085174
13.92860556,0.170303387,0.113454804,0.279457488,0.25097162,0.05985951,0.103794804,0.413134607,0.039576885,2.232647331,2.165559039,2.539081301,2.38750631,1.120107435,0.956807299,0.718383485,0.666207171
13.95641389,0.17229673,0.115265174,0.33059898,0.257276245,0.054875612,0.114561728,0.093402158,0.04196152,2.246522834,2.181555337,2.552722873,2.403953841,1.135996909,0.955516512,0.720319395,0.67095541
13.98422778,0.170395051,0.100182984,0.297841654,0.263023962,0.050505483,0.104137069,0.173247292,0.096447624,2.275879401,2.200647785,2.577384612,2.426997202,1.140109121,0.966283359,0.72412363,0.674377971
14.012025,0.176068448,0.124253673,0.287903134,0.253512335,0.076204661,0.100820212,0.100733941,0.013903474,2.289486218,2.223886851,2.600664752,2.462709432,1.146022957,0.960943022,0.724004006,0.672819966
14.03983333,0.179062607,0.133441802,0.289406328,0.257547533,0.079337998,0.129219001,0.406367503,0.039350025,2.305933102,2.248977607,2.638951238,2.48851677,1.150704641,0.972476448,0.732162192,0.680491988
14.06764444,0.171548098,0.128985513,0.282798311,0.254551204,0.060612481,0.186198674,0.100500728,0.062482317,2.326999435,2.281459362,2.665760166,2.507898161,1.16338272,0.979768797,0.734876413,0.681874194
14.09544722,0.174506816,0.137358567,0.282668299,0.260308511,0.069302697,0.138935966,0.118795015,0.071333264,2.356192415,2.29805414,2.667813752,2.526912176,1.16643049,0.989542712,0.739513856,0.688902053
14.12323889,0.191300187,0.135677739,0.289167694,0.263596999,0.070548319,0.162663936,0.251152598,0.024699587,2.378994774,2.327280895,2.723653474,2.559053663,1.167825186,0.997948271,0.745661082,0.68874406
14.15104167,0.189317059,0.139806018,0.291899786,0.289583284,0.054522722,0.138436048,0.029221153,0.052228962,2.4171429,2.343947459,2.738441845,2.578123461,1.183138689,1.000126384,0.746955603,0.694581856
