Time,M0 - SGy103-10 - 0%,M1 - SGy103-16 - 0%,M2 - SGy103-10 - 1%,M3 - SGy103-16 - 1%,M4 - SGy103-10 - 10%,M5 - SGy103-16 - 10%,M6 - SGy103-10 - 100%,M7 - SGy103-16 - 100%
4.114719444,0.097301746,0.070512308,0.079473872,0.099842977,0.149419563,0.144558388,0.200956742,-0.104009429
4.142519444,0.094793829,0.227259139,0.089386339,0.099144542,0.146661806,0.11855543,0.08220831,-0.075079553
4.170319444,0.031209469,0.333557677,0.091956445,9.55E-02,0.124825483,0.143907572,0.036947847,-0.054315583
4.198122222,0.042152844,0.27877674,0.082499387,0.100392261,0.15900575,0.124277896,0.030839451,-0.087670331
4.225933333,0.065152345,0.181911929,0.087513789,0.099330601,0.14610783,1.68E-01,0.04970412,-0.09321321
4.253727778,0.00773351,0.131241734,0.090522014,0.101657513,0.114232831,0.101708395,0.063362722,-0.07109935
4.281538889,0.085521986,0.209422846,0.087798988,0.113522776,0.121785371,0.124614449,0.106280628,-0.067599635
4.309330556,0.089587164,0.143841523,0.092226439,0.108749758,0.136106477,0.064718771,0.054636265,-0.109455961
4.337136111,0.105601593,0.138195243,0.08240661,0.103598395,0.138834583,0.065750342,0.086108127,-0.046608181
4.364941667,0.075754169,0.165170409,0.085083315,0.108760937,0.126374173,0.099822425,0.141581221,-0.056804913
4.392752778,0.117599807,0.008251758,0.104422897,0.119319053,0.153872589,0.045784645,0.054770358,-0.062637196
4.420547222,0.066641526,-0.013298705,0.10672165,0.11302559,0.128095936,0.151211783,0.078196218,-0.077252853
4.448358333,0.109604358,0.027673049,0.08790245,0.108701664,0.161447714,0.161531508,0.008857406,-0.046361497
4.476155556,0.070741152,0.161746414,0.100277816,0.108627303,0.135087687,0.082509236,0.052769355,-0.030343013
4.503955556,0.068967161,0.035706082,0.095301621,0.115018581,0.120884454,0.153294219,0.09861935,-0.086297067
4.531758333,0.118433296,-0.020052562,0.093352066,0.115299512,0.145599543,0.073792904,0.047737303,-0.089049443
4.559563889,0.077724473,-9.49852E-05,0.123739729,0.115143846,0.14248354,0.237979894,0.058600392,-0.045698882
4.587369444,0.094292974,0.092422019,0.095189133,0.121000719,0.145514688,0.191327494,0.061151324,-0.052046373
4.615172222,0.075560614,0.116005111,0.096462649,0.120787072,0.132770042,0.1393066,0.000795725,-0.071918521
4.642972222,0.077454911,0.002326627,0.111175471,0.11816356,0.148414268,0.15993141,0.15189527,-0.063078231
4.670763889,0.08314211,0.049735621,0.109305109,0.120539234,0.128302601,0.128544969,0.041324502,-0.086762535
4.698552778,0.091574613,0.032487371,0.114899903,0.123223605,0.118084423,0.132316021,0.108095573,-0.086225417
4.726338889,0.10278689,0.164696864,0.109629722,0.124987802,0.136281552,0.167075955,0.14002042,-0.074017115
4.754141667,0.120994496,0.116038968,0.102221763,0.123041633,0.130647351,0.174531186,0.019211957,-0.079639272
4.781941667,0.082628015,0.129111026,0.090590606,0.12372887,0.116115758,0.120178513,0.065929933,-0.042401813
4.809752778,0.093194598,0.13835721,0.12117648,0.12785164,0.119512679,0.117057166,0.212362784,-0.090308092
4.837552778,0.12343103,0.147567468,0.114555292,0.13316859,0.158655048,0.132425937,0.041153651,-0.043597587
4.865352778,0.092842379,0.295697645,0.111918901,0.133889151,0.147939381,0.062304999,0.075339314,-0.041013887
4.893152778,0.126243319,0.159082801,0.128250702,0.132832007,0.132682743,0.183807832,0.085568577,-0.074811515
4.920961111,0.09722111,-0.020736086,0.116014196,0.13555993,0.126024546,0.171072025,0.142774261,-0.046998233
4.948758333,0.131607522,0.084890089,0.122730583,0.133996055,0.144490166,0.134038541,0.113106963,-0.052934028
4.976547222,0.124311731,0.119996421,0.11578937,0.135314081,0.153742504,0.134241468,0.090544785,-0.079889478
5.004355556,0.12706397,0.152629134,0.118103955,0.138681358,0.132207731,0.177267416,0.064037754,-0.067292622
5.032163889,0.130928292,0.180501008,0.119793475,0.139755431,0.148003314,0.164168762,0.066277392,-0.041662408
5.059975,0.100733705,-0.022762534,0.128644373,0.142584523,0.176639253,0.17616228,0.078998082,-0.040077049
5.087777778,0.124813632,0.063719313,0.135744599,0.142330137,0.178704308,0.162466149,0.063436849,-0.067991209
5.115588889,0.131613382,0.103619591,0.117783791,0.143843309,0.178543201,0.203408538,0.119904644,-0.045278096
5.143394444,0.141525941,0.05007608,0.124348262,0.139680629,0.181432911,0.169942715,0.148862875,-0.021240192
5.1712,0.11295251,0.118600847,0.121019143,0.151439275,0.146831305,0.151521763,0.171459431,-0.046430869
5.199011111,0.117626309,0.100896174,0.136880094,0.144401588,0.146476944,0.187109562,0.041196762,-0.069119693
5.226797222,0.111701974,0.079805635,0.12662379,0.145576353,0.147386152,0.187637532,0.058255677,-0.070214626
5.254611111,0.102268334,0.078470316,0.130212884,0.152955073,0.145068287,0.165285038,0.032001066,-0.024043327
5.282416667,0.116011522,0.105088817,0.130913893,0.154322244,0.155184682,0.208676487,0.070243595,-0.031421033
5.310202778,0.112778237,0.082709002,0.133415782,0.156261047,0.136805956,0.198769038,0.071784213,-0.068068124
5.338013889,0.14592018,0.076049099,0.124418891,0.153836992,0.175007306,0.178003583,0.039573994,-0.032946218
5.365811111,0.139212737,0.118670847,0.136500741,0.158145563,0.164854105,0.196441035,0.048262094,-0.038213439
5.393616667,0.123078816,0.125090895,0.136133153,0.15491741,0.164954522,0.236776945,0.057288941,-0.047285548
5.421425,0.150949557,0.100193563,0.144202576,0.169030124,0.148418841,0.185667937,0.08225931,-0.033725577
5.449225,0.13249626,0.098952997,0.142632336,0.155523657,0.149219787,0.184178719,0.089943733,-0.070407136
5.477013889,0.133624582,0.105971946,0.141659844,0.184737619,0.183661685,0.172504427,0.076470387,-0.065019764
5.504825,0.120408639,0.083476746,0.147796851,0.196885411,0.17976144,0.176940766,0.082329294,-0.056468246
5.532627778,0.097893886,0.096318964,0.138914928,0.198066252,0.170298026,0.235531311,0.10440122,-0.065610728
5.560419444,0.129759543,0.063848343,0.140648198,0.203369464,0.159699493,0.202504923,0.070401882,-0.066826305
5.588219444,0.14508205,0.094413802,0.143288979,0.198721122,0.157194622,0.202900713,0.087182022,-0.081401614
5.616030556,0.15676379,0.099965477,0.14464819,0.199591288,0.140552997,0.218538312,0.071924547,-0.032202051
5.643841667,0.157321535,0.106587149,0.145754578,0.206244597,0.160093125,0.231792623,0.083601837,-0.034534378
5.67165,0.146428964,0.087379617,0.143858231,0.200672811,0.168931936,0.176019953,0.129808092,-0.026353944
